old,english,speaker
王子！,,Leo
あ――,,Elliot
止まれ！,,Leo
ごめんなさい,,Leo
おっ！？（リアクションボイス）,,Gurdolin
わっ！！（リアクションボイス）,,Lise
秘蹟だ――,,Leo
皆さん――,,Gurdolin
この先は僕に任せてください,,Leo
王子！　,,Leo
"わしの説明がへたくそだったせいで
王子は何か誤解しているようだ",,Leo
今一度、悪しき竜を倒す道筋を――,,Leo
メイロワ将軍,,Leo
"僕は、誰よりも正しく悪しき竜討伐の方法を
理解しているつもりです",,Leo
"それならなおさら――
ひとりでは行かせられない",,Leo
ジリアン――今は僕を,,
"アッカー家の末裔であり、覚者である
僕を信じてくださいとしか言えません",,
――ごめんなさい,,
でも、僕に任せて欲しいんです――,,
"この国の未来は、希望は――
僕にしか救えないんです",,
全てを、救うことが僕の役割なんです,,
"なんというお覚悟か――
メイロワ感服いたしました",,
"とは申せ、王子の身に何かあれば
この国の未来は絶たれてしまう",,
さあ、我らも王子の後を追い火垂れ山へ向かおう,,
