old,new,speaker,english,speaker,english,speaker
"あ、隊長聞いてくれ！
この前《大聖堂》で見つけてくれた
《古井戸の地図》を解析して
新たな作戦を立てたんだ",,Sonel,,Sonel,,Sonel
"ここへ来たということは――
もちろんそいつを聞きにきたんだよね？",,Sonel,,Sonel,,Sonel
よしよし、それじゃあ早速説明するよ！,,Sonel,,Sonel,,Sonel
"今使える古井戸の中で
ちょうど《第一の門》の内側に
出られそうなものがあるんだ",,Sonel,,Sonel,,Sonel
"《第二防衛区画》の状況はまだ分からないからね
いきなり敵陣深くに出るのは危険だ",,Sonel,,Sonel,,Sonel
"今回の作戦は、偵察が目的さ
まずは敵の戦力を知りたい",,Sonel,,Sonel,,Sonel
"いつも通り、ボクと隊長の二人で潜入する
準備ができたらいつでも声をかけてくれ！",,Sonel,,Sonel,,Sonel
"もう早く出発したくてウズウズしてたよ
隊長が“相棒”を見つけてくれたからね！",,Sonel,,Sonel,,Sonel
"なんせ城内で杖を振り回すと怒られるから
ずっと我慢していたのさ！",,Sonel,,Sonel,,Sonel
"ついうっかり、“潜入任務”だということを
忘れそうだね！　あっはっは！",,Sonel,,Sonel,,Sonel
さ、早く出発しよう！,,Sonel,,Sonel,,Sonel
出発する,Depart,Sonel,,Sonel,,Sonel
――少し待ってほしい,...I want to wait awhile,Sonel,,Sonel,,Sonel
久々の潜入、気を引き締めて行こう！,,Sonel,,Sonel,,Sonel
"早くしないと、ボク
ここで杖を振り回してしまいそうだよ！",,Sonel,,Sonel,,Sonel
"いよいよここから《第二防衛区画》だね
思ったより警備が手薄だが――
まさか古井戸から現れるとは思ってないか",,Sonel,,Sonel,,Sonel
"ここからではあまり情報を得られないな
まずは、この壁の突き当りまで進もう",,Sonel,,Sonel,,Sonel
"待った――
ここから先は見張りがいる",,Sonel,,Sonel,,Sonel
"かなり広い場所だな――
奥に大きな櫓も見える",,Sonel,,Sonel,,Sonel
"ここから見えるだけでも
そこそこのオークがいるな――
まだまだ戦力は残っているということか――",,Sonel,,Sonel,,Sonel
"見つかると潜入続行は絶望的だし
この中に入るのは不可能と見ていい",,Sonel,,Sonel,,Sonel
"仕方ない――
見張りをやり過ごして、奥に見える
扉を調べるとしよう",,Sonel,,Sonel,,Sonel
隊長、潜入の基本、覚えているかな？,,Sonel,,Sonel,,Sonel
"奴らが十分離れた位置で
背中を向けて立ち止まった時がチャンスだ
すばやく移動してくれ",,Sonel,,Sonel,,Sonel
"隊長が先に渡って
そこからタイミングを見て合図してくれ
そしたらボクもそちらへ移動を開始する",,Sonel,,Sonel,,Sonel
"合図の方法はエモートの＜手招き＞だ
よろしく頼んだよ",,Sonel,,Sonel,,Sonel
"奴らが十分離れた位置で
背中を向けて立ち止まった時がチャンスだ
すばやく移動してくれ",,Sonel,,Sonel,,Sonel
"隊長が先に反対側の旗の下まで行って
そこでタイミングを見て合図してくれ
そしたらボクもそちらへ移動を開始する",,Sonel,,Sonel,,Sonel
"合図の方法はエモートの＜手招き＞だ
よろしく頼んだよ",,Sonel,,Sonel,,Sonel
とりあえず、ここまでは来れたね,,Sonel,,Sonel,,Sonel
"この扉の向こうは――
《隔離兵舎》か
実に期待感のある名前だ",,Sonel,,Sonel,,Sonel
せっかくだ、ここも見学して行こう！,,Sonel,,Sonel,,Sonel
"ちょっと名前が楽しげだったんで
扉の向こうの気配も気にせず入ってしまった",,Sonel,,Sonel,,Sonel
"まぁ、幸い敵の姿はないが――
いったい何だろうか、この空間は",,Sonel,,Sonel,,Sonel
"何か、とんでもないものが
文字通り“隔離”されてる感じを
醸し出しているね、これは",,Sonel,,Sonel,,Sonel
"巨大な武具一式に――檻もあるな
ん？　隊長
ちょっと奥を見てくれ",,Sonel,,Sonel,,Sonel
"これ見よがしに“３つの扉”と
これまたあからさまな“３つのレバー”か――",,Sonel,,Sonel,,Sonel
"おいおい、隊長
変な気は起こさないでくれよ？",,Sonel,,Sonel,,Sonel
"一度、レバー関係で
ちょっとした騒ぎになったの、忘れたのかい？",,Sonel,,Sonel,,Sonel
"ここは素通りできそうなんだから
さっさと奥の扉を抜けるのが
常識人の発想というものだ",,Sonel,,Sonel,,Sonel
"“無事に”ここを抜ける日を迎えられて
ボクはうれしいよ、隊長",,Sonel,,Sonel,,Sonel
"さて――立札を信じると
この先は《大演習場》ということだ",,Sonel,,Sonel,,Sonel
"もしかすると、さっきの広場がそうなのかもしれない
とにかく、先へ進もう",,Sonel,,Sonel,,Sonel
"扉の向こうに気配がないのは
すでに確認済みさ",,Sonel,,Sonel,,Sonel
"ふむふむなるほど――
この櫓はさっき見たやつだな
ちょうどその裏手にあたるらしい",,Sonel,,Sonel,,Sonel
"やはり、思った通りここが《大演習場》で――
ボクらが来た《古井戸》は反対側だ",,Sonel,,Sonel,,Sonel
"櫓の後ろを通れば、もう少し先まで行けそうだな
ボクに付いて来てくれ",,Sonel,,Sonel,,Sonel
"この先に見張りのオークがいる――
その奥に見えるのは
《第一防衛区画》にもあったのと同じ門だ",,Sonel,,Sonel,,Sonel
"おそらく、あの門の向こう側が《第二の門》
この区画の最奥だろう",,Sonel,,Sonel,,Sonel
"敵戦力の中心はおそらくそこだ
なんとかして、状況を確認しておきたいが――",,Sonel,,Sonel,,Sonel
"ん――あそこにあるのは――“攻城塔”か
見張りがいなければ、あれが使えそうだ",,Sonel,,Sonel,,Sonel
"隊長、聞いてくれ
あの奥に見える“攻城塔”――
あそこまで行きたい",,Sonel,,Sonel,,Sonel
"まずは、目の前にいる見張りをやり過ごす
そうだな、そこに見える篝火の近くまで
まずは隊長が進んでくれ",,Sonel,,Sonel,,Sonel
そしたらいつも通り、合図をよろしく頼むよ,,Sonel,,Sonel,,Sonel
"まずは、目の前にいる見張りをやり過ごす
そうだな、そこに見える篝火の近くまで
まずは隊長が進んでくれ",,Sonel,,Sonel,,Sonel
