old,speaker
"ふむ――今日はおまえに頼もう
すでに聞き及んでいるかもしれないが
覚者には重要な仕事がある",Joseph
"各地から届く嘆願に応えて現地へ赴き
問題を処理する仕事だ",Joseph
"内容は廃墟などに棲みついた魔物退治が
一般的だが――",Joseph
"とりあえず、この嘆願を処理してくれ
それほど難しくないだろうから手早くな",Joseph
"ふむ――今日はおまえに頼もう
すでに聞き及んでいるかもしれないが
覚者には重要な仕事がある",Joseph
"各地から届く嘆願に応えて現地へ赴き
問題を処理する仕事だ",Joseph
"内容は廃墟などに棲みついた魔物退治が
一般的だが――",Joseph
"どうだろう――この嘆願を処理してみないか？
魔物退治だが、少々難敵らしい
まあ、おまえなら、なんとかできるだろうよ",Joseph
"ふむ――今日はおまえに頼もう
すでに聞き及んでいるかもしれないが
覚者には重要な仕事がある",Joseph
"各地から届く嘆願に応えて現地へ赴き
問題を処理する仕事だ",Joseph
"内容は廃墟などに棲みついた魔物退治が
一般的だが――
ほう――またこの嘆願か",Joseph
"あまりにも厄介な魔物でな――
これまで何人もの覚者が派遣されたが
皆、最後は逃げるように帰ってくる
どうだ――行ってみるか？　何事も経験だ",Joseph
"ほう――仕事が無事終わったか
ごくろうだったな",Joseph
"しかし、嘆願書は次から次へと舞い込んでくる
気が向いたら、また頼むよ",Joseph
"ほう！　――思ったより早かったな
まだおまえさんには早かったかと思っていたんだ
どうやら見くびっていたようだ",Joseph
"さて、嘆願書は幾らでもあるぞ
気が向いたら、また力を貸してくれ",Joseph
"なんと！　あの魔物を倒したのか！
これは快挙だぞ――素晴らしいことだ
おまえの資質は
レオが見込んだ以上のものかもしれないな",Joseph
"嘆願書はレスタニア全土の民の叫びだ
これからも時間を作って
聞き入れてやってほしい
頼んだぞ",Joseph
"おや――ここで何をしている？
嘆願を聞き入れたからには
ゆっくりしているひまはないぞ？",Joseph
