old,speaker,english,speaker,english,speaker
おお、そこの――聞いてくれ,August,,August,,August
"このあたりは珍しいキノコの産地なのだが
来てみたら、ほれ、魔物がうろついておる",August,,August,,August
"どうだ、貴殿――
わたしの代わりにキノコを集めてくれんか？",August,,August,,August
おお、そこの――聞いてくれ,August,,August,,August
"このあたりは珍しいキノコの産地なのだが
来てみたら、ほれ、魔物がうろついておる",August,,August,,August
"どうだ、貴殿――
わたしの代わりにキノコを集めてくれんか？
貴殿なら、油断さえしなければ大丈夫だろうて",August,,August,,August
おお、そこの――聞いてくれ,August,,August,,August
"このあたりは珍しいキノコの産地なのだが
来てみたら、ほれ、魔物がうろついておる",August,,August,,August
"どうだ、貴殿――
わたしの代わりにキノコを集めてくれんか？",August,,August,,August
"魔物はそうとう手強いようだが
その分、謝礼ははずむぞ？",August,,August,,August
"ほう、これぞまさしく例のキノコ――
ふむ、気に入った！",August,,August,,August
"ほう、これぞまさしく例のキノコ――
その中でも、なかなかの逸品だ
ふむ、気に入った、礼を言うぞ",August,,August,,August
"こ、これはまさしく求めていたキノコ――
しかも、極上の品ではないか！",August,,August,,August
いや、何もかも貴殿のおかげ――礼を言うぞ！,August,,August,,August
"何をしている？
キノコはどうした？",August,,August,,August
