old,new,speaker,english,speaker,english,speaker
"あ、ねぇねぇ！
さっきスニーカーさんがスッと大食堂にやって来てさ
すごいこと頼まれちゃった！",,Carrie,,Carrie,,Carrie
"“幻の食材”の話――
聞きたいよね？",,Carrie,,Carrie,,Carrie
"やっぱり聞きたいよね！
実は――",,Carrie,,Carrie,,Carrie
"前に盗賊だった料理人さんが作ってくれた
絶品の鍋料理があったらしくてさ
スニーカーさんも一度だけ
食べたことがあるみたいなの",,Carrie,,Carrie,,Carrie
"でも、それを作った人はもう
盗賊から足を洗っちゃって
連絡が取れないんだって",,Carrie,,Carrie,,Carrie
"ちゃんとしたレシピもないし
もう作るのは難しそうなんだけど――",,Carrie,,Carrie,,Carrie
"せめてその鍋に入っていた
“フワフワなのに、ワイルドな噛みごたえ”
なお肉の正体を知りたいんだって",,Carrie,,Carrie,,Carrie
"で――
色々調べて檻を仕掛けたのはいいけど
お化けが出そうな気がして怖いから
アタシたちに様子を見てきて欲しいんだって",,Carrie,,Carrie,,Carrie
"こんな話聞いたら、気になっちゃうよね？
準備できたら、すぐにでも出発しようよ！",,Carrie,,Carrie,,Carrie
"アタシはすぐにでも出発できるよ
あなたは――",,Carrie,,Carrie,,Carrie
"うーん、その顔は
どう見ても準備万端だよね？",,Carrie,,Carrie,,Carrie
出発する,Depart,Carrie,,Carrie,,Carrie
――少し待ってほしい,...I want to wait awhile,Carrie,,Carrie,,Carrie
"よし！
“幻の食材”が逃げちゃわないうちに、出発！",,Carrie,,Carrie,,Carrie
"準備万端の顔にして
なるべく早めに来てね！",,Carrie,,Carrie,,Carrie
"ねぇねぇ！
“幻の食材”の正体、何だと思う？",,Carrie,,Carrie,,Carrie
巨大な豚,Giant Pig,Carrie,,Carrie,,Carrie
リザードマン,Saurian,Carrie,,Carrie,,Carrie
"やっぱり、ブタさんだよね！
今まで見たことも食べたこともないくらい
そう、大きくて脂ののった、絶品の――",,Carrie,,Carrie,,Carrie
"うう、考えるだけで
よだれが溢れてきちゃうね",,Carrie,,Carrie,,Carrie
"ほら！
はやく檻の仕掛けられた場所に行こう！",,Carrie,,Carrie,,Carrie
"やめてよね
“アイツ”が美味しいわけないじゃない",,Carrie,,Carrie,,Carrie
"イノシシがこんな人里に近いところにいるのって
なんだか珍しいね",,Carrie,,Carrie,,Carrie
"何ていうか
鬼気迫るものがあったというか",,Carrie,,Carrie,,Carrie
"“野生のざわめき”を感じたような――
“幻の食材”と、何か関係があるのかな？",,Carrie,,Carrie,,Carrie
"とにかく――
檻のある場所、行ってみよっか",,Carrie,,Carrie,,Carrie
"はぁ――はぁ――
な、なに――今の",,Carrie,,Carrie,,Carrie
"こんなすごいの、今まで見たことないよ
これが“幻”かと思った――
目の前がイノシシで埋め尽くされて――",,Carrie,,Carrie,,Carrie
"と、とにかく――何とか生き延びたけど
檻、空っぽだったね――",,Carrie,,Carrie,,Carrie
