old,speaker,english,speaker,english,speaker
ほら、よそ見しない！,Lise,,Lise,,Lise
はやくやっちゃって！,Lise,,Lise,,Lise
こっちにまわさないで！,Lise,,Lise,,Lise
さぁ、大掃除の開始よ！,Lise,,Lise,,Lise
その調子その調子！,Lise,,Lise,,Lise
良い感じ良い感じ！,Lise,,Lise,,Lise
ちょ、ちょっと――頼むわよ！,Lise,,Lise,,Lise
これって大変じゃない！？,Lise,,Lise,,Lise
こんなの聞いてないわよぉ,Lise,,Lise,,Lise
ほらほらお願い頑張って！,Lise,,Lise,,Lise
残念――せっかく調子でてきたのに――,Lise,,Lise,,Lise
覚者の命、全て狩り取ってくれるわ,Mogok,,Mogok,,Mogok
これは楽しめそうだな、褐色の女戦士よ,Mogok,,Mogok,,Mogok
覚者の命は値千金！　奪え！,Mogok,,Mogok,,Mogok
ほう――その細腕でやるな,Mogok,,Mogok,,Mogok
今日はここまでだ,Mogok,,Mogok,,Mogok
おまえの力では俺は倒せぬわ,Mogok,,Mogok,,Mogok
まさか――この――俺が――,Mogok,,Mogok,,Mogok
うがあぁぁぁぁぁぁ――,Mogok,,Mogok,,Mogok
