old,speaker
"戦技の継承をさらなる高みに
解放するには――
この大陸の火竜様の竜力が必要となる",Endale
"だが、この大陸の竜力を
お前が受け入れ得るかどうかだが
それを計るために、試練を受けてもらおう",Endale
"すでに試練の見届け人となる者に
話しは通している
現地に向かい見届け人と合流してくれ",Endale
"それと試練の場所についてだが
エリアランクなど――
ちゃんと解放されている場所かどうかは
確認しておくんだな",Endale
"すでに試練の見届け人となる者に
話しは通している
現地に向かい見届け人と合流してくれ",Endale
"それと試練の場所についてだが
エリアランクなど――
ちゃんと解放されている場所かどうかは
確認しておくんだな",Endale
"よく来たね
あなたがこの大陸の火竜様の竜力を
受けれる器を持ち得るかどうか――
わたしが見届けてあげる",Gillian
じゃ、行こう,Gillian
"見事だ！
お前の纏う、その力の波動――
試練の最中、火竜様の加護を身に帯びたようだな",Endale
"さあ、我が大陸の竜力の加護を持って
お前たちの白竜様の元へ向かうと良い――",Endale
"さあ、我が大陸の竜力の加護を持って
お前たちの白竜様の元へ向かうと良い――",Endale
"よくやった――
我が竜力の新たな高みを解放できたぞ",The White Dragon
"じゃあ始めようか
あなたの全て、見届けてあげる",Gillian
"ほら、あそこ！
最初の試練よ――",Gillian
いい？　次の第二の試練の場所へ向かうよ,Gillian
いた、あそこが第二の試練よ,Gillian
ふう、次でいよいよ最後の試練だね――,Gillian
来た、あそこ――これで最後――,Gillian
"うん、あなたの戦いぶり、全て見届けた――
これなら火竜様の加護を継承できると思う",Gillian
火竜様の加護の力、見せてあげる,Gillian
この力は――火竜様の加護で発揮できている,Gillian
この大陸の存亡は――わたしたちの力にかかっている,Gillian
わたしは――どんな魔物にも負けはしない,Gillian
この大陸の悪は――火竜様の竜力により全て滅する,Gillian
攻防一体となる――燃えさかる炎の輝きを見よ,Gillian
如何なる攻撃も――この炎を断ち切ることはできない,Gillian
何度でも不屈の精神で立ち向かえ！,Gillian
炎の剣戟の切れ味、見せてあげる！,Gillian
滅びよ――火竜様に立てつく魔物め！,Gillian
"あなたなら、火竜様の加護を継承できると思う
<NPC 2800>から許可をもらうといいよ",Gillian
