old,new,speaker,english,speaker,english,speaker
なぁ、相棒――少し時間はあるか？,,Mephis,,Mephis,,Mephis
"明日は、<STG 473>に押し入り
俺たちの手でヤツを縛り上げる――
<NPC 681>と直接対峙する、いわば革命の日だ",,Mephis,,Mephis,,Mephis
"だから、最後の集会を開こうと思ってな
決起会というほどおおげさなものじゃないんだが――",,Mephis,,Mephis,,Mephis
"今回の立役者であるお前が来てくれれば
みんなも喜ぶだろうよ",,Mephis,,Mephis,,Mephis
"ありがとうな――
それじゃ、始めても良いタイミングで教えてくれ",,Mephis,,Mephis,,Mephis
みんな、今か今かと待ち侘びてるぞ,,Mephis,,Mephis,,Mephis
"それじゃ――
始めてもいいか？",,Mephis,,Mephis,,Mephis
はい,Yes,Mephis,,Mephis,,Mephis
いいえ,No,Mephis,,Mephis,,Mephis
そうか――,,Mephis,,Mephis,,Mephis
"急かすつもりはないが
みんなお前を待ち侘びてるぞ",,Mephis,,Mephis,,Mephis
仲間たちとはもう話したのか？,,Mephis,,Mephis,,Mephis
それとも――お開きにするか？,,Mephis,,Mephis,,Mephis
まだ続ける,Continue on,Mephis,,Mephis,,Mephis
会を終了する,,Mephis,,Mephis,,Mephis
"おい、覚者――
お前にはまだちゃんと礼を言っていなかったな",,Mephis,,Mephis,,Mephis
"ここまで、協力してくれてありがとう
正直、初めて会った時お前を助けたのは――
単に解放軍の英雄として利用価値があると
思ったからなんだ",,Mephis,,Mephis,,Mephis
"だが、今は助けてよかったと心から思う
と言っても、お前に助けなんて
必要なかったかもしれんがな",,Mephis,,Mephis,,Mephis
"誰かをこんな風に信じられるのなんて、久しぶりなんだ
――本当に、10年ぶりくらいか
背中を預けられる仲間がいるってのは、良いもんだな",,Mephis,,Mephis,,Mephis
"――ゴホン
ま、とにかく明日は頑張ろうぜ、相棒
ナヴィドの悪事を暴いて――今までの償いをさせるんだ",,Mephis,,Mephis,,Mephis
――なんだ,,Mephis,,Mephis,,Mephis
"俺とばかり話してないで
他の仲間たちと話して来いよ",,Mephis,,Mephis,,Mephis
"これ以上クサい台詞を期待しても無駄だぞ
もう言わないからな――",,Mephis,,Mephis,,Mephis
