old,speaker,english,speaker,english,speaker
覚者よ――,Strange Man,,Strange Man,,Strange Man
"わたしはこの遺跡に隠されたという
秘宝を探している",Strange Man,,Strange Man,,Strange Man
"白竜が天空を舞った時代の
それはそれは貴重なものだ",Strange Man,,Strange Man,,Strange Man
"しかし、魔物どもが手に負えないのだ
どうか、力を貸してくれ
このとおり――たのむ",Strange Man,,Strange Man,,Strange Man
覚者よ――,Strange Man,,Strange Man,,Strange Man
"わたしはこの遺跡に隠されたという
秘宝を探している",Strange Man,,Strange Man,,Strange Man
"白竜が天空を舞った時代の
それはそれは貴重なものだ",Strange Man,,Strange Man,,Strange Man
"しかし、魔物どもが手に負えないのだ
数、強さ――悩ましい限り
どうか、力を貸してくれ",Strange Man,,Strange Man,,Strange Man
覚者よ――,Strange Man,,Strange Man,,Strange Man
"わたしはこの遺跡に隠されたという
秘宝を探している",Strange Man,,Strange Man,,Strange Man
"白竜が天空を舞った時代の
それはそれは貴重なものだ",Strange Man,,Strange Man,,Strange Man
"しかし、魔物どもが手に負えないのだ
この上なく凶悪な種類が集まったと
聞いている",Strange Man,,Strange Man,,Strange Man
"簡単ではないとは思うが――
どうか、力を貸してくれ",Strange Man,,Strange Man,,Strange Man
"ほほう――
うむ――確かにコレだ
これを使えばわたしも――",Strange Man,,Strange Man,,Strange Man
"ほほう――
うむ――確かにコレだ
これを使えばわたしも――",Strange Man,,Strange Man,,Strange Man
"いや、なんでもない
ご苦労だったな",Strange Man,,Strange Man,,Strange Man
"ご苦労だったな
無事で安心したよ",Strange Man,,Strange Man,,Strange Man
さっそくだが――,Strange Man,,Strange Man,,Strange Man
"うむ――確かにコレだ
これを使えばわたしも――",Strange Man,,Strange Man,,Strange Man
"いや、こっちの話だ
さっさとどこかへ行ってくれ",Strange Man,,Strange Man,,Strange Man
どうした？　諦めてもらっては困るぞ,Strange Man,,Strange Man,,Strange Man
