old,speaker,english,speaker,english,speaker
"渾身のチョコレートケーキは用意できたかね？
それでは――満を持して――
今年のハンサムボーイたちを紹介しよう！",Angelo,,Angelo,,Angelo
"各地から呼び寄せた彼らと話をして
だれにプレゼントするかよーく考えてくれ
今年は“本命チョコ”だから一度だけしか渡せないぞ
もちろん一人にだけ、だ！",Angelo,,Angelo,,Angelo
"今年はいろんな所をまわって
評判のいいハンサムボーイをお呼びしてみました！
ふふっ、誰に渡すか決められるかしら？",Shelly,,Shelly,,Shelly
"酒場のテーブルに集まった
各地のハンサムボーイと話をして
だれにプレゼントするか決めるのだ！",Angelo,,Angelo,,Angelo
"全員と話をしたら、心に決めた一人に
《渾身のチョコレートケーキ》を納品するんだ",Angelo,,Angelo,,Angelo
"重ねて言うが、チョコレートケーキを渡せるのは
一人にだけ！　そして一度だけ！
よーく考えて本命男子にプレゼントしてくれ！",Angelo,,Angelo,,Angelo
"誰にプレゼントするか決まったかしら？
私はもちろん、アンジェロにプレゼントするわ
渾身の渾身の渾身の――チョコレートケーキを！",Shelly,,Shelly,,Shelly
"無事に相手を決めてプレゼントできたようだな
うんうん、実に甘酸っぱい！
この甘酸っぱさがバレンタインの醍醐味だ！",Angelo,,Angelo,,Angelo
"さて、今年はだれが真のハンサムボーイか
君も気になるところだと思う
――気にならないわけがないよなッ！？",Angelo,,Angelo,,Angelo
"だが、それは後でのお楽しみということで
ワクワクしながら結果をまとうじゃないか",Angelo,,Angelo,,Angelo
"おっと今年はこれで終わりじゃあないぞ
お次はプリティーガールたちの登場だ！
こっちも準備が必要だから
ちょっと待っててもらおうか",Angelo,,Angelo,,Angelo
"あらっ！　その顔を見ればわかるわ
無事にチョコレートケーキを渡したのね！
今年はだれが真のハンサムボーイになるのか
私も楽しみだわ",Shelly,,Shelly,,Shelly
"ふふ、次はね――
プリティーガールを集めてくる予定なの！
《渾身のチョコレートケーキ》、準備して
おいてちょうだいね！",Shelly,,Shelly,,Shelly
"そこに居る目付きのおかしな男に
懇願されて連れて出されたのだ
貴様の名を出していたゆえ大人しく付いてきたが
――何のために呼ばれたのか、わからん",Adair Donnchadh,,Adair Donnchadh,,Adair Donnchadh
"ふん、戦士ならば贈り物の数より
倒した魔物の数で勝負すべきであろう",Adair Donnchadh,,Adair Donnchadh,,Adair Donnchadh
"だが、どうしてもと言うのならば
他でもない弟子の頼みだ
貰ってやらないこともない",Adair Donnchadh,,Adair Donnchadh,,Adair Donnchadh
"誰が一番かなど、興味はない
だが、貴様の師である以上
他の面子に負けるつもりもない",Adair Donnchadh,,Adair Donnchadh,,Adair Donnchadh
"一体全体何が始まるって言うんだ？
いや、待てよ――あの二人がいるということは
またおかしな祭りだろう
さっさと済ませてもらいたいな",Heinz,,Heinz,,Heinz
"バレンタインなんて浮かれたイベント
騎士団には縁もないと思っていたが
あんたがせっかく作ったんだったら有難く貰うよ
――別に、是非くれと言っているわけでは！",Heinz,,Heinz,,Heinz
"これで他の連中に後れを取ったら
ゲルト騎士団長に――
いや、若い者たちに何て言われるか――",Heinz,,Heinz,,Heinz
"やあ、どうしてもって呼ばれて
久しぶりに森を出てきたけど
なんだか落ち着かないね",Rondejeel,,Rondejeel,,Rondejeel
"バレンタイン？
そんなお祭りがこの地で流行っているのか
ここもなかなか観察しがいのある場所だ
常に変化しているというか",Rondejeel,,Rondejeel,,Rondejeel
"チョコレートケーキ――
とやらにも少し興味があるな
もし君さえよければ僕にくれないかい？",Rondejeel,,Rondejeel,,Rondejeel
"たまには森から出てみるものだね
神殿の人たちがどんなことに興味があるのか
ディナンにいるとなかなか知ることがないから",Rondejeel,,Rondejeel,,Rondejeel
"あの、少しだけと呼ばれて来たものの
僕はいったい何をすればいいのでしょうか？
ジョゼフ神官の招待があったと聞きましたが
何せ知らない場所に知らない人ばかりで――",Nedo,,Nedo,,Nedo
"バレンタイン？
意中の男性にチョコレートをプレゼント？
なるほど、何だか素敵な催し事ですね",Nedo,,Nedo,,Nedo
"ああ――ジョゼフ神官は、僕に
異国の文化を学ばせようとされたのでしょうか",Nedo,,Nedo,,Nedo
"隊長さんは、どなたに贈られるんですか？
――あの、もし僕にいただけるなら
大切に大切に食べます",Nedo,,Nedo,,Nedo
"えっと――なんだか緊張しますね
バレンタインとはこういうイベントなんですね",Nedo,,Nedo,,Nedo
"む、オレに何か作れというわけではないのか？
ここにこうして来るだけでいいとは妙な話だ――",Craig,,Craig,,Craig
"おお、菓子をプレゼントするイベントか
旅をしている時に見かけたことがある
そんな時期になったことにも気づかないとは
クラフトルームにこもりきりは良くないな",Craig,,Craig,,Craig
"誰かの手によって丹精込めて作られたチョコレート
きっと素晴らしい味に違いない
こういうのは“技術”じゃなく“気持ち”で
仕上がりが変わるものだ、覚えておけ",Craig,,Craig,,Craig
"チョコレートケーキも武器も同じ――
丹精込めて作れば、素晴らしい物ができあがる",Craig,,Craig,,Craig
