old,speaker,english,speaker,english,speaker
チェックポイントを通過した！（1/15）,Walt,,Walt,,Walt
チェックポイントを通過した！（2/15）,Walt,,Walt,,Walt
チェックポイントを通過した！（3/15）,Walt,,Walt,,Walt
チェックポイントを通過した！（4/15）,Walt,,Walt,,Walt
チェックポイントを通過した！（5/15）,Walt,,Walt,,Walt
チェックポイントを通過した！（6/15）,Walt,,Walt,,Walt
チェックポイントを通過した！（7/15）,Walt,,Walt,,Walt
チェックポイントを通過した！（8/15）,Walt,,Walt,,Walt
チェックポイントを通過した！（9/15）,Walt,,Walt,,Walt
チェックポイントを通過した！（10/15）,Walt,,Walt,,Walt
チェックポイントを通過した！（11/15）,Walt,,Walt,,Walt
チェックポイントを通過した！（12/15）,Walt,,Walt,,Walt
チェックポイントを通過した！（13/15）,Walt,,Walt,,Walt
チェックポイントを通過した！（14/15）,Walt,,Walt,,Walt
チェックポイントを通過した！（15/15）,Walt,,Walt,,Walt
