old,speaker,english,speaker,english,speaker
"先ほど調査隊の隊士の方から色々と
教えて頂きました",Rolf,,Rolf,,Rolf
"かなり有意義な情報ですが
他言は無用だと――",Rolf,,Rolf,,Rolf
"あ――自分としたことが、言ってしまいましたね
ええ、約束ですから――
ここから先は言えません――",Rolf,,Rolf,,Rolf
"本当は、あなたになら
お教えしてもいいと思っているのですが――
約束は約束ですからね",Rolf,,Rolf,,Rolf
やはり、お話するわけにはいきません,Rolf,,Rolf,,Rolf
"こ、これを受け取ったからには――
言わないといけませんね
他の隊士の方には内緒にしてくださいね",Rolf,,Rolf,,Rolf
"島の中央にある洞窟の奥に
不思議な力をまとった魔物がいるそうです
退治すると、討伐者もその力の恩恵を
得られるのだとか――",Rolf,,Rolf,,Rolf
一度見に行かれてはどうでしょう――,Rolf,,Rolf,,Rolf
"有益な情報に間違いはないですが
洞窟の深部はまだ見ぬ危険に満ちています",Rolf,,Rolf,,Rolf
万全の準備をお忘れなく――,Rolf,,Rolf,,Rolf
"件の魔物はいましたか？
ともあれあなたがご無事で何よりです――
お疲れ様でした",Rolf,,Rolf,,Rolf
