old,speaker,english,speaker,english,speaker
"相談がある
実はな、フィンダムからの使者が来て
族長ガラダからの伝言を置いていった",Joseph,,Joseph,,Joseph
"なんでも、精霊竜セシリーに
目覚めの予兆があるというのだ",Joseph,,Joseph,,Joseph
"白竜が危うい状態が続いており
覚者達の力も下がる一方――
こんな状態でよその竜など構っては
いられない――",Joseph,,Joseph,,Joseph
"そう思い、黙殺していたのだが
白竜の危機に呼応するように
精霊竜が目覚めることに意味があるやもしれず
――そこに気づくべきだったと思い至ってな",Joseph,,Joseph,,Joseph
"動ける者を連れてフィンダムへ
渡ってくれんか？",Joseph,,Joseph,,Joseph
"精霊竜の目覚めに立ち会い
白竜の窮状を訴えてくれ",Joseph,,Joseph,,Joseph
"エリオットは元気そうだったぞ
フィンダムに連れて行ってくれ",Joseph,,Joseph,,Joseph
ミシアル――ミシアル――,The White Dragon,,The White Dragon,,The White Dragon
"ジョゼフ様がやっと考えを変えてくれたよ
僕は最初から進言していたんだ",Klaus,,Klaus,,Klaus
"白竜様が危機的な状況の時に
竜になったセシリーが目覚めるだなんて
偶然だとしたら出来すぎだろう？",Klaus,,Klaus,,Klaus
いや、偶然と考える方がどうかしているよね,Klaus,,Klaus,,Klaus
"吉兆、凶兆、どちらかはわからないけど
セシリーと君たちの結びつきを考えると
良い報せだと、僕は信じるよ",Klaus,,Klaus,,Klaus
"隊長、フィンダムへ行きましょう
黒騎士や悪しき竜が何をしたって
これ以上悪いことにはなりませんよ？",Elliot,,Elliot,,Elliot
"ああ、セシリーが目を覚ますらしいってのに
俺もいつまでも寝てられねえぜ",Gurdolin,,Gurdolin,,Gurdolin
"身体はまだまだだが
――まあなんとかなるだろうよ",Gurdolin,,Gurdolin,,Gurdolin
リズはまだ眠っているよ,Mayleaf,,Mayleaf,,Mayleaf
"色々な薬を試したのだけど
全然効果がなくて――",Pamela,,Pamela,,Pamela
"よく来てくれた――
精霊竜は、芯なる樹から力を授る間
長き眠りにつくならわしなのだが――",Gearóid,,Gearóid,,Gearóid
"驚いたことに
セシリーに目覚めの兆しが現れたのだ",Gearóid,,Gearóid,,Gearóid
"しかし、それっきり状況は変わらない
セシリーはまだ目を閉じたままだ",Gearóid,,Gearóid,,Gearóid
"おそらく、常ならぬ目覚めに必要な
あと少しの竜力が足りないのであろう",Gearóid,,Gearóid,,Gearóid
"フィンダム大陸にいにしえより存在する塔――
その中には長い歳月を経て溜めこまれた
竜力が存在する",Gearóid,,Gearóid,,Gearóid
"アデルドナハの元を訪ね、その竜力の解放に
どうか力を貸してもらえないだろうか",Gearóid,,Gearóid,,Gearóid
"こんなつもりで来てもらったのでは
なかったのだが――",Gearóid,,Gearóid,,Gearóid
"アデルドナハの元を訪ね、その竜力の解放に
どうか力を貸してもらえないだろうか",Gearóid,,Gearóid,,Gearóid
また力を借りることになるとは面目ない,Mordred,,Mordred,,Mordred
"ガラダから話は聞いた
セシリーの目覚めのために
平原の塔の竜力を解放するらしいな",Adair Donnchadh,,Adair Donnchadh,,Adair Donnchadh
"塔の入口は解放されているが
中の様子は分からない
じゅうぶんに気をつけるがいい",Adair Donnchadh,,Adair Donnchadh,,Adair Donnchadh
"塔の入口は解放してある
中に入る時は気をつけてくれ",Blair,,Blair,,Blair
"レスタニアの白竜に大変なことが
起こったと聞いている",Blair,,Blair,,Blair
"そして呼応するようなセシリーの目覚めの兆し
無関係とは思えんな",Blair,,Blair,,Blair
"セシリーの、この目覚め――
フィンダムの未来に禍根を残さぬようにと
祈るしかないな",Adair Donnchadh,,Adair Donnchadh,,Adair Donnchadh
"ふむ――
塔の竜力は解放されたようだな",Gearóid,,Gearóid,,Gearóid
"しかしまだ目覚めないということは
竜力が足りていないのであろう",Gearóid,,Gearóid,,Gearóid
"実はな
そちらで魔赤島と呼ばれている孤島――
かつてフィンダムより切り離されたその地にも
塔は存在するのだ",Gearóid,,Gearóid,,Gearóid
すまぬが、その塔の竜力も解放してほしい,Gearóid,,Gearóid,,Gearóid
"セシリーがこれほど早く、目覚めの兆しを
見せたことには何か特別な理由があるに違いない――",Gearóid,,Gearóid,,Gearóid
