old,speaker,english,speaker,english,speaker
"ああ、覚者さん――
少し頼みたいことがあるんだ",Henry,,Henry,,Henry
"知っているかもしれないが
最近村で体調を崩す者が多くてな",Henry,,Henry,,Henry
"白竜神殿のヴァイスロットから薬を
受け取ってきてくれないか
今のままじゃ足りるか不安でね
頼むよ",Henry,,Henry,,Henry
"ああ、覚者さん――
頼みたいことがあるんだ",Henry,,Henry,,Henry
"知っているかもしれないが
最近村で体調を崩す者が多くてな
思ったより早く薬の在庫がなくなりそうなんだ",Henry,,Henry,,Henry
"白竜神殿のヴァイスロットから薬を
受け取ってきてくれないか
勝手な願いってのは承知だが、急いでほしいんだ
頼むよ",Henry,,Henry,,Henry
"ああ、覚者さん――！
悪いが頼みたいことがあるんだ",Henry,,Henry,,Henry
"知っているかもしれないが
最近村で体調を崩す者が多くてな
もうほとんど薬の在庫がないんだ――",Henry,,Henry,,Henry
"白竜神殿のヴァイスロットから薬を
受け取ってきてくれないか
勝手な願いってのは承知だが
急いでほしいんだ、頼むよ",Henry,,Henry,,Henry
"あんたがヘンリーの代理か
話は聞いている
薬の件だな？",Vicelot,,Vicelot,,Vicelot
"だが間の悪い事に、調合用の素材を
ちょうど切らしていたんだ
少し数が足りない分、調達してきて
くれないか？",Vicelot,,Vicelot,,Vicelot
"持ってきてくれたか
よし、後は任せておけ",Vicelot,,Vicelot,,Vicelot
"――よし、これでいい
急いで持って行ってやれ",Vicelot,,Vicelot,,Vicelot
"頼むぜ
あと少し素材が必要なんだ",Vicelot,,Vicelot,,Vicelot
"揃いさえすれば、後は混ぜるだけ
なんだが――",Vicelot,,Vicelot,,Vicelot
"さぁ、急いで持って行ってやれ
のんびりしてる場合じゃないぞ",Vicelot,,Vicelot,,Vicelot
"おぉ、持ってきてくれたか
これでしばらくはもつだろう",Henry,,Henry,,Henry
助かった、礼を言うよ,Henry,,Henry,,Henry
"おぉ、持ってきてくれたか
待っていたよ
これでしばらくは安心だ",Henry,,Henry,,Henry
急な頼みを聞いてくれて感謝する,Henry,,Henry,,Henry
"おぉ、持ってきてくれたか！
良かった――
これで何とか当分しのげそうだよ",Henry,,Henry,,Henry
"あなたが来てくれなかったらと思うと
とても恐ろしい
本当に感謝する",Henry,,Henry,,Henry
"すまないが、できれば急いで
もらいたいんだ",Henry,,Henry,,Henry
強く言えた立場じゃないんだが――,Henry,,Henry,,Henry
