old,speaker,english,speaker,english,speaker
良いところへ来てくれた,Joseph,,Joseph,,Joseph
"パメラが目を離したスキに
またメイリーフが姿を消したようだ
すまんが、捜してくれないだろうか",Joseph,,Joseph,,Joseph
"誰かと楽しそうに話している姿を
見たという者もいるから
ただそのあたりをうろついてるだけかも
しれんが――",Joseph,,Joseph,,Joseph
"いや、たとえそうだとしても顔を見て安心したい
妙な胸騒ぎがする",Joseph,,Joseph,,Joseph
"警備の騎士団にもこれまで以上に
注意するよう指示していたのだが――",Joseph,,Joseph,,Joseph
"あの子が本気になれば出し抜くのは簡単
さあ、メイリーフを連れ戻してくれ",Joseph,,Joseph,,Joseph
"メイリーフをよろしくお願いしますね
あの子は――特別なのです",Mysial,,Mysial,,Mysial
"イリスを見たような気がしたんだが
知らないか？",Leo,,Leo,,Leo
"そうか――まあいい
会ったら顔を出すように伝えてくれ",Leo,,Leo,,Leo
"メイリーフのことなら世話係のパメラが
何か知っているかもしれないね
家にいるはずだよ",Klaus,,Klaus,,Klaus
"ほら、階段を降りて右手の区画にある
青い旗が掛けてある家さ",Klaus,,Klaus,,Klaus
"ああ、あなたがメイリーフを
捜してくださるのですね",Pamela,,Pamela,,Pamela
"ミスリウの森の《リンウッドの村》へ向かう
メイリーフとすれ違ったという人がいるのです",Pamela,,Pamela,,Pamela
"ひとりではなく、ふたりで楽しそうに
歩いていたということですが――",Pamela,,Pamela,,Pamela
"残念ながら、目撃者は
その同行者の顔を見ていないようです
なんでもフードを目深に被っていたそうで――",Pamela,,Pamela,,Pamela
"そういうわけですから、今、わかっているのは
メイリーフは《リンウッドの村》へ行ったらしい――
それだけなのです",Pamela,,Pamela,,Pamela
"今わかっているのは、メイリーフは
誰かと一緒に《リンウッドの村》へ行ったという
ことだけです",Pamela,,Pamela,,Pamela
覚者様、どうかあの子を連れ戻してください,Pamela,,Pamela,,Pamela
はい、こんにちは,Miranda,,Miranda,,Miranda
"え？　フード付の服を来た人と女の子？
少なくともこの村では見てないね",Miranda,,Miranda,,Miranda
"もちろん、わたしが見ていないからって
来なかったとは限らないけど",Miranda,,Miranda,,Miranda
"こんにちは
どこから来たの？",Ecole,,Ecole,,Ecole
"え？　神殿！？
いいなあ",Ecole,,Ecole,,Ecole
"フード付きの服を来た人と女の子？
ああ！　いいなあ、憧れるなあ
あたしもそんなふうに旅をしたいの",Ecole,,Ecole,,Ecole
"え？　ううん、見てないよ
そんな人たち、ここには来ていないと思う",Ecole,,Ecole,,Ecole
