old,speaker
"なぁ、あんた
あそこにいる人影が見えるかい？",White Knight
"最近、この辺りに住みついたらしい
盗賊か冒険者のなれの果てだろう",White Knight
"村の住人と小競り合いが起きているそうだ
退去を求めたいが、もし敵対されたら――",White Knight
その時の対処は任せたい,White Knight
"なぁ、あんた
あそこにいる人影が見えるかい？",White Knight
"最近、この辺りに住みついたらしい
噂では、戦場を落ちのびた戦士達の
なれの果てだとか",White Knight
"村の住人と小競り合いが起きているそうだ
退去を求めたいが、もし敵対されたら――",White Knight
その時の対処は任せたい,White Knight
"なぁ、あんた
あそこにいる人影が見えるかい？",White Knight
"最近、この辺りに住みついたらしい
噂では、歴戦の勇士と呼ばれた傭兵隊の
なれの果てだとか",White Knight
"村の住人とは小競り合いが頻発していて
既に随分と村人に被害が出てしまっている
退去を求めたいが、もし敵対されたら――",White Knight
その時の対処は任せたい,White Knight
"そうか――
よくやってくれた",White Knight
"面倒事を押しつけてしまったな
感謝するよ",White Knight
"そうか――
よくやってくれた",White Knight
"面倒事を押しつけてしまったな
何があっても身の処し方は常に考えて置かないとな",White Knight
とにかく感謝するよ,White Knight
"そうか――
よくやってくれた",White Knight
"大変な面倒事を押しつけてしまったな
過去の栄光だけでは未来を生きることはできない
ということか",White Knight
とにかく感謝するよ,White Knight
どうだ？　奴らは交渉に応じそうか,White Knight
