old,speaker,english,speaker,english,speaker
おっとっと,Fabio,,Fabio,,Fabio
敵の動きをよく見るんだ――,Fabio,,Fabio,,Fabio
無理するなよ――,Fabio,,Fabio,,Fabio
さーて、どうなることやら,Fabio,,Fabio,,Fabio
怪我はないか？,Fabio,,Fabio,,Fabio
上出来だね,Fabio,,Fabio,,Fabio
なるようにしかならんか,Fabio,,Fabio,,Fabio
ここは覚悟の決め時か――,Fabio,,Fabio,,Fabio
まだおわりって訳じゃぁないだろう？,Fabio,,Fabio,,Fabio
なかなかやるじゃないか,Fabio,,Fabio,,Fabio
よくやった、深追いする必要はない――,Fabio,,Fabio,,Fabio
覚者の命、全て狩り取ってくれるわ,Mogok,,Mogok,,Mogok
覚者の命は値千金！　奪え！,Mogok,,Mogok,,Mogok
今日はここまでだ,Mogok,,Mogok,,Mogok
まさか――この――俺が――,Mogok,,Mogok,,Mogok
