old,speaker
"<AREA 16>フィールドの《<ITEM 15952>》を採取できる採取ポイントの数が増えました
＜晴天＞の間にたくさん採取し、納品しましょう",The White Dragon
"＜晴天＞が終了したため、<AREA 16>フィールドの
《<ITEM 15952>》の採取ポイント数が通常に戻りました
納品し、クエストを終了しましょう",The White Dragon
"白き竜の覚者様――
この度の尽力、心より感謝いたします
未だ全ての浄化にはいたりませんが
村の民も、森も、貴方には多大なる恩を受けました",Arthfael
"そこで、恩返し――という訳ではありませんが
覚者様に有用かと思われる話をお伝えしましょう",Arthfael
"重要な素材である《<ITEM 15952>》が
＜晴天＞時にのみ採取地点数が増加する――
というお話です
ご興味はおありでしょうか",Arthfael
"ご興味がおありでしたら、＜晴天＞時に
この拠点内に共に採取するお仲間を集めてから
再度お声掛けいただけますでしょうか？
その際に、詳しくご説明いたしましょう",Arthfael
"重要な素材である《<ITEM 15952>》が
＜晴天＞時にのみ大量に採取できる――
という話にご興味はおありでしょうか",Arthfael
"詳細なご説明をさせていただきたいので
＜晴天＞時に共に採取に行かれるお仲間を
この拠点に集めていただき
再度お声掛けいただけますでしょうか",Arthfael
"おお、お集まりくださいましたか
ありがとうございます――
それでは、ご説明いたしましょう",Arthfael
"――ご存知のように、自然豊かなモロー樹林には
不思議な生態を持つ植物が多く生息しています
＜晴天＞の時のみ急速成長し、通常より多くの地点から
採取が可能になる《<ITEM 15952>》もその一つ",Arthfael
"＜晴天＞が終われば採取地点数は普段通りに
なってしまいますが――
天候を狙って、採取に向かってみてはいかがでしょう",Arthfael
"また、その際ですが――
十分な量を採取されましたら
＜５＞つほどお分けいただけないでしょうか？",Arthfael
"虫除けの効果があり、汎用性も高いため
我が村にとって非常に価値ある素材なのです
どうぞ、よろしくお願いいたします",Arthfael
"《<ITEM 15952>》がより多くの地点から
採取できるのは＜晴天＞の間のみでございます
それが終われば通常通りに戻ってしまうでしょう",Arthfael
"十分な分量が採取できましたら
＜５＞つほどお分けいただけないでしょうか？
どうぞ、よろしくお願いいたします",Arthfael
"覚者様、お分けいただきありがとうございます
全て懐にしまい込むという手があるにも関わらず
正直に納品してくださった――",Arthfael
"貴方を従える白き竜も
きっとその身のようにさぞ清廉なのでしょうね",Arthfael
"今回の採取で、お手元に残っているものがあれば
どうぞ冒険にお役立てくださいませ
――精霊竜のご加護がありますように",Arthfael
