old,speaker,english,speaker,english,speaker
"覚者だな？
ちょうどいい、頼みたいことがある
ローテスから通報があって来たんだが――
別件で、この場から離れられなくなってな",Wilson,,Wilson,,Wilson
"通報と言っても、大したことじゃない
ブリア海岸に、不審者が流れ着いたらしい",Wilson,,Wilson,,Wilson
"どうも見たことのない格好で、
武装もしているとのことでな
手が空いているようなら、確認してきてほしい",Wilson,,Wilson,,Wilson
"住民の安全を第一に――
万が一危険が及ぶようならば、排除も任せる
白竜に心臓を捧げた覚者なら、お手の物だろう",Wilson,,Wilson,,Wilson
"ブリア海岸に、不審者が流れ着いたという通報があった
どうも見たことのない格好で、武装もしているため
一部の住民が怖がっているそうでな",Wilson,,Wilson,,Wilson
"手が空いているようなら、確認してきてほしい
万が一にも無いとは思うが――
住民に危険が及ぶようなら、排除も任せる",Wilson,,Wilson,,Wilson
"なんと――そんなことが
至急、救護員を派遣させよう",Wilson,,Wilson,,Wilson
"しかし――これは想像以上に大事かもしれんな
サイクロプスに良く似た、巨大生物の話
そして、海を知らない謎の女",Wilson,,Wilson,,Wilson
"此度の協力、感謝する
あとの調査は白衛騎士団で引き受けよう
手間をかけてすまなかったな",Wilson,,Wilson,,Wilson
"しかし、次から次へと奇妙な事件ばかり――
このレスタニアは、一体どうなってしまうんだ？",Wilson,,Wilson,,Wilson
"うぅ――
ここは、一体
お前たちは？",Eluna,,Eluna,,Eluna
"こ、これは――
一体なんなんだ、ここは！？",Eluna,,Eluna,,Eluna
"わたしは――確か、巨人と戦っていたら
川に足を滑らせ落ちてしまった、はず――",Eluna,,Eluna,,Eluna
"レスタニア、だと？
レスタニア区なんて、聞いたことがないが――
それに、こんなでかい川があるところなんて――",Eluna,,Eluna,,Eluna
"――待て
この、足音は、まさか",Eluna,,Eluna,,Eluna
"――巨人だと！？
ここはまだ壁の外なのか！？
わたしはいいから、あんただけでも逃げてくれ
食われるぞ！",Eluna,,Eluna,,Eluna
"ゴホッ、ゴホッ――
あ、あんた――無事か？",Eluna,,Eluna,,Eluna
"そうか
それは、良かっ――
ゲホ、ゴホッ",Eluna,,Eluna,,Eluna
"あぁ
母さん、ごめん――",Eluna,,Eluna,,Eluna
ふう――やったか！？,Eluna,,Eluna,,Eluna
クソ、仲間を呼び寄せやがった！,Eluna,,Eluna,,Eluna
う、嘘だろ――！,Eluna,,Eluna,,Eluna
