old,speaker,english,speaker,english,speaker
"湖に厄介な魔物が住みついたとの
報告があった",White Knight,,White Knight,,White Knight
"討伐に来たのだがこの広さだ
見てのとおり、人員が足りない",White Knight,,White Knight,,White Knight
ぜひ、手を貸してほしい,White Knight,,White Knight,,White Knight
"手柄を立てれば白衛騎士団から
相応のほうびがでるぞ",White Knight,,White Knight,,White Knight
"湖に厄介な魔物が住みついたとの
報告があった",White Knight,,White Knight,,White Knight
"討伐に来たのだがこの広さだ
見てのとおり、人員が足りない",White Knight,,White Knight,,White Knight
ぜひ、手を貸してほしい,White Knight,,White Knight,,White Knight
"手柄を立てれば白衛騎士団から
相応のほうびがでるぞ",White Knight,,White Knight,,White Knight
"もちろん、危険な戦いになるから
引き受けるかどうかは
よく考えて決めてくれ",White Knight,,White Knight,,White Knight
"湖に厄介な魔物が住みついたとの
報告があった",White Knight,,White Knight,,White Knight
"討伐に来たのだがこの広さだ
見てのとおり、人員が足りない",White Knight,,White Knight,,White Knight
ぜひ、手を貸してほしい,White Knight,,White Knight,,White Knight
"手柄を立てれば白衛騎士団から
相応のほうびがでるぞ",White Knight,,White Knight,,White Knight
"正直言って、覚者と言えども
かなりの苦戦が予想される",White Knight,,White Knight,,White Knight
それほどの強敵だ,White Knight,,White Knight,,White Knight
"引き受けるかどうかは
よく考えて決めてくれ",White Knight,,White Knight,,White Knight
"ご苦労
しかし、この湿地帯には
まだまだ魔物が潜んでいるだろう",White Knight,,White Knight,,White Knight
"機会があれば
また力を貸してほしい",White Knight,,White Knight,,White Knight
"ご苦労
我々の想定以上の強敵だったが
よく戦ってくれた",White Knight,,White Knight,,White Knight
"白衛騎士団を代表して
礼を言わせてもらおう",White Knight,,White Knight,,White Knight
ありがとう,White Knight,,White Knight,,White Knight
"さらに――この湿地帯には
まだまだ魔物が潜んでいるはずだ",White Knight,,White Knight,,White Knight
"機会があれば
また力を貸してほしい",White Knight,,White Knight,,White Knight
"ご苦労
率直に言って、これほどの
強敵とは想定外だった",White Knight,,White Knight,,White Knight
"それにも関わらず
貴殿は本当によく戦ってくれた",White Knight,,White Knight,,White Knight
"白衛騎士団を代表して
礼を言わせてもらおう",White Knight,,White Knight,,White Knight
"ありがとう
本当にありがとう",White Knight,,White Knight,,White Knight
"さらに――この湿地帯には
まだまだ魔物が潜んでいるはずだ",White Knight,,White Knight,,White Knight
"機会があれば
また力を貸してほしい",White Knight,,White Knight,,White Knight
"騎士団に手を貸すのがいやでなければ
頼むぞ、覚者よ――",White Knight,,White Knight,,White Knight
