old,speaker,english,speaker,english,speaker
"おい、ちょっとちょっと――
耳澄まして聞いてみ？",Arisen Corps Regimental Soldier,,Arisen Corps Regimental Soldier,,Arisen Corps Regimental Soldier
"地下から聞こえるだろ？
何か――がさがさ物音が――
十中八九、魔物だよな？
もしくは野盗の類か",Arisen Corps Regimental Soldier,,Arisen Corps Regimental Soldier,,Arisen Corps Regimental Soldier
"で、おれはひとっ走り応援を呼んでくるから
あんたは中を調べといてくれ
いいな？　",Arisen Corps Regimental Soldier,,Arisen Corps Regimental Soldier,,Arisen Corps Regimental Soldier
"おい、ちょっとちょっと――
耳澄まして聞いてみ？",Arisen Corps Regimental Soldier,,Arisen Corps Regimental Soldier,,Arisen Corps Regimental Soldier
"地下から聞こえるだろ？
何か――がさがさ物音が――
十中八九、魔物だよな？
もしくは野盗の類か",Arisen Corps Regimental Soldier,,Arisen Corps Regimental Soldier,,Arisen Corps Regimental Soldier
"で、おれはひとっ走り応援を呼んでくるから
あんたは中を調べといてくれ",Arisen Corps Regimental Soldier,,Arisen Corps Regimental Soldier,,Arisen Corps Regimental Soldier
"おれのカンじゃ、たいして強くないだろうが
あんたには荷が重いってこともある
まあ、そのあたりは自己責任でな！",Arisen Corps Regimental Soldier,,Arisen Corps Regimental Soldier,,Arisen Corps Regimental Soldier
"おい、ちょっとちょっと――
耳澄まして聞いてみ？",Arisen Corps Regimental Soldier,,Arisen Corps Regimental Soldier,,Arisen Corps Regimental Soldier
"地下から聞こえるだろ？
何か――がさがさ物音が――
十中八九、魔物だよな？
もしくは野盗の類か",Arisen Corps Regimental Soldier,,Arisen Corps Regimental Soldier,,Arisen Corps Regimental Soldier
"で、おれはひとっ走り応援を呼んでくるから
あんたは中を調べといてくれ",Arisen Corps Regimental Soldier,,Arisen Corps Regimental Soldier,,Arisen Corps Regimental Soldier
"いやいやいや――無茶はするなよ
俺のカンじゃ、すげえ強いのがいるはずだ
唸り声や、なんかいやーな音も聞こえたし――
行くなら覚悟決めてかかってくれよな？",Arisen Corps Regimental Soldier,,Arisen Corps Regimental Soldier,,Arisen Corps Regimental Soldier
"え？　倒しちまったのか？
つまり、その程度の奴ってことか――
チッ――自分でやっときゃ良かったな――",Arisen Corps Regimental Soldier,,Arisen Corps Regimental Soldier,,Arisen Corps Regimental Soldier
"うそ！？　倒しちまったのか？
な、なんだよ、あんたなかなかやるんだな――
あはは――自分で行かなくて良かったぜ",Arisen Corps Regimental Soldier,,Arisen Corps Regimental Soldier,,Arisen Corps Regimental Soldier
"え！？　そんな強いのがいたのかよ！
それなのによく無事で――
ええっ！？　しかも倒しただって！？",Arisen Corps Regimental Soldier,,Arisen Corps Regimental Soldier,,Arisen Corps Regimental Soldier
すげえよ――あんた、すげえよ！,Arisen Corps Regimental Soldier,,Arisen Corps Regimental Soldier,,Arisen Corps Regimental Soldier
"ん？　どうして？
怖じ気づいたのか？
まあ、無理する必要はないけどな",Arisen Corps Regimental Soldier,,Arisen Corps Regimental Soldier,,Arisen Corps Regimental Soldier
