old,speaker,english,speaker,english,speaker
気になることがあるのだが――,Joseph,,Joseph,,Joseph
"ネド王子が竜力の継承者たり得るとして
しかしその場合でも竜にその気がなければ
どうしようもあるまい",Joseph,,Joseph,,Joseph
"悪しき竜が好んで王子に竜力を継承するなど
ありえないことだろう？",Joseph,,Joseph,,Joseph
"何か別の方法があるのか、それとも
フィンダムの時のような結末になるのか――",Joseph,,Joseph,,Joseph
"いやいや、“悪しき竜”は一筋縄では
いかなさそうだ
――うーむ",Joseph,,Joseph,,Joseph
悩ましいのはそれだけではない,Joseph,,Joseph,,Joseph
"“悪しき竜”がおまえたちにアッカーシェランの
状況を見せつける意図は、ひとつしかない
すなわち、警告――いや予告というべきか",Joseph,,Joseph,,Joseph
“悪しき竜”と呼ばれてはいても竜は竜――,Klaus,,Klaus,,Klaus
"そんな気持ちもどこかにあったんだけど
倒しておかないと大変なことになりそうだね",Klaus,,Klaus,,Klaus
"戦局を大きく変える、今がその好機
でも、急いては事をし損じるって言うからね",Gillian,,Gillian,,Gillian
おかえりなさい、隊長さん,Nedo,,Nedo,,Nedo
"突破口だ――突破口を開いて
戦局をひっくり返さねばならん",Meirova,,Meirova,,Meirova
"解放軍はまだまだ小さな組織です
しかし増強にはもっと時間が必要です",Gerhard,,Gerhard,,Gerhard
"となればこの不利を利に変えるような
作戦を立案するしかありませんね",Gerhard,,Gerhard,,Gerhard
ここだけの話――,Quintus,,Quintus,,Quintus
"砦に盗賊の親玉がいるなんてゾッとするな
まあ、ここには盗られる物は何もないから
気にすることはないか",Quintus,,Quintus,,Quintus
"最終的な結論は俺たちの顔色を見て
決める――そんな雰囲気だなこれは",Gurdolin,,Gurdolin,,Gurdolin
"なんだか空気が重いですよね――
どうしちゃったのかな",Elliot,,Elliot,,Elliot
"戦略が決まらないみたいだね
隊長、話を聞いてくる？",Lise,,Lise,,Lise
"あたしはしばらくここにいるよ
お目付役みたいなものさ",Bertha,,Bertha,,Bertha
"王子とメイロワを見張っていないと
どんな無茶をするかわからないからね",Bertha,,Bertha,,Bertha
おぬしたち、頼むぞ,Meirova,,Meirova,,Meirova
"イェルハルド、ジリアンとともに
ロスギル村へ行ってくれ",Meirova,,Meirova,,Meirova
"あたしは王子と一緒にここに残るよ
心配しなさんな
いざとなったら、また一緒に逃げるからさ",Bertha,,Bertha,,Bertha
"みんなが留守の間は、わたしが仕切るよ
オークが右往左往する様子を
ここから見物しながらな",Quintus,,Quintus,,Quintus
"ロスギル村ってのはイェルハルドの村だよな？
さあ、行こうぜ",Gurdolin,,Gurdolin,,Gurdolin
陽動作戦か,Lise,,Lise,,Lise
"レスタニアのオークなら確実にひっかかるけど
こっちのオークはどうかな？",Lise,,Lise,,Lise
"敵の野営地に攻撃を仕掛けて
城詰めのオークを引っ張り出し――",Elliot,,Elliot,,Elliot
"そしたらこっちはサッと退いて――
向こうが帰ったら、また攻めて――",Elliot,,Elliot,,Elliot
オークを翻弄するのは面白そうですね,Elliot,,Elliot,,Elliot
"詳しいことはロスギルで話そう
村で待ってるよ",Gillian,,Gillian,,Gillian
"展望城への侵入には、王家専用の
隠された通路が使えるはずです",Nedo,,Nedo,,Nedo
"残念ながら僕は入り口を知りませんけど
隊長さんが戻るまでには
必ず見つけておきますからね",Nedo,,Nedo,,Nedo
"陽動作戦の狙いは頭に入った？
いま一度、イェルハルドから確認してね",Gillian,,Gillian,,Gillian
"“嘆きの湿原”と呼ばれる湿地帯には
いくつもの敵の砦があります
西の辺境に睨みをきかせているのでしょう",Gerhard,,Gerhard,,Gerhard
"中でも巨大な“ジフール砦”は敵の重要拠点
物資は一度そこに集められてから
他の砦に運ばれるのです",Gerhard,,Gerhard,,Gerhard
"しかし、砦の襲撃は我々の負担も
軽くはありません
そこで、目標を“ジフール砦”周辺の野営地に
限定するのです",Gerhard,,Gerhard,,Gerhard
"敵は物資の供給拠点が襲われると誤解して
おそらく、オークの大軍を派遣してくるはず",Gerhard,,Gerhard,,Gerhard
"この作戦で我々の目的は十二分に
果たせると思います",Gerhard,,Gerhard,,Gerhard
"嘆きの湿原に向かい、ジフール砦の
物資目当てと思わせて野営地を襲うのです",Gerhard,,Gerhard,,Gerhard
強欲なオークどもを慌てさせてやりましょう,Gerhard,,Gerhard,,Gerhard
"まず、嘆きの湿原と展望城の位置関係を
把握しておかないと
もちろんジフール砦の場所も",Gillian,,Gillian,,Gillian
"どこを攻めれば効率良く城のオークを
引っ張り出すことができるか――",Gillian,,Gillian,,Gillian
"やっぱり現地を見て確認しないとね
じゃあ、向こうで会おう",Gillian,,Gillian,,Gillian
"集合場所は地図で確認してほしい
湿原へ続く谷と、展望城が見える丘の上だ",Gillian,,Gillian,,Gillian
"おとり部隊ってのも難しいもんだな
決着をつけちゃいけないんだろ？",Gurdolin,,Gurdolin,,Gurdolin
湿原、行くんだよね,Lise,,Lise,,Lise
"湿原って、いい湿原かな
それとも、虫がブンブン飛んでいる
よくない湿原かな",Lise,,Lise,,Lise
"さあ、行きましょうか
基本的にはイェルハルドの作戦で良いと
思いますけど――",Elliot,,Elliot,,Elliot
"現地を見たら事情が変わっていたなんて
よくあることですからね",Elliot,,Elliot,,Elliot
"ほら、あれが展望城――
それから嘆きの湿原へと続く谷の広がり――
よく見ておいてね",Gillian,,Gillian,,Gillian
"湿原への経路には魔物が多いみたいだから
まず、それを片付けて
こっちの動線を確保した方がいいね",Gillian,,Gillian,,Gillian
"それが終わりしだい、湿原へ突入する
本格的な陽動作戦の開始",Gillian,,Gillian,,Gillian
"この襲撃で砦を落としてやる！
――そんな勢いで派手に暴れてやろうよ",Gillian,,Gillian,,Gillian
まずは湿原へと導く経路の魔物退治,Gillian,,Gillian,,Gillian
"きっと陽動作戦は何度も必要になるから
消耗は最小限に抑えよう",Gillian,,Gillian,,Gillian
"陽動作戦ってのは本来難しいものだが
まあ、相手はオークだ
なんとかなるだろうよ",Gurdolin,,Gurdolin,,Gurdolin
さあ、暴れるよ～！,Lise,,Lise,,Lise
"現地の状況にもよりますけど
ここからは散開して攻めた方が
良さそうですね",Elliot,,Elliot,,Elliot
こちらの人数を多く見せることができます,Elliot,,Elliot,,Elliot
"城への通路が見つかったという連絡は
まだ来ないね",Gillian,,Gillian,,Gillian
今のうち、レスタニアに帰っておいたら？,Gillian,,Gillian,,Gillian
"さあ、どこへ行く？　ロスギル村か
王子のいる砦かそれともレスタニアか",Gurdolin,,Gurdolin,,Gurdolin
"ジリアン、大丈夫かなあ
心配だなあ",Lise,,Lise,,Lise
"作戦にケチをつけるつもりはないけれど
陽動部隊は戦果がわかりにくいですよね",Elliot,,Elliot,,Elliot
"ご苦労でした
あとは我々でつつき回してやりますよ",Gerhard,,Gerhard,,Gerhard
なるほど、陽動と奇襲か,Klaus,,Klaus,,Klaus
"古今東西、効果的な作戦は
同じということだね",Klaus,,Klaus,,Klaus
継承を望まぬ竜から竜力を得る――,The White Dragon,,The White Dragon,,The White Dragon
"いったいどのような秘策が
あるというのか",The White Dragon,,The White Dragon,,The White Dragon
陽動作戦か――,Joseph,,Joseph,,Joseph
"長く続いたオークとの戦争で学んだとおり
奴らは陽動にひっかかり易いが――",Joseph,,Joseph,,Joseph
"騙されたと気づいた時の怒りは凄まじい
陽動部隊が心配だな",Joseph,,Joseph,,Joseph
それにしてもだ――,Joseph,,Joseph,,Joseph
"おまえたちがいなければ
今頃アッカーシェランは完全に悪しき竜と
オークに支配されていたと思わんか",Joseph,,Joseph,,Joseph
"しかしおまえたちがいても事の進みに
少しばかりの遅れが出る程度だと
考えているのだとすればこれは良い機会",Joseph,,Joseph,,Joseph
"白竜の覚者たちの力を見くびるとどうなるか
“悪しき竜”に教えてやらねば！",Joseph,,Joseph,,Joseph
