old,speaker,english,speaker,english,speaker
"アッカーシェランの解放軍とともに
戦う一方で――",Joseph,,Joseph,,Joseph
"やはりおまえたちには黒い鎧の騎士を
気にしてもらわねばならない",Joseph,,Joseph,,Joseph
"我々の知るあの黒騎士か――
それとも、似て非なる敵か――
せめてそれだけでも知りたい",Joseph,,Joseph,,Joseph
"いずれにしても王都メガドに攻め込めば
否応なく対峙することになるのだろう",Joseph,,Joseph,,Joseph
"その鎧の中身、しかと見極めよ
いいな？",Joseph,,Joseph,,Joseph
"あの黒騎士が蘇ったというのであれば――
レオも、もしや――
そう思わずにはいられない",Joseph,,Joseph,,Joseph
"黒騎士のことはもちろん気になるけど
メガドを巡る攻防は戦略の大きな節目",Klaus,,Klaus,,Klaus
この神殿から勝利を祈っているよ,Klaus,,Klaus,,Klaus
"こっちの準備はできているよ
詳しいことはメイロワに聞いておくれ",Bertha,,Bertha,,Bertha
"メガドを落とした黒い騎士の姿を
あれ以来見ていないことが気がかりだが――",Yuri,,Yuri,,Yuri
見てよ、この士気の高さ！,Gillian,,Gillian,,Gillian
"戦闘の前の静けさ――
何度体験しても身が引き締まりますね",Elliot,,Elliot,,Elliot
"どう立ち回ればいいんだ？
まだなら将軍に聞いてこいよ",Gurdolin,,Gurdolin,,Gurdolin
"メガドの敵はオークが中心だけど
結構魔物も入り込んでいるって",Lise,,Lise,,Lise
"ついにこの時が来ました
皆さん、よろしくお願いします",Nedo,,Nedo,,Nedo
"皆集まったな――
では、メガド奪回作戦の概要を話そう",Meirova,,Meirova,,Meirova
"元メガド守護兵を中心とする部隊は
メガド周辺の小塔を襲撃する",Meirova,,Meirova,,Meirova
"もちろんこれは陽動作戦だ
騒ぎを大きくして、可能な限り多くの
オークどもを引きつけてもらう",Meirova,,Meirova,,Meirova
"そしてベルタ率いる盗賊団を加えた本隊は
陽動部隊の動きに呼応して城内へと突入",Meirova,,Meirova,,Meirova
"レスタニアの覚者たちも
城内へと進む戦力の要として加わって頂く",Meirova,,Meirova,,Meirova
"個々の力量、裁量が頼りとなる
決死戦となるだろう",Meirova,,Meirova,,Meirova
"それでは作戦を遂行する
必ずみな生きて再会しよう――",Meirova,,Meirova,,Meirova
もう何も言わぬ,Meirova,,Meirova,,Meirova
"おぬしたちなら、為すべきことを
知っているだろうからな",Meirova,,Meirova,,Meirova
"乱戦になるから同士討ちには
注意してくれよ",Bertha,,Bertha,,Bertha
"北から来ている盗賊連中は
利害が一致して参戦しているだけだ",Bertha,,Bertha,,Bertha
"誤解されるようなことが起これば
お互い不幸になるよ",Bertha,,Bertha,,Bertha
頼りにしているよ、異国の方々,Yuri,,Yuri,,Yuri
メガドに入ったら思う存分暴れてね,Gillian,,Gillian,,Gillian
"何しろ、どれだけの敵が街の中に
潜んでいるのか見当がつかないの",Gillian,,Gillian,,Gillian
"来てます――来てますよ
俺、武者震い来てます！",Elliot,,Elliot,,Elliot
"正体はともかく、まっ黒い鎧で
格好つけてるような奴は
大嫌いだぜ！",Gurdolin,,Gurdolin,,Gurdolin
き、緊張してきた！,Lise,,Lise,,Lise
たったいま伝令が来ました！,Nedo,,Nedo,,Nedo
"メガド居住層への進入路を
確保したとのことです",Nedo,,Nedo,,Nedo
"皆さん、よろしくお願いします！
僕はここでイェルハルドの部隊を迎えます",Nedo,,Nedo,,Nedo
"皆さんはメガド居住層へ！
僕はイェルハルドを待ちます！",Nedo,,Nedo,,Nedo
"この先の水路の中に、メガドへの進入路を
確保した",Sly,,Sly,,Sly
さあ、行ってくれ――俺たちも続く,Sly,,Sly,,Sly
"負ければ何も残らない
これはそういう戦いだ",Sly,,Sly,,Sly
"さあ、あんたが最後だよ
こっから入って、大暴れしてやりな！",Bertha,,Bertha,,Bertha
"ベルタがおまえたちを信頼するその理由――
見せてもらおうか！",Cyril,,Cyril,,Cyril
"隊長、レスタニアから人が来ています
隊長さんを探しています",Nedo,,Nedo,,Nedo
"それから！
メガドで何が起こったんですか！？",Nedo,,Nedo,,Nedo
