old,speaker,english,speaker,english,speaker
"覚者様、この闇の力を帯びた装具について
最後にもうひとつお伝えしたい事があります（仮）",Sonia,,Sonia,,Sonia
"それは、黒竜を討伐するための加護を入手する方法です――
黒竜は非常に強大な力を持っており
竜の加護が無くては討伐は非常に困難だと予想されます（仮）",Sonia,,Sonia,,Sonia
"そこで、私たちは黒竜に効力のある竜の加護について調べ
入手する手段を見つけ出しました――（仮）",Sonia,,Sonia,,Sonia
"詳しい内容については、彼に聞いた方が良いでしょう
覚者様、このクラフトルームにいる《竜スキル合成（仮）》という
人物をお訪ね下さい――
そこで全てを知ることができます（仮）",Sonia,,Sonia,,Sonia
"覚者様、お待ちしておりました――
黒竜に対抗すべく加護の入手方法についてお話します（仮）",Dragon Skill Coalescence,,Dragon Skill Coalescence,,Dragon Skill Coalescence
"その加護の入手方法とは――
全竜の加護をひとつにまとめることです
黒竜とは全ての闇を総べるもの――
その力に対抗するためには全ての竜の力が必要になります（仮）",Dragon Skill Coalescence,,Dragon Skill Coalescence,,Dragon Skill Coalescence
"ゆえに覚者様には、器となる装具と
全ての竜の加護を取り揃えて頂く必要があります
また注ぐ力は大きければ大きいほど
黒竜への効力も強大となります（仮）",Dragon Skill Coalescence,,Dragon Skill Coalescence,,Dragon Skill Coalescence
"険しき道となりますが
必要な時が来たときには
わたくしをお訪ねください（仮）",Dragon Skill Coalescence,,Dragon Skill Coalescence,,Dragon Skill Coalescence
"覚者様、このクラフトルームにいる《竜スキル合成（仮）》という
人物をお訪ね下さい――
そこで全てを知ることができます（仮）",Sonia,,Sonia,,Sonia
"覚者様、この闇の力を帯びた装具について
最後にもうひとつお伝えしたい事があります（仮）",Sonia,,Sonia,,Sonia
