old,speaker,english,speaker,english,speaker
"さあ、準備が整ったのならアッカーシェランへ
飛んでくれ",Joseph,,Joseph,,Joseph
"まずは穏便にエリオットを取り返して
友好的な関係を築くこと",Joseph,,Joseph,,Joseph
"これはフィンダムの一件よりも大ごとだ
本心はどうあれ、情報収集のためには
アッカーシェラン側の協力が不可欠",Joseph,,Joseph,,Joseph
"また向こうでは、何が待ち受けているやも分からん
ポーンも連れて行くと良い",Joseph,,Joseph,,Joseph
"いいな？
目的は状況の把握
なるべく小まめに報告してくれ",Joseph,,Joseph,,Joseph
"エリオットは人質だ
命を奪われるようなことはないと思うが――",Joseph,,Joseph,,Joseph
"また余計なひとことで
事を荒立ててはいないだろうな",Joseph,,Joseph,,Joseph
"交流どころか、存在すら知らなかった大陸と
また繋がりができたわけだ",Klaus,,Klaus,,Klaus
好奇心は刺激されるけど、怖くもなるね,Klaus,,Klaus,,Klaus
エリオットのやつ、どんな顔してやがるかね,Gurdolin,,Gurdolin,,Gurdolin
"エリオット、待ってるよ？
早く行ってあげようよ",Lise,,Lise,,Lise
ほう――戻って来たのか,Quintus,,Quintus,,Quintus
ここから先はジリアンの指示に従え,Quintus,,Quintus,,Quintus
"妙な考えを起こすなよ
仲間に何かあったらおまえたちを
疑うからな",Quintus,,Quintus,,Quintus
"あと先のことを考えると
連中の信頼は勝ち取っておきてえよな",Gurdolin,,Gurdolin,,Gurdolin
"白竜の覚者ここにありってところを
見せつけておかなくちゃ",Lise,,Lise,,Lise
"もちろん信じていましたけど
こうして戻ってきてくれたこと――",Elliot,,Elliot,,Elliot
"本当にうれしいです
想像より、ずっとうれしいです",Elliot,,Elliot,,Elliot
"ここから北へ向かったその先に
敵の、ちょっとした野営地があるの",Gillian,,Gillian,,Gillian
"このあたりを監視するために作られたみたい
そこにね、わたしたちの仲間が捕まっているんだ",Gillian,,Gillian,,Gillian
"近づいて探りを入れたいんだけど
こっちに来るのはひさしぶりだから――",Gillian,,Gillian,,Gillian
"ああ、そうか
あなたたちの紹介もしなくちゃね",Gillian,,Gillian,,Gillian
"エリアマスターのエンデールに会ってきてよ
挨拶して、このあたりの最新情報を
仕入れてきて",Gillian,,Gillian,,Gillian
"もし、気が変わったとか、怖じ気づいたとかなら
今のうちにそう言って",Gillian,,Gillian,,Gillian
"大事な時に逃げ出すくらいなら
最初からいない方がいいから",Gillian,,Gillian,,Gillian
"俺はこの一帯のエリアを仕切っている
エンデールというものだ
この国がどういう状況か、教えてやろう",Endale,,Endale,,Endale
"既に辺り一面、魔軍の手に堕ちている
以前は獣を追って狩人が集まる豊かな山だったが
今や人間が狩られる有様――",Endale,,Endale,,Endale
"情けない話だが――
誰もこの先に希望なぞ見出せん
俺を含め、この国を愛した戦士たち誰もがな",Endale,,Endale,,Endale
"そのうえ、真に忌々しいのは魔軍の戦車――
戦車といっても、４本足のどデカいやつのことだ
そいつのせいで、このエリアは壊滅状態に陥った",Endale,,Endale,,Endale
"これからお前が向かう野営地は
魔軍の支配する拠点のひとつ――
ヤツらの動きには充分、注意するんだな",Endale,,Endale,,Endale
"他に何か知りたいことがあれば、遠慮はするな
このあたりのことならなんでも教えてやろう",Endale,,Endale,,Endale
"なんでも聞いてくれ
質問に答えるのも俺の役目だからな",Endale,,Endale,,Endale
"ジリアンは既に出立した
おまえたちもジリアンの後を追ってくれ",Quintus,,Quintus,,Quintus
おい、とっとと俺たちも行こうぜ,Gurdolin,,Gurdolin,,Gurdolin
"あー、野営地って、敵がうじゃうじゃいそうな
予感がするんだけれど",Lise,,Lise,,Lise
"野営地を探っていた仲間に
何かしらの動きがあったみたいです",Elliot,,Elliot,,Elliot
どうやら怖じ気づきはしなかったみたいね,Gillian,,Gillian,,Gillian
"いい、仲間の工作によって
閉じられた野営地への突入路は確保した",Gillian,,Gillian,,Gillian
"わたしは裏から忍び込むから
あなたたちは仲間と共に正面から切り込んで
派手に暴れてくれない？",Gillian,,Gillian,,Gillian
"わたしが囚われた仲間を見つけ出すあいだ
敵を引きつけてほしいの",Gillian,,Gillian,,Gillian
"それと、魔軍の中には戦甲で身を固めた敵が
いるみたいだから注意して",Gillian,,Gillian,,Gillian
"野営地の中には、必ず囚われた仲間が
いるはずなんだ",Liberation Army Soldier,,Liberation Army Soldier,,Liberation Army Soldier
"はじめて見る顔だな
だが、手を貸してくれるなら歓迎だ",Liberation Army Soldier,,Liberation Army Soldier,,Liberation Army Soldier
