old,speaker,english,speaker,english,speaker
おっと、なんだ、脅かすなよ,Bandit,,Bandit,,Bandit
"どうせオマエもここで
お宝を見つけようって魂胆だろ？",Bandit,,Bandit,,Bandit
"なら――どうだ、俺と組まねえか
ひとまず、中の魔物を一掃してくれりゃいい
任せたぞ",Bandit,,Bandit,,Bandit
おいおい、なんだ、脅かすなよ,Bandit,,Bandit,,Bandit
"どうせオマエもここで
お宝見つけて、ひと稼ぎしてやろうって魂胆だろ？",Bandit,,Bandit,,Bandit
"なら――どうだ、俺と組まねえか
ひとまず、中の魔物を一掃してくれりゃいい",Bandit,,Bandit,,Bandit
"魔物の中にはちょいと凶暴な奴もいるみたいだが
オマエならいけるだろう
任せたぞ",Bandit,,Bandit,,Bandit
おおっと、なんだ、脅かすなよ,Bandit,,Bandit,,Bandit
"どうせオマエもここで
お宝見つけて、ひと財産稼いでやろうって魂胆だろ？",Bandit,,Bandit,,Bandit
"なら――どうだ、俺と組まねえか
ひとまず、中の魔物を一掃してくれりゃいい",Bandit,,Bandit,,Bandit
"魔物の中にはバカみたいに凶暴な奴もいるみたいだが
オマエならいけるよな
任せたぞ",Bandit,,Bandit,,Bandit
おお、やるじゃねえか,Bandit,,Bandit,,Bandit
"これなら、俺たちで組めば随分稼げるぜ
気が向いたら、また声をかけてくれ",Bandit,,Bandit,,Bandit
"おお、やるじゃねえか
すごいな、オマエ",Bandit,,Bandit,,Bandit
"これなら、俺たちで組めば
毎晩、宿を貸し切って
酒盛りできるほど稼げるぜ",Bandit,,Bandit,,Bandit
気が向いたら、また声をかけてくれ,Bandit,,Bandit,,Bandit
"おお、やるじゃねえか
オマエの腕前にはほんと、恐れ入ったよ",Bandit,,Bandit,,Bandit
"これなら、俺たちで組めばそのうちに
豪勢な城がぶっ建つほど稼げるぜ",Bandit,,Bandit,,Bandit
気が向いたら、必ず声をかけてくれよ,Bandit,,Bandit,,Bandit
ほら、さっさとやっちまえよ,Bandit,,Bandit,,Bandit
