old,speaker,english,speaker,english,speaker
気を抜くなよ,Leo,,Leo,,Leo
良い動きだ！,Leo,,Leo,,Leo
落ち着いて仕留めるんだ！,Leo,,Leo,,Leo
さあ！全ての敵を切り倒せ！,Leo,,Leo,,Leo
この調子で駆け抜けるぞ！,Leo,,Leo,,Leo
よくやった、付いてこい！,Leo,,Leo,,Leo
新手の敵だ、突撃するぞ！,Leo,,Leo,,Leo
来たぞ、集中しろ！,Leo,,Leo,,Leo
ほう――大将のお出ましだ,Leo,,Leo,,Leo
こいつは手強いな,Leo,,Leo,,Leo
逃げ足の速い奴だ,Leo,,Leo,,Leo
おっとっと,Fabio,,Fabio,,Fabio
敵の動きをよく見るんだ――,Fabio,,Fabio,,Fabio
無理するなよ――,Fabio,,Fabio,,Fabio
さーて、どうなることやら,Fabio,,Fabio,,Fabio
怪我はないか？,Fabio,,Fabio,,Fabio
上出来だね,Fabio,,Fabio,,Fabio
なるようにしかならんか,Fabio,,Fabio,,Fabio
ここは覚悟の決め時か――,Fabio,,Fabio,,Fabio
まだおわりって訳じゃぁないだろう？,Fabio,,Fabio,,Fabio
なかなかやるじゃないか,Fabio,,Fabio,,Fabio
よくやった、深追いする必要はない――,Fabio,,Fabio,,Fabio
覚者の命、全て狩り取ってくれるわ,Mogok,,Mogok,,Mogok
会いに来てやったぞ、金色の戦士よ,Mogok,,Mogok,,Mogok
覚者の命は値千金！　奪え！,Mogok,,Mogok,,Mogok
楽しませてくれる,Mogok,,Mogok,,Mogok
今日はここまでだ,Mogok,,Mogok,,Mogok
次を心待ちにしているぞ,Mogok,,Mogok,,Mogok
まさか――この――俺が――,Mogok,,Mogok,,Mogok
存分に楽しませてもらったぞ――,Mogok,,Mogok,,Mogok
