old,speaker,english,speaker,english,speaker
"さて、異なる竜に仕える方
この<NPC 2753>に何かご用でも？",Berenas,,Berenas,,Berenas
"ときに――近頃何かと騒がしい気がしますな
そう、ちょうどあなた方が現れた少し後頃からです
我々はめったに塔外へ出ないものですから
外の事には疎いのです――一体何が？",Berenas,,Berenas,,Berenas
"《<STG 829>》が解放された――と？
しかも――なんと！
蝕まれ病んだ魔物と
日々戦っている、ですと！？",Berenas,,Berenas,,Berenas
"異なる竜に仕える方――
この塔を拠点として使用される件について
考え直させていただきたいのですがね",Berenas,,Berenas,,Berenas
"傷付いた貴方が病を持ち込まないと
なぜ言いきれるのです？
塔の中で病が蔓延すれば
この塔は終わりなのですぞ",Berenas,,Berenas,,Berenas
"もし――それでも信じろとおっしゃるのならば
《<STG 829>》の魔物を
一度も倒れることなく討伐せしめるがよいでしょう
傷付き、病を持ち込むことはないと証を示すのです",Berenas,,Berenas,,Berenas
"この塔を拠点として使用し続けたいのならば
《<STG 829>》の魔物を
一度も倒れることなく討伐し
病を持ち込む事は無いと証を示すのです",Berenas,,Berenas,,Berenas
"薄情と思われるかもしれませぬが――
我々には、この塔を守る使命があるのです
外の全ての敵から、この塔を守る使命が――",Berenas,,Berenas,,Berenas
パーティメンバーが死亡状態になりました,Archibald,,Archibald,,Archibald
依頼者からの報酬が下がります,Archibald,,Archibald,,Archibald
"なに――？
本当に一度も膝をつく事なく
あの大騒音を出す魔物を討伐したと――
そうおっしゃるのですか？",Berenas,,Berenas,,Berenas
"なんと――本当に証を示されるとは
これはこれは、認めぬ訳にはいかないようですな
引き続き、塔内の施設利用を許可いたしましょう",Berenas,,Berenas,,Berenas
"万一、それでも病などが伝染ることがあれば――
罹った者のみ、塔外へ出すことにいたしましょう
塔さえ守られれば、多少の犠牲はやむを得ません
なに、慣習の一環ですので――お気になさらず",Berenas,,Berenas,,Berenas
"失敗したと申されるのですね――
しかし、騒音の原因は排除したと
――ふむ",Berenas,,Berenas,,Berenas
"――迅速に、他地域の拠点で
その傷付いた体を清められることですな
さすれば、この場はキアラン殿の顔を立て
引き続きの塔内施設利用を許可いたします",Berenas,,Berenas,,Berenas
"しかし――万が一、塔内に件の病が
蔓延するようなことになれば――
覚者さまの身の処遇はこちらにお任せいただきます",Berenas,,Berenas,,Berenas
"我々はキンガルの大地がどうなろうが
この塔を守ることが唯一にして絶対の使命――
覚者様が傷だらけの身で荒野に放り出されようとも
致し方ありますまい",Berenas,,Berenas,,Berenas
