old,speaker,english,speaker,english,speaker
"なんてー山道だ
アンタは平気なのかい、なかなかやるね",Soldier,,Soldier,,Soldier
"ならどうだい
俺の変わりに山頂まで行ってくれないか",Soldier,,Soldier,,Soldier
"てっぺんにある堂の周りに
最近魔物が出没するらしいんだ
お山のグリフィンだけでも厄介なのになぁ",Soldier,,Soldier,,Soldier
依頼金はアンタに譲るからよろしく頼むよ,Soldier,,Soldier,,Soldier
"なんてー険しい山道だ
アンタは平気なのかい、なかなかやるね",Soldier,,Soldier,,Soldier
"ならどうだい
俺の変わりに山頂まで行ってくれないか",Soldier,,Soldier,,Soldier
"てっぺんにある堂の周りに
最近魔物が出没するらしいんだ
お山のグリフィンだけでも厄介なのになぁ",Soldier,,Soldier,,Soldier
"このあたりの噂じゃその魔物は
それなりに厄介な奴らしい――
お堂参りに来た何人かの旅人が
そいつに殺られちまったって話だ",Soldier,,Soldier,,Soldier
依頼金はアンタに譲るからよろしく頼むよ,Soldier,,Soldier,,Soldier
"なんてー険しい山道だ
アンタは平気なのかい、なかなかやるね",Soldier,,Soldier,,Soldier
"ならどうだい
俺の変わりに山頂まで行ってくれないか",Soldier,,Soldier,,Soldier
"てっぺんにある堂の周りに
最近魔物が出没するらしいんだ
お山のグリフィンだけでも厄介なのになぁ",Soldier,,Soldier,,Soldier
"このあたりの噂じゃその魔物はかなり厄介なうえ
数もはっきりしないらしい",Soldier,,Soldier,,Soldier
"俺はそいつに友達を殺られちまった村人から
腕を買われてやってきたんだが
魔物のまえに坂にやられてこの様だ",Soldier,,Soldier,,Soldier
依頼金はアンタに譲るからよろしく頼むよ,Soldier,,Soldier,,Soldier
"そうか、やったか！
やるなアンタ――
タフなだけじゃなく腕も立つとはね",Soldier,,Soldier,,Soldier
俺も足腰から鍛えなおしてみるか――,Soldier,,Soldier,,Soldier
"そうか、やったか！
アンタ凄いな――
タフなだけじゃなく腕前も相当ときたもんだ！",Soldier,,Soldier,,Soldier
"ありがとうよ
やっぱり覚者には敵わねぇか",Soldier,,Soldier,,Soldier
"そうか、やったか！
アンタ凄いな――
タフなだけじゃなく腕前も相当ときたもんだ！",Soldier,,Soldier,,Soldier
"ありがとうよ
これで俺の肩の荷もおりてホッとしたよ
そしてもう――キツイ山道は勘弁だ",Soldier,,Soldier,,Soldier
タフなだけじゃ無理だったか？,Soldier,,Soldier,,Soldier
"諦めるんなら山をおりな
息さえ整えば俺がアッサリ倒してやるよ",Soldier,,Soldier,,Soldier
