old,speaker,english,speaker,english,speaker
"うふふ、今回もこの季節が巡ってきたわね！
そう、なかなか伝えられないアツい想いを
寒空の下で伝える“バレンタイン”！",Shelly,,Shelly,,Shelly
"気持ちのこもったプレゼント
――いいえ、それはもはや“愛”
そのものといっていいわね
とにかく、気になる人に“愛”をぶつける季節よ！",Shelly,,Shelly,,Shelly
"さて、説明している時間も惜しいわよね！
まずはプレゼントを準備するための
《もこもこ毛糸》を見つけてきて！",Shelly,,Shelly,,Shelly
"冬の寒さをしのぐために
魔物が持っていると思うのよね
――それじゃあ、早速お願いするわよ！",Shelly,,Shelly,,Shelly
"やっ、今年もやってきたぞ！
シェリーちゃんはこのお祭りに
特別気合を入れているからね",Angelo,,Angelo,,Angelo
"気になるあの人へのプレゼントを準備しましょう！
まずは《もこもこ毛糸》をたくさん集めてほしいの
冬の寒さをしのぐために、魔物が持っていると
思うのよね",Shelly,,Shelly,,Shelly
"シェリーちゃんがくれるチョコレートは
毎年サイコーにデリシャスなのだ！
フフン、食べたことのない君にはわかるまい！",Angelo,,Angelo,,Angelo
"残念なのはだね、食べると無くなってしまう点だ
しかし、食べないとその味を楽しめない――
だからといって食べると無くなり――",Angelo,,Angelo,,Angelo
"うううん、悩ましい問題だ
永遠に解決しそうにないぞ",Angelo,,Angelo,,Angelo
"ううっ、どうしてチョコレートは――
食べると無くなってしまうんだ――",Angelo,,Angelo,,Angelo
"それそれ！
魔物たちには悪いけど、これをたくさん集めて
プレゼントを作りましょう",Shelly,,Shelly,,Shelly
"肝心のプレゼントなんだけど
今年は《手編みのニット》なんてどうかしら？",Shelly,,Shelly,,Shelly
"うふふ、いつもと同じじゃつまらないし
甘いモノが苦手な人もいるじゃない？
ね、いい案でしょう",Shelly,,Shelly,,Shelly
"さあ、それじゃあいつものように
鑑定交換できないか
グレゴリーおじさんに相談、よろしくね！",Shelly,,Shelly,,Shelly
"――ねぇねぇ、交換したら私にも見せてね！
渡す前に、こっそり見せ合いっこしましょうよ！",Shelly,,Shelly,,Shelly
"早い所グレゴリーおじさんのところで
鑑定交換をしてもらえるように
相談してきてちょうだい！
ワクワクが抑えきれないわ！",Shelly,,Shelly,,Shelly
"――ねぇねぇ、交換したら私にも見せてね！
渡す前に、こっそり見せ合いっこしましょうよ！",Shelly,,Shelly,,Shelly
"おや、今年もあの二人のお祭りごとで？
覚者様も物好きですねえ
いえいえ、もちろんお引き受けしますよ",Gregory,,Gregory,,Gregory
"では、この《もこもこ毛糸》を
《手編みのニット》に交換できるよう
手配すればよろしいのですね",Gregory,,Gregory,,Gregory
"いえいえ、お安いご用ですよ
へっへへ――
交換に適う品物を用意していただけるのであれば
いつでもお請けいたしますとも",Gregory,,Gregory,,Gregory
"《もこもこ毛糸》を
《手編みのニット》に交換できるよう
手配しておきますよ",Gregory,,Gregory,,Gregory
"十分な量が集まったら
いつでも交換いたしますとも",Gregory,,Gregory,,Gregory
"さて、今年は誰が一番になるのやら
え？　そんなの気にしてない？
またまたご冗談を――皆さんそれこそが
気になっていらっしゃるんじゃないですか？",Gregory,,Gregory,,Gregory
"きゃー、素敵じゃない！
とってもイイわ！
こんなプレゼントをもらったら
きっと誰だって嬉しくなっちゃうわよ",Shelly,,Shelly,,Shelly
"それじゃあ、いよいよプレゼントを
渡しに行かなくっちゃね
――え、誰にあげるかですって？",Shelly,,Shelly,,Shelly
"あわてない、あわてない
今から呼んでくるから、少しだけ待ってて！",Shelly,,Shelly,,Shelly
