old,speaker,english,speaker,english,speaker
"まいったぞ
神殿に集う俺たちがこんなにバラバラでは
遠からず混乱が下にも伝わるぞ？",Heinz,,Heinz,,Heinz
"そっちのレオはメルゴダの深淵で別れて
行方不明なんだよな？",Heinz,,Heinz,,Heinz
"うちのゲルト団長は
レオの真意を問い質すと言い残して
飛び出してしまった",Heinz,,Heinz,,Heinz
"行き先は第三のアーク
レオの目的地はそこらしい",Heinz,,Heinz,,Heinz
"わけを知りたけりゃ
クラウスに訊いてみるんだな",Heinz,,Heinz,,Heinz
"新しいアークは西の海上だ
もし行くなら、港で船を調達するといい
覚者用の船が残っていたはずだ",Heinz,,Heinz,,Heinz
"第三のアークは西の海上に落ちた
この神殿の港から船を出してもらうといい",Heinz,,Heinz,,Heinz
では、俺は先に行かせてもらうぞ,Heinz,,Heinz,,Heinz
"レオが命の器を持ったまま
姿を消してしまった――",Klaus,,Klaus,,Klaus
"驚いたけど、実は――
レオと僕は同じことを考えていると思う",Klaus,,Klaus,,Klaus
"断言してもいいけど、白竜様の他に
器の命を捧げる場所は
第三のアーク以外にはない",Klaus,,Klaus,,Klaus
"お願いだ
君も行って、レオの力になってあげてほしい
アークを起動して“ゲート”を開くんだ！",Klaus,,Klaus,,Klaus
え？　ゲルト騎士団長が行ってる？,Klaus,,Klaus,,Klaus
"たぶん、ジョゼフ様と僕の言い争いを
聞いていたんだな
まいったな――",Klaus,,Klaus,,Klaus
"騎士団長は
ミシアルを連れていかれた失態と不名誉を
挽回しようと躍起になっているからな",Klaus,,Klaus,,Klaus
"何をしている
急ぎレオを見つけ出して
命の器を取り返すんだ",Joseph,,Joseph,,Joseph
"アークの起動など
怪物ズールの目的を引き継ぐということだ
そんなことが許されるものか！",Joseph,,Joseph,,Joseph
"とは言え、レオは古いなじみ――信頼する友だ
争いは望まん",Joseph,,Joseph,,Joseph
"対応に苦労するのは承知で乞うしかないが
レオと命の器を――頼む
このとおりだ",Joseph,,Joseph,,Joseph
"ミシアル様がもういないなんて――
いつも白竜様のそばで微笑んでいるのが
当たり前だったから――",Mayleaf,,Mayleaf,,Mayleaf
"その姿がないなんて、とても、変
まるで別の世界みたい",Mayleaf,,Mayleaf,,Mayleaf
