old,speaker
"タラスクの件でのあんたの勇猛さには
全く恐れ入ったよ――
うちの戦士たちも、あんたに負けたくない一心で
いつになく鍛練に励んでるよ",Razanailt
"だけど、全て丸く収まったとも言えなくてね
――ほら、聖域が浄化されただろう？
それで魔物たちが、聖域に殺到してるのさ
あぶれた魔物が旅人を襲ったりしているんだよ",Razanailt
"最近はタラスクのせいで
村の外とのやり取りができなかったから
これ以上交易を滞らせたくなくてね",Razanailt
"あんたが――もしまだダナのために働いてもいいと
言うなら、そいつらを退治してきてほしいんだ
《<SPOT 880>》の奥にいるらしい
やつらの親玉もろともね",Razanailt
"それさえ終われば、きっと全てが元通りのはずさ
大仕事になるだろうけど、やってくれるかい？",Razanailt
"聖域が浄化されたせいか
魔物たちが聖域に殺到してるみたいでね
あぶれた魔物が旅人を襲ったりしてるんだよ",Razanailt
"あんたが――もしまだダナのために働いてもいいと
言うなら、そいつらを退治してきてほしいんだ
《<SPOT 880>》の奥にいるらしい
やつらの親玉もろともね",Razanailt
"聖域が浄化されたのは良いことだけど
どこも似たような問題を抱えてるみたい
――うん、今が踏ん張り時ってことだね！
覚者さんも、もう少しだけ付き合っとくれよ！",Razanailt
"ああ、やってきてくれたんだね！
いつも悪いね、本当に感謝するよ",Razanailt
"さて――これで、ダナも完璧にとは言わないけど
いつも通りに戻ったわけだね
どう？　最近はあんたもダナにいて
居心地の悪さなんて感じないだろう？",Razanailt
"もうあんたのことを認めない輩は
村の中で誰一人いない――
あんたが認めさせたのさ、その腕で！
ダナのこと、第二の故郷と思っていいからね！",Razanailt
