old,speaker,english,speaker,english,speaker
竜は理から生まれた――,Black Dragon,,Black Dragon,,Black Dragon
竜は理の守護者――,Black Dragon,,Black Dragon,,Black Dragon
わたしは知ったのだ――,Black Dragon,,Black Dragon,,Black Dragon
理はわたしを縛りつける――,Black Dragon,,Black Dragon,,Black Dragon
理はこの狭き世界にわたしを閉じ込める,Black Dragon,,Black Dragon,,Black Dragon
理の外とは如何なるものか――,Black Dragon,,Black Dragon,,Black Dragon
わたしはその理の外を見たい――,Black Dragon,,Black Dragon,,Black Dragon
理の壁を壊してやろう,Black Dragon,,Black Dragon,,Black Dragon
もはや何人もわたしを止めることは出来ぬ,Black Dragon,,Black Dragon,,Black Dragon
この世界を壊して穴をあけるのだ――,Black Dragon,,Black Dragon,,Black Dragon
もうすぐ終わる――,Black Dragon,,Black Dragon,,Black Dragon
おまえたちを倒し――,Black Dragon,,Black Dragon,,Black Dragon
わたしは理の外を見よう――,Black Dragon,,Black Dragon,,Black Dragon
