old,speaker
"あぁ、覚者じゃないか
少し手を借りたい案件があってだな
――極めて個人的な依頼になるのだが",Wilson
"魔物が時折“ふしぎなアイテム”を持っていると
レスタニアの各地から報告があがっている件だ
俺は調査のためにそこらにいるゴブリンなんかを
倒して、そのアイテムを手に入れようとした
――そこをだ",Wilson
"後ろから――野盗に襲われてアイテムを
奪われてしまったんだ――",Wilson
"面目ないが、俺の代わりにそのアイテムを
取り返して、グレゴリーに見せてきてくれないか
そこまでが俺に任された任務だったんだ
――頼んだぞ",Wilson
"俺を襲った野盗――やつらには見覚えがある
テル村近くの《廃屋の地下室》に
居座ってるやつらさ",Wilson
"あのアイテムを野盗が何に使うつもりかは
全く分からんが――やつらはアレが何なのか
分かっているというのか――？",Wilson
"取り返してきてくれたのか！
例のアイテムは？　ちょっと見せてくれないか？
実は、俺も実物は見ていなく――",Wilson
なんだこれは――顔？　か？,Wilson
"とても不思議な物体だな
これを各地の魔物が持っている意味も
あの野盗が欲しがる意味も全く見当がつかないが",Wilson
"お前も、コレが一体何なのか気になるって顔だな
これはそのままお前にやろう",Wilson
"グレゴリーにコレを見せれば
鑑定して何かと交換してくれるだろう
同時に、俺の任務も無事達成ということになる
それじゃあ、よろしくな！",Wilson
"後はこのアイテムをグレゴリーに
見せておいてくれ",Wilson
"――もし失くしてしまった場合は
また魔物を討伐してアイテムを入手してくれ
くれぐれも、グレゴリーに見せるのを忘れないようにな！",Wilson
"これはこれは覚者さん
――へっへへ、“あの件”なら
もうわたしの耳にも入っていますとも",Gregory
"ウィルソンさんに代わって珍しい物を
手に入れたとか――
さっそく拝見いたしましょう",Gregory
"これは――ほう――
わたしが今までに見てきた品の中でも
極めて珍しい部類に入りますな",Gregory
"この《ベヘリット》と呼ばれる品――
各地で手に入るとあっては、全覚者さんの協力のもと
今のうちに集められるだけ集めておきたいですね",Gregory
"覚者さん、一つわたしからも
依頼を受けていただけませんかな？
この白竜神殿内で「鷹の団」という言葉を
つぶやいてきていただくという、簡単な依頼です",Gregory
"大声でなくとも構いません＜Say＞で十分でございます
もちろん、お礼として
珍しい品物をご用意いたしますよ",Gregory
"白竜神殿内で「鷹の団」という言葉を
＜Say＞で呟いてきていただけませんかな？
もちろん、お礼として
珍しい品物をご用意いたしますよ",Gregory
"ご協力ありがとうございました
――これでわたしの元に
世界中のベヘリットが――へっへへ",Gregory
"あぁ、お礼の品ですね
こちらをお渡ししておきましょう
ぜひ、自室で楽しんでください",Gregory
"ええ、ええ――
引き続き、この《ベヘリット》を集めていただければ
さらに価値のある品物とも交換いたしますとも！",Gregory
