old,speaker,english,speaker,english,speaker
"ちょっとお願いがあるんだけど
聞くだけ聞く？",Klaus,,Klaus,,Klaus
"実は半ば趣味なんだけど読めないくらい
ボロい資料や、今じゃ使い方も
わからないような道具とかを集めていてさ",Klaus,,Klaus,,Klaus
"最近も近くの遺跡で見つかったらしいんだけど
忙しくて取りにいけないんだ
代わりに行ってくれないかな？",Klaus,,Klaus,,Klaus
"頼む――このとおり！
気になって仕事が手につかないんだ
宝箱に入ってるから、それをヒョイって
持ってきてくれればいいんだ",Klaus,,Klaus,,Klaus
"ちょっとお願いがあるんだけど
聞くだけ聞く？",Klaus,,Klaus,,Klaus
"実は半ば趣味なんだけど読めないくらい
ボロい資料や、今じゃ使い方も
わからないような道具とかを集めていてさ",Klaus,,Klaus,,Klaus
"最近も近くの遺跡で見つかったらしいんだけど
忙しくて取りにいけないんだ
代わりに行ってくれないかな？",Klaus,,Klaus,,Klaus
"頼む――このとおり！
気になって仕事が手につかないんだ",Klaus,,Klaus,,Klaus
"男が物々交換を持ちかけてくるはずだから
言うことをきいてやってほしい
面倒くさくてごめんよ",Klaus,,Klaus,,Klaus
"ちょっとお願いがあるんだけど
聞くだけ聞く？",Klaus,,Klaus,,Klaus
"実は半ば趣味なんだけど読めないくらい
ボロい資料や、今じゃ使い方も
わからないような道具とかを集めていてさ",Klaus,,Klaus,,Klaus
"最近も近くの遺跡で見つかったらしいんだけど
忙しくて取りにいけないんだ
代わりに行ってくれないかな？",Klaus,,Klaus,,Klaus
"頼む――このとおり！
気になって仕事が手につかないんだ",Klaus,,Klaus,,Klaus
"お宝は魔物が体内に取り込んでいるらしいから
そいつを倒せば手に入るはず
魔物退治は喜ばれるし一石二鳥だね！",Klaus,,Klaus,,Klaus
"ふん、クラウスの使いか
奴も偉くなったもんだな",Bandit,,Bandit,,Bandit
"このお宝を手に入れるために
随分と苦労したんだ――
どうしてもというなら、礼を先払いしてもらいたいね",Bandit,,Bandit,,Bandit
"ほう、本当に持ってくるとはな
ってことはこのお宝は本物のお宝かよ
そういうことなら、これは渡せないな――",Bandit,,Bandit,,Bandit
"って冗談だって！
ほら、持っていけ――クラウスによろしくな",Bandit,,Bandit,,Bandit
"へえ――掘り出し物ってこれだったのか！
うーん、調べがいがあるよ
ありがとう、また頼むね",Klaus,,Klaus,,Klaus
"ふーん、これかあ！
確かにこれは素晴らしい――
こんなに完全な形で出るのは珍しいんだ",Klaus,,Klaus,,Klaus
"うん、ありがとう
また頼むよ",Klaus,,Klaus,,Klaus
"うわ！　これ！？
これは本当に珍しくて凄いものだよ！
手に入れるのは大変だったろう？",Klaus,,Klaus,,Klaus
"君は本当に頼りになるね
これからも、ここぞって時は君に頼ませてよ
もちろんお礼はするからね",Klaus,,Klaus,,Klaus
"忙しい時は断ってもらった方が
僕も気が楽だな",Klaus,,Klaus,,Klaus
