old,speaker,english,speaker,english,speaker
"あぁ、覚者様――
どうか聞いてください",Peddler,,Peddler,,Peddler
"この水路へ素材調査に向かった仲間たちが
戻って来ないのです――",Peddler,,Peddler,,Peddler
"お願いします
わたしの代わりに彼らの安否を――",Peddler,,Peddler,,Peddler
"あぁ、覚者様――
どうか聞いてください",Peddler,,Peddler,,Peddler
"この水路へ素材調査に入った仲間たちが
戻って来ないのです――",Peddler,,Peddler,,Peddler
"おそらく魔物か何かが
潜んでいるのだと――",Peddler,,Peddler,,Peddler
"お願いします
わたしの代わりに彼らの安否を――",Peddler,,Peddler,,Peddler
"あぁ、覚者様――
哀れな行商人の頼みを
どうかお聞き届けください",Peddler,,Peddler,,Peddler
"この水路に仲間たちが入ったのですが
恐ろしい悲鳴が聞こえたあと
どんなに待っても戻って来ません",Peddler,,Peddler,,Peddler
"魔物対策は十全だったはずですが
想像を絶する強さの魔物が
潜んでいたのかもしれません――",Peddler,,Peddler,,Peddler
"お願いします
わたしの代わりに彼らの安否を
確認していただけませんか？",Peddler,,Peddler,,Peddler
"そうですか――彼らはすでに――
嗚呼――これは遺品ですね？
はい――確かに受け取りました",Peddler,,Peddler,,Peddler
"そうですか――彼らはすでに――
嗚呼――これは遺品ですね？
はい――確かに受け取りました",Peddler,,Peddler,,Peddler
"覚者様――お引き受けくださって
感謝しています――ありがとうございます",Peddler,,Peddler,,Peddler
"そうですか――彼らはすでに――
では――これは遺品ですね？
はい――確かに受け取りました",Peddler,,Peddler,,Peddler
"仇も討っていただき、仲間たちも
満足したことでしょう",Peddler,,Peddler,,Peddler
"覚者様――お引き受けくださって
本当にありがとうございました",Peddler,,Peddler,,Peddler
"ありがとうございます――
わたしはここであなた様と仲間たちの
無事を祈らせていただきます",Peddler,,Peddler,,Peddler
