old,speaker
"覚者さん！
いかがでしたか――？",Shekel
"そうですか――
いいえ、それが当然ですよね！
そんな都合の良い偶然があるわけないですし",Shekel
"――逆に言えば、どこかの村で
匿われてる可能性が上がった、って
ことですものね！
そんな危険な場所にいるより、よっぽど――",Shekel
"――ええ
覚者さん、行ってきてくださって
本当にありがとうございます
わたし、まだまだ探し続けますから！",Shekel
"覚者さん！
いかがでしたか――？",Shekel
"そ、そんな――！
本当に兄さんだったのですね？
本当に私の名前を口にした――
間違いありませんね？　",Shekel
"覚者さん、ありがとうございます
ええ、承知しております
覚者さんは精一杯のことをしてくださった
今回は、少しばかり運が悪かっただけ――",Shekel
"兄さんが生きていてくれた
それだけで、こんなにも嬉しいんです
これからも希望を持って探し続けられます",Shekel
"か、覚者さん――ちょっといいですか？
お忙しいとはわかっていますが
どうしてもご相談したいことがあって",Shekel
"<STG 1093>という場所――
覚者さんはご存知ですよね？
そこから帰還した解放軍の人に聞いたのですが
若い男の人を見かけたって――",Shekel
"声をかけようとしたものの
見失ってしまったそうなんです
わたし、どうしてもその話が気になって――",Shekel
"あの辺りは、家族とはぐれた場所なんです
若い男の人――もしかして兄なのでは、と
ずっと気になっていて――",Shekel
"覚者さん、もしよければその人に
会って確かめてきてくれませんか？
馬鹿げた頼みかもしれませんが――お願いします",Shekel
"<STG 1093>という場所で
解放軍の人が見かけたという、若い男の人
もしかして、兄なんじゃないかと
ずっと気になっているんです――",Shekel
"もし本当に兄だったら、きっと大いに
解放軍の力になることは間違いありません
本当なら、父の跡を継ぐはずだった
有望な医師の卵でしたから――",Shekel
"覚者さん、どうか確かめてきてもらえませんか
あれから時間も経ってるし
魔物も多い危険な場所なのは承知です――
馬鹿げた頼みかもしれませんが、お願いします",Shekel
"ふぅ――なんとか終わったな
ええと、人探し、だったっけ
で、誰を探しているって？",Dudley
え――俺だって？,Dudley
"シェケル――今、シェケルって言ったか
生きてたんだな、アイツ――そうか――
しかも――俺を探してくれていたんだな",Dudley
"――なぁ、俺のことは黙っててくれないか
アイツの中では、まだ立派な兄ちゃんなんだ
こんな――盗賊に堕ちたなんて、知られたくない",Dudley
"酷に思えるか？
だけど、前向いて立派に生きてるアイツの暮らしに
水を差すようなことはしたくないんだ――
なぁ、分かってくれ",Dudley
"うう――いてて
君は大丈夫か？
怪我してたら、手当くらいならしてやるよ
――と言いたいところだが",Dudley
"今手当が必要なのは、俺の方みたいだな
あぁ――大丈夫
もう、いいんだ
盗賊に堕ちたこんなみっともない男――",Dudley
"父さん、母さん、シェケル
すまない――",Dudley
"君は解放軍――という訳でもなさそうだ
その見かけない装備、もしかして
よそから来た覚者ってやつか？",Dudley
"こんなところへ来るなんて、物好きだな
あ、そうそう――
俺、人を探しているんだけど",Dudley
"何、君も人探し？　奇遇だな！
ぜひ詳しく聞かせてくれよ！
――と言いたいところだけど",Dudley
"こんな危険なところで立ち話もアレだし
邪魔者を片付けてからにしようか
協力してくれるだろ！",Dudley
"さーて、さっさと終わらせて
ガラ酒でもひっかけるか！",Dudley
"いてて――
おーい、君は無事か？",Dudley
ごめん――俺、もうだめかも,Dudley
