old,new,speaker,english,speaker,english,speaker
"今日も引き続き、<NPC 681>の元へ
《潜入調査》を頼む",,Mephis,,Mephis,,Mephis
"ヤツはお前を信頼しているような面をしているが
腹の底では邪魔だと思っていることを忘れるな
特に、憲兵には用心しろ――",,Mephis,,Mephis,,Mephis
準備ができたら、声をかけてくれ,,Mephis,,Mephis,,Mephis
"さて、それでは――
昼の《潜入調査》を開始するか？",,Mephis,,Mephis,,Mephis
はい,Yes,Mephis,,Mephis,,Mephis
いいえ,No,Mephis,,Mephis,,Mephis
"よし、分かった
<STG 473>までの近道を教えてやろう
それから、これは大事なことだが――",,Mephis,,Mephis,,Mephis
"この任務中に<COL ff2600>《リム転移》を行うと
任務領域範囲外へ出たことになり、任務は失敗する </COL>
目立つ行動は避ける必要があるんだ――
気を付けてくれ ",,Mephis,,Mephis,,Mephis
"だが、<COL ff2600>任務を中断したいときは例外だ
覚者の力を使って、自力で帰ってきてくれ
</COL>俺には導いてやることができないからな",,Mephis,,Mephis,,Mephis
"十分な準備をしておけ
場合によっては戦闘の可能性もある",,Mephis,,Mephis,,Mephis
"これはこれは覚者殿！
本日もお立ち寄りいただき
ありがとうございます",,Navido,,Navido,,Navido
"今日お願いしたい仕事は
街のパトロールです
どうも、街の住民たちの元気が無いようでして――",,Navido,,Navido,,Navido
"きっと住民たちも、英雄である覚者殿が
訪ねてくだされば喜びましょう
――よろしいですかな？",,Navido,,Navido,,Navido
"此度も、パトロール中に何かございましたら
ご報告お願いいたしますぞ",,Navido,,Navido,,Navido
"今日お願いしたい仕事は
街のパトロールです
どうも、街の住民たちの元気が無いようでして――",,Navido,,Navido,,Navido
"きっと住民たちも、英雄である覚者殿が
訪ねてくだされば喜びましょう",,Navido,,Navido,,Navido
"此度も、パトロール中に何かございましたら
ご報告お願いいたしますぞ",,Navido,,Navido,,Navido
"あ、覚者さん！
――例の潜入任務中ですか？
お勤めご苦労様です",,Shem,,Shem,,Shem
"僕の方は、普段通り生活しながら
<NPC 681>様のこととか、憲兵隊の動きを
探るようにしてます",,Shem,,Shem,,Shem
"あ、そうだ――
最近憲兵の数が増えているせいで
取締りも、厳しくなってきているそうです",,Shem,,Shem,,Shem
"覚者さんは大丈夫かと思いますけど――
何かの手違いで投獄されちゃうことが
ないとも限りませんからね",,Shem,,Shem,,Shem
"出来る限り、憲兵とは揉めない方がいいですよ
――メフィスさんは目立つのを嫌いますから",,Shem,,Shem,,Shem
"僕も、出来る限り
憲兵とは関わらないように気をつけます
僕が捕まっちゃったりしたら
姉さんたちが悲しみますから",,Shem,,Shem,,Shem
"――え？
なんで僕がレジスタンスにいるかって？
うーん、そうだなぁ",,Shem,,Shem,,Shem
