old,speaker,english,speaker,english,speaker
フィンダムの様子はどうだ？,Joseph,,Joseph,,Joseph
行方の知れないロイグは見つかったのか,Joseph,,Joseph,,Joseph
フィンダムの様子が気になるねえ,Klaus,,Klaus,,Klaus
うーむ――,Gearóid,,Gearóid,,Gearóid
"隊長――
お待ちしていました",Cecily,,Cecily,,Cecily
原始の雫を含む輝く地層――,Gearóid,,Gearóid,,Gearóid
"我々が通常立ち入る範囲で
そのような場所は、ついぞ見たことがない",Gearóid,,Gearóid,,Gearóid
"あるとすれば前人未踏の地という
ことになるだろう",Gearóid,,Gearóid,,Gearóid
となれば、やはりキンガル峡谷の奥地か――,Gearóid,,Gearóid,,Gearóid
"これから行くキンガル峡谷の奥地は
かなり広いので、手分けして
効率よく探しましょう！",Cecily,,Cecily,,Cecily
"魔物はいるでしょうけど、危険は
声をかけ合えば避けられますよね？",Cecily,,Cecily,,Cecily
"おまえらの手に負えない時は
俺も行ってやらないでもないが――
とりあえず、なんとかしろ",Gurdolin,,Gurdolin,,Gurdolin
"ごめん、ちょっと休ませてね
ここに来て、ガクッと、連戦の疲れが出たみたい",Lise,,Lise,,Lise
"隊長、行ってらっしゃい
こうして見送るのは不本意ですけど
二の矢、三の矢の準備は必要ですからね",Elliot,,Elliot,,Elliot
"この感じ――
気をつけてください、何かいます――",Cecily,,Cecily,,Cecily
"隊長、本当にありがとうございました
さあ、みんなのところへ帰りましょう
ゆっくりしていると探しに来ちゃいますよね？",Cecily,,Cecily,,Cecily
素晴らしい！　素晴らしいぞ！,Gearóid,,Gearóid,,Gearóid
"成し遂げたあなたたち――
新たな原始の雫――どちらも素晴らしい！",Gearóid,,Gearóid,,Gearóid
"隊長、待ちきれません
早く原始の雫で浄化を始めましょう",Cecily,,Cecily,,Cecily
"ふん！
もう少しで迎えを出すところだったぜ",Gurdolin,,Gurdolin,,Gurdolin
"ガルドリンったら、憎まれ口叩いてるけど
一番心配してたんだから",Lise,,Lise,,Lise
おつかれさまです、隊長,Elliot,,Elliot,,Elliot
"実は、変なモノを持ち帰るんじゃないかと
不安でしたけど――",Elliot,,Elliot,,Elliot
"みんなの喜び方を見る限り
それは間違いなく《原始の雫》のようです
俺もホッとしましたよ",Elliot,,Elliot,,Elliot
鬱陶しいクズ虫どもめ――,Black Knight,,Black Knight,,Black Knight
我が世に居合わせたことを嘆くがよい,Black Knight,,Black Knight,,Black Knight
強者の理（ことわり）に弱者は不要,Black Knight,,Black Knight,,Black Knight
堕ちた竜に殉じて消えろ,Black Knight,,Black Knight,,Black Knight
貴様らなど大界の塵芥（ちりあくた）よ,Black Knight,,Black Knight,,Black Knight
勝てると思ったか――,Black Knight,,Black Knight,,Black Knight
ここまで食い下がるとは――潰しがいがある,Black Knight,,Black Knight,,Black Knight
死は常におまえたちの側（がわ）にある,Black Knight,,Black Knight,,Black Knight
半端覚者め――こしゃくな！,Black Knight,,Black Knight,,Black Knight
ロイグを放しなさい！,Cecily,,Cecily,,Cecily
みなさん、気をつけて！,Cecily,,Cecily,,Cecily
たーーーっ！,Cecily,,Cecily,,Cecily
ガルドリンさん、エリオット、リズ、隊長――,Cecily,,Cecily,,Cecily
みなさん、生き延びてください――,Cecily,,Cecily,,Cecily
あーーーっ！,Cecily,,Cecily,,Cecily
ロイグ！　正気に戻って！,Cecily,,Cecily,,Cecily
フィンダムの闇は悪の住みかではない！,Cecily,,Cecily,,Cecily
他人に身を潜める卑怯者！　去れ！,Cecily,,Cecily,,Cecily
てめえの正体はなんだ！,Gurdolin,,Gurdolin,,Gurdolin
この、けむり野郎め！,Gurdolin,,Gurdolin,,Gurdolin
騎士を名乗るんじゃねえ,Gurdolin,,Gurdolin,,Gurdolin
おら、隊長！　なんとか言ってやれ！,Gurdolin,,Gurdolin,,Gurdolin
てめえら全財産を俺の負けに賭けやがれ！,Gurdolin,,Gurdolin,,Gurdolin
疲れた――１回やすませろ！,Gurdolin,,Gurdolin,,Gurdolin
この勇姿、ジョゼフ様にお見せしたい！,Elliot,,Elliot,,Elliot
負けない！　負けないったら負けない！,Elliot,,Elliot,,Elliot
俺、けっこうやりますよね？,Elliot,,Elliot,,Elliot
黒騎士？　ロイグ？　誰と戦ってるんだ！？,Elliot,,Elliot,,Elliot
隊長、このまま戦ってていいんですか！？,Elliot,,Elliot,,Elliot
ロイグ、俺が分からないのか！？,Elliot,,Elliot,,Elliot
もうしつこいの嫌い！,Lise,,Lise,,Lise
そんな攻撃なんて怖くないんだから！,Lise,,Lise,,Lise
ここが踏ん張りどころ！,Lise,,Lise,,Lise
今、わたし、覚者人生の頂点かも！,Lise,,Lise,,Lise
キラッキラ輝いてる？,Lise,,Lise,,Lise
わたし、いける！,Lise,,Lise,,Lise
"竜はこの大地を救おうとしたが
毒を吸い込み、その結果、自らも
侵食されてしまった",Gearóid,,Gearóid,,Gearóid
"大地が浄化されても、ウィルミアは
元には戻らないだろう
なんとかしてやりたいが――",Gearóid,,Gearóid,,Gearóid
"隊長――
あと少し――",Cecily,,Cecily,,Cecily
あと少しだけ、一緒にいてください,Cecily,,Cecily,,Cecily
"ふん！
竜が元に戻らないと大地はどうなるよ",Gurdolin,,Gurdolin,,Gurdolin
"浄化はされても
痩せて、枯れちまうんじゃねえのか？",Gurdolin,,Gurdolin,,Gurdolin
"浄化が始まっても竜がいなくちゃ
世界は不完全なまま――",Lise,,Lise,,Lise
俺たち、これから何をすればいいんです？,Elliot,,Elliot,,Elliot
