old,speaker,english,speaker,english,speaker
"<AREA 14>フィールドの《<ITEM 15947>》を採取できる採取ポイントの数が増えました
＜22時から2時＞の間にたくさん採取し、納品しましょう",The White Dragon,,The White Dragon,,The White Dragon
"＜22時から2時＞の時間が終了したため、<AREA 14>フィールドの《<ITEM 15947>》の採取ポイント数が通常に戻りました
納品し、クエストを終了しましょう",The White Dragon,,The White Dragon,,The White Dragon
"こんにちは、異国の覚者さま
エラン水林をこれから復興していくという
この時期に、覚者さまのような方に
足を運んでいただけること、嬉しく思います",Musel,,Musel,,Musel
"旅の方に伺ったのですが――
なんでも、白竜の覚者さまは竜のためだけでなく
人々のために動くことも多いとか――",Musel,,Musel,,Musel
"ならば、という訳ではありませんが
ひとつ――お願いを聞いていただけませんか？
うまくいけば、《<ITEM 15947>》という
覚者さまにも有益な素材が多く手に入るはずです",Musel,,Musel,,Musel
"ご興味がおありのようですね――
では、エラン水林に深い夜が訪れる時間である
＜22時から2時＞の間に
この庵へお仲間を集め、再度お声掛けください",Musel,,Musel,,Musel
"その際改めて
詳しくお話させていただきます",Musel,,Musel,,Musel
"もし、ご興味があるようでしたら――
エラン水林に深い夜が訪れる時間である
＜22時から2時＞の間に
お仲間を集めてもう一度お声掛けください",Musel,,Musel,,Musel
"うまくいけば、《<ITEM 15947>》という
覚者さまにも有益な素材が多く手に入るはず
――どうか、よろしくお願いいたします",Musel,,Musel,,Musel
"まぁ、時間通りに来て下さったのですね
ありがとうございます――
それでは、私もお話させていただきましょう",Musel,,Musel,,Musel
"《<ITEM 15947>》は汎用的な用途があり、
夜分遅くに成長が早まる植物です
そのため＜22時から2時＞の頃に水林へ行けば
普段よりも多くの地点から採取が出来るはず",Musel,,Musel,,Musel
"また――復興の妨げになることも多い植物でして
覚者さまにたくさん採取いただけると
我々も非常にありがたいのです",Musel,,Musel,,Musel
"あぁ、もちろん悪戯に絶やすつもりはありません
資材として生かしたいので――多く取れた際は
＜5＞つほど、納品していただけますか？
残りは覚者さまがお持ちいただいて構いません",Musel,,Musel,,Musel
"＜22時から2時＞を過ぎてしまうと
採取できる数は通常通りに戻ってしまいますので
ご注意くださいね
それでは――よろしくお願いいたします",Musel,,Musel,,Musel
"《<ITEM 15947>》の大量採取について
もう一度ご説明いたしましょうか？",Musel,,Musel,,Musel
"《<ITEM 15947>》は深夜の＜22時から2時＞頃
普段よりも多くの地点から採取できます
その時を過ぎると、元に戻ってしまいますので
お気を付け下さいませ",Musel,,Musel,,Musel
"もしたくさん採取できましたら
＜5＞つほど分けていただくようお願いいたします",Musel,,Musel,,Musel
"まぁ、すばらしい――
魔物も多かったのではありませんか？
これだけの採取は大変だったでしょう――
本当にありがとうございます",Musel,,Musel,,Musel
"もし、また夜の深まる時間帯に
森へ採取へ行くことがあれば
是非とも私にお声掛けくださいね",Musel,,Musel,,Musel
