old,speaker
"ハッピーバレンタイン！
愛を伝えるお祭りってとっても素敵！
頑張って作ったお菓子を
喜んで食べてもらえるんだもの",Shelly
"アナタもたくさんチョコレートをあげて
みんなでハッピーになりましょう！",Shelly
ハッピーバレンタイン！,Angelo
"今回のお祭りの挨拶はコレだ！
「ハッピーバレンタイン　彼らの名前」
をSayで実行してみると、
返事が来るかもしれんぞ！",Angelo
"ふふ、この服が気になるのか？
これはシェリーちゃんが選んでくれたのだ！
まさに“愛の伝道師”といったところか！
――ん、良い響きだ",Angelo
"そう、私と愛しのシェリーちゃんは
“愛の伝道師”として
レスタニアに愛を伝えに来たのだ！",Angelo
"君もチョコレートを渡したのなら、
晴れて“愛の伝道師”の仲間入りだ！
時には武器でなく、愛をその手に持って
想いを届けてもいいのではないか？",Angelo
"わかってねぇな
こういうのはよ、誰が一番になるかってのを
賭けるのが楽しいんだろうが",Gurdolin
"ま、たまにはコッチ側ってのも悪くはないわな
チョコレートってやつも、マズくはなかったからな",Gurdolin
"このお祭りで、もし俺が渡す側だったら
もちろん、隊長に渡してますよ",Elliot
"俺からの敬意をありったけ込めた
特大のチョコレートを――
隊長の右腕なんですから、当然ですよね！",Elliot
"チョコレートの美味しさの源について
ぼくなりに考えてみたんだ――",Klaus
"油分と甘味、それから香り――
でも、それ以外にも気分が高揚する何かが
入っているような気がするな
何なんだろう",Klaus
"想いをチョコレートにして届ける――
なんて素敵なお祭りなんでしょうか！",Mayleaf
"私も日頃お世話になっている人たちに
感謝を形にして届けてみたいです！
今度、チョコレートの作り方を教えてくださいね",Mayleaf
"このお祭りで渡すチョコレート――
これは、レスタニアで流行ること
間違いなしだと思うな！",Lise
"中に木の実とかお酒を
入れてみてもいいと思わない？
あー、また食べたくなってきちゃった！",Lise
なぁに？　私じゃなくて、みんなに渡してあげてね,Shelly
"ハッハッハッ！　ハッピーバレンタイン！
私はシェリーちゃんから特大チョコを貰ったぞ！
君は誰にチョコレートを渡すんだ？",Angelo
"エリオットの奴がやけにはりきってやがるから
何かと思ってついてきたら酒場のステージだ――",Gurdolin
"そしたら、そこの女にとっつかまっちまった
とにかくここに立ってれば
良いモノが貰えるんだってうるさくてよ",Gurdolin
"全く、これだから若い女は苦手なんだ
――ところで、良いモノってお前がくれるのか？
くだらねぇもんなら要らねぇからな",Gurdolin
"このお祭りは誰にも負けたくない――
そんな思いで今ここにいます",Elliot
"このお祭り――
どれだけ信頼されているかをはかるものですよね？
それなら、俺、この中の誰にも
負ける気がしません",Elliot
"俺はこれからも、隊長の右腕として
お仕えしていきますから
ぜひ、俺に――！",Elliot
"最近、部屋にこもりがちだったから
久々に外の空気を吸ったよ
たまには外に出るのも気持ちいいね",Klaus
"でも、どうして酒場なんかに呼んだんだい？
このステージで何か始まるのかな",Klaus
"だとしたら、僕がここに立ってるのは
何だか妙じゃないかと思うんだけど
いいのかな",Klaus
"お呼びいただき有難うございます、覚者さん
酒場なんてなかなか足を運ばないから
なんだかそわそわしちゃいますね",Mayleaf
"リズさんが言うには
なんだか＜素敵なもの＞が
貰えるのだとか――！",Mayleaf
"それは、森のみんなにも
分けてあげられるものでしょうか？",Mayleaf
"隊長！　こんな所に呼び出してどうしたの？
＜素敵なもの＞が貰えるって聞いて
みんな張り切っちゃってるよ
――まぁ、私もその一人、なんだけどね！",Lise
"ほら、毎日戦ってばっかじゃん？
覚者の務めだから仕方ないんだけど――
たまには羽伸ばしてもいいよね",Lise
"素敵なものってなんだろう
楽しみだなあ！",Lise
"なにやら楽しげな催し物が開かれているご様子――
あなたも好意を寄せる方にプレゼントを
されるのでしょう？",Seabell
"わたしであれば、そうですね～
破天荒な武勇伝から目が離せない
ガルドリン様――いや、つい先日かの地での
激戦について語って頂いたリズ様でも――",Seabell
"あら、覚者様――そこでやっている例のイベント
知ってる？　あたしも気になる人に向けて
アピールしちゃおうかな～",Lucina
"やっぱり逞しくてワイルドなガルドリン？
知的でちょっとエキセントリックなクラウス？",Lucina
"うーん
でもやっぱりジョゼフ様の下で働くエリオットの方が
安定しているかしら",Lucina
――なんだよ、驚かすんじゃねえよ,Gurdolin
ハッピーバレンタイン、隊長！,Elliot
――ん？　新手の呪文？,Klaus
うふふ、ハッピーバレンタイン！,Mayleaf
ハッピーバレンタイン！,Lise
"今もレスタニアは戦ばかりかね？
いかんいかん！
人生には愛とユーモアが必要不可欠だ！",Angelo
"今回のお祭りはシェリーちゃんが張り切って
準備したものだ！
存分に楽しんでくれ――！",Angelo
"とっても素敵なお祭りを
レスタニアに広めたくてやって来たの！",Shelly
"私達は＜愛の伝道師＞よ
アナタの愛を届ける手助けをするわ",Shelly
"酒場で行われているイベント、ご存じですか？
私は先ほどガルドリン様に
プレゼントしてきたところです！",Julia
"少し乱暴な所がありますが
お話ししてみると、とってもお優しい方なんですよ",Julia
"ジュリアが意気揚々と
酒場に足を運んでおりましたが
何やら催し物が行われているようで――",Barton
"以前、クラウス様に
「年のせいか足が痛む」と話したら
よく効く膏薬を届けてくださったのです
是非とも感謝のお気持ちを伝えたいですな",Barton
"酒場でのイベントについては聞いている
ずいぶん盛り上がっているみたいだな",Archibald
"俺はリズに渡すつもりだ
リズは最近熱心にここへ来て
より良い戦い方を模索しているようだから
一言褒めてやりたくてな",Archibald
"アーチボルトさんはリズに渡すって言ってたけど
俺はどうしようかなぁ",Renton
"ま、付き合いがあるから
無難にガルドリンかエリオットだろうな
様子を見て、貰えてなさそうな方に渡すよ
こういうのって貰えないと寂しいからさ",Renton
"今回のイベントは≪愛≫か
ロマンチックでいいね",Kibiza
"わたしかい？　シェリーに渡そうとしたら
隣のアンジェロから睨まれたよ――
人の恋路の邪魔をしちゃいけないね",Kibiza
"今やってるイベントでアピールすればいずれ――
なんて、考えただけでワクワクしちゃう！",Nancy
"あたしはやっぱり男気溢れる
ガルドリンがいいわね～
ワイルドな男の人って魅力的でしょう？",Nancy
"――え？
誰にチョコレート渡したいかだって？",Fabio
"じゃああんたに渡そうかな？
――冗談だよ
ちょっと残念に思ってるか？",Fabio
"酒場で行われているイベント
何だか楽しそうです！",Seneka
"――そうですね
もしチョコレートを渡すならガルドリン様でしょうか
ガルドリン様なら、色々な冒険のお話を
聞かせていただけると思うのです",Seneka
"覚者さまにチョコレートを渡すなら、
私はエリオットさまにお渡ししたいと思います",Nestor
"あなたさまの力になろうと日々奮闘される様には
目を見張るものがございますので
是非、ねぎらいの言葉を添えて
お渡ししたいですね",Nestor
"酒場のイベント――
なぜヴァネッサ副隊長がおられないのだ！",Alan
"あれほどの美貌と剣の腕前を持つ方は
他にいないだろう！
俺は副隊長以外には渡す気になれんぞ！",Alan
"酒場で素敵なイベントが催されていますね！
気になって足を運んでみました",Emilia
"私がお渡しするなら、クラウス様ですね
とても知的な方なので、尊敬してるんです",Emilia
"酒場で行われている行事、ご存知です？
何でも意中の方にお菓子を贈るのだとか",Hilde
"そうですわね、私がお渡しするのならば
クラウス様がよろしいかと――
神殿内でも一二を争うほど博学な方ですから",Hilde
"チョコレートを渡すイベントが
酒場で行われているみたいですよ！",Cameron
"私は皆さんにクジを引いていただいて
アタリの方にお渡ししたいですね！
強運をお持ちの方はどなたか――
考えるだけでワクワクしませんか？",Cameron
"ハッピーバレンタイン！
これ、今行われているイベントの挨拶なんだって",Owen
"エリオットに挨拶したけど、笑顔で返してくれたよ
今度イベントで作ることのできるチョコレートを
渡してみようかな",Owen
"酒場のイベント知ってる？
アタシが渡すなら、絶対エリオットさんだね！",Colette
"時々弓を見に来るんだけど
弓を労わるような眼差しをするんだ
武器を大切にする人は
絶対良い人って決まってる！",Colette
"覚者さま、酒場のイベントでは
誰にプレゼントなさるおつもりですか？",Ferguson
"エリオット様は古い防具も大切にされる方です
練習用に使うからと、こまめに手入れをされて――
防具を生業にする者としては
感謝を伝えなければなりますまい",Ferguson
"今、酒場でイベントが催されておりますが
覚者さまはもう誰かにプレゼントされましたかな？",Charleston
"私は≪レスタニアニュース≫を利用してくださる
覚者さま全員にお渡ししたいくらいの
気持ちですぞ！",Charleston
"この前、クラウスさんが
うちの品物を見にきてくれたんだけど
あどけない顔立ちに惹かれちゃって――",Joanna
"今回のイベントで
アピールしちゃおうかなって考えてるの！
あたしもチョコレート作らなきゃ！",Joanna
"今、酒場でイベントが行われているようだな
――全くくだらん、魔物の脅威が
過ぎ去ったわけではないのに",Logan
"俺は“愛”よりも“剣”を
信頼している",Logan
"意中の相手に贈り物をする催し物が
行われていることは知っている――",Heinz
"あれに参加する気はないが
もし贈り物をするなら
――そうだな、日頃の感謝を示すために
ゲルト騎士団長にお渡ししようか",Heinz
"酒場の祭りのことか？
それなら知っている",Duke
"渡すなら、メイリーフかな
――なぜかって？
覚者じゃないからだ",Duke
"酒場のイベントで
チョコレートを渡すんだってな",Vicelot
"チョコレートの材料に使われる
≪癒しの薬≫は、うちで買えるぜ",Vicelot
"意中の相手に贈り物をするお祭りで
誰に贈るか――",Cornelia
勿論、ファビオ様に,Cornelia
"酒場では何やら素敵なイベントが
行われているようだね
フフ、ボクにプレゼントしてくれてもいいんだよ？",Morris
"渡すとなると、どうだろう
――リズかな？
あの小悪魔めいた顔立ちをより惹き立てることが
できるのは、このボク以外にありえないからね！",Morris
"今回酒場で行われるイベントのことは
ご存じですか？
お菓子を作って贈るそうですね",Sally
"また新たなレシピが増えて楽しみですね！
自分の作ったものを食べてもらえるなんて
とても嬉しいことだと思いませんか？",Sally
"酒場のイベントですか？
知っていますよ！",Hancock
"もしお渡しするなら白竜様、ですかね！
菓子を召し上がるのかはわかりませんが――",Hancock
"酒場のイベント？
ああ、知ってるよ――",Milburn
"なぜ騎士団からは一人もあの場に
選ばれていないんだ――",Milburn
"覚者さん
酒場でやっているイベント、知ってるかい？",Carl
"誰に渡すかって？
俺なら、全員に渡して顔を売るね
商人にとっちゃ、顔が広いのが大切だからな",Carl
"酒場のイベントに
メイリーフがお呼ばれしているようですね",Pamela
"メイリーフの世話役として
あとで私も伺おうかと思っています",Pamela
"ハッピーバレンタイン！
今酒場でやっているイベントの挨拶だ",Tonio
"プレゼントを誰に渡すかだって？
リズもいいけど、メイリーフも
捨てがたいよなぁ――",Tonio
"酒場のイベントですか
知っていますよ",Kittredge
"よく買い物に来られるエリオットさんに
渡したいとは思うのですが
中々勇気が要りますね――",Kittredge
"覚者さん、酒場の例のイベントのこと
ご存じですかい？",Gregory
"誰に渡すかは易々と口にできませんなぁ
へっへへ――",Gregory
"酒場のイベントに参加したいのだが
見張りをしなければいけないため
持ち場を離れることが出来ない",Karno
"渡したい相手か？
あの愛くるしい顔立ちから想像できない
古風さを持ち合わせているメイリーフだ
もうなんというか、応援したくなる",Karno
"酒場で何やら素敵なイベントが
行われているようですね",Harvey
"私はクラウス様にお渡ししたいのです
以前、お世話になったことがあり――
――この件は、内密でお願いします",Harvey
"覚者さま、酒場のイベント
ご存知ですか？",Ellen
"贈り物をするなら
私はガルドリンさまにお渡しします！
あの男気溢れる雰囲気に憧れているのです",Ellen
"覚者さま
酒場のイベントには
もう参加されましたか？",Freddy
"言葉や身振り手振り以外でも
気持ちを伝えられる機会があるのは
素敵なことですね",Freddy
"酒場のイベントのことは
ご存じでしょうか？",Ophelia
"皆、どなたに贈り物をしようか
考えているようですよ",Ophelia
"酒場のイベントには参加しているか？
世界には色んな文化があるから
触れておくのはいいことだろう",Isaac
"俺が誰に渡すか、だと？
――逆に聞かせてくれ
お前の目から見て、俺は誰に渡しそうに見える？",Isaac
"酒場で素敵なお祭りが行われていますね
私も参加しようと思っています",Mel
