old,speaker,english,speaker,english,speaker
"さて――
次の作戦は、秘密の通路の出先を
探ることだったな",Joseph,,Joseph,,Joseph
"おまえたちならなんの苦もなく
やってのけるだろうと思っていたが
考えてみれば秘密の通路など
何があるかわからん",Joseph,,Joseph,,Joseph
"何より――
何より、その通路、敵方にとっては
秘密でもなんでもなく、出先には軍勢を
配備していることも考えられる",Joseph,,Joseph,,Joseph
"いいな？
敵に勘付かれぬよう、慎重に進むのだぞ",Joseph,,Joseph,,Joseph
"いいな？　慎重に行けよ
今回の目的は、陽動作戦の成功にあるのだ
それを忘れるな",Joseph,,Joseph,,Joseph
"ジョゼフ様は君たち――
君や、レスタニア中の他の覚者を
疑ってしまったことを気にしているんだ",Klaus,,Klaus,,Klaus
"君たちにしてみれば不愉快な話だろうけど
何しろ“悪しき竜”の目的は想像するしか
ないからね",Klaus,,Klaus,,Klaus
"こういう想像は悪い方へ行きがちだ
ね？　わかるだろう？",Klaus,,Klaus,,Klaus
"嘆きの湿原の陽動部隊はかなり疲労している
加えて、物資も不足しているようだ
これ以上の兵の増強はできないが
物資を届けてやろうと思ってな",Meirova,,Meirova,,Meirova
"そこで、おぬしの配下の３人を貸してくれ
悪いが、連中にはもう話してある
後先が逆になってしまったが、許してくれ",Meirova,,Meirova,,Meirova
通路の出先調査へはあたしも行くからね,Bertha,,Bertha,,Bertha
"せいぜい、足手まといにならないように――
しておくれよ",Bertha,,Bertha,,Bertha
"展望城にはかつて幾度となく訪れたことがある
今回の任務はわたしも共に行こう",Quintus,,Quintus,,Quintus
"ネド王子と物資じゃあ、物資の方が
気い使わなくてすむ",Gurdolin,,Gurdolin,,Gurdolin
王子のお守り、せいぜい頑張ってくれ,Gurdolin,,Gurdolin,,Gurdolin
"物資を届けがてらジリアンたちの様子を
見てくるね",Lise,,Lise,,Lise
"イェルハルドたち陽動部隊は、おとりだと
ばれないように本気で攻めているはずです",Elliot,,Elliot,,Elliot
疲労の程度が気になりますね,Elliot,,Elliot,,Elliot
"では、そろそろ参りましょうか
まず、王家の通路の扉を開き――",Nedo,,Nedo,,Nedo
"その先がどこに通じているのかを確かめ
突入の際の経路を定めます",Nedo,,Nedo,,Nedo
"展望城の玉座の裏に出るかもしれないし
城内の台所かもしれません",Nedo,,Nedo,,Nedo
"いずれにしても敵に気取られないように
少数でこっそり動くのがよさそうということで
隊長、クインタス、ベルタ、僕の４人で動きます",Nedo,,Nedo,,Nedo
"祠までは、隊長に先行していただき
僕は後からベルタと続きます",Nedo,,Nedo,,Nedo
"それでは祠に入って
すぐのあたりで落ち合いましょう",Nedo,,Nedo,,Nedo
少人数での行動は緊張しますね,Nedo,,Nedo,,Nedo
"王子を頼んだぞ
その代わりと言ってはなんだが
おぬしの部下たちはわしが守る",Meirova,,Meirova,,Meirova
"王子は任せな
ふたりであんたの後をコソコソ付いていくよ",Bertha,,Bertha,,Bertha
"後ろにはクインタスがいるから
魔物が上から降ってこない限り――
いやいや、悪い想像はやめておこうか",Bertha,,Bertha,,Bertha
"展望城がオークどもに襲われた時
城にはかなり多くの者がいたはずだ",Quintus,,Quintus,,Quintus
"彼らの消息がまったくわからなくてな
友人も大勢いたのだが――",Quintus,,Quintus,,Quintus
"じゃあ、イェルハルドのしかめっ面を
おがみに行ってくるぜ",Gurdolin,,Gurdolin,,Gurdolin
隊長、ネド王子をよろしくね,Lise,,Lise,,Lise
"では、ロスギル村まで行ってきます
隊長、無茶しないでくださいよ！",Elliot,,Elliot,,Elliot
"ここから先は、一緒に向かいましょう
隊長さん、お願いします",Nedo,,Nedo,,Nedo
"なるほど、中は魔物の巣窟だな
しんがりはまかせておけ、王子を扉の前へ頼む",Quintus,,Quintus,,Quintus
"後ろは任せておくれ
いざとなったら盗賊の本気を見せてやるよ
さあ、王子を連れて先に行っとくれ",Bertha,,Bertha,,Bertha
"見てください
これはまさしく僕が伝え聞いていた
王家の秘密の扉に間違いありません",Nedo,,Nedo,,Nedo
今から僕の秘蹟の力でこの扉を解放します,Nedo,,Nedo,,Nedo
"この先は城のどのあたりへと繋がっているのか――
さあ、出先を確かめましょう",Nedo,,Nedo,,Nedo
"僕はベルタ、クインタスと先に行きます
隊長さん、しんがりをよろしくお願いします",Nedo,,Nedo,,Nedo
では、行きましょう,Nedo,,Nedo,,Nedo
"さあ、オークが出るか魔物が出るか――
暗いから五感を研ぎ澄ませて行かねばな",Quintus,,Quintus,,Quintus
"どうだい、この辛気くさい風
のろのろと吹きやがって、幾年も閉ざされていた場所
って感じじゃないかい",Bertha,,Bertha,,Bertha
さっさと仕事を終わらせようか,Bertha,,Bertha,,Bertha
"ああ、上手く城内へ通じていたもんだ
そして見つけたよ！　この先だ！
この先がオークひしめく城の上層へと続いている",Bertha,,Bertha,,Bertha
ほら、臭うだろ？,Bertha,,Bertha,,Bertha
"隊長さん、やりました！
ここは展望城、城内の中層です",Nedo,,Nedo,,Nedo
"そして、この先こそ、城内上層へと
続くエレベーターのある場所です",Nedo,,Nedo,,Nedo
"これで城を突入する際の経路は確認できました
敵に悟られないうちに、引き返すべきだと思いますが
ひとつお願いがあります",Nedo,,Nedo,,Nedo
"この城が占領された時、城にいた人々の行方が
わからなくなりました",Nedo,,Nedo,,Nedo
"でも、どうやら、クインタスの進言によると
その人たちはこの城内の地下牢に
閉じ込められているようなのです",Nedo,,Nedo,,Nedo
"もしそうであれば
――僕はその人たちを見捨てることなどできません
隊長さん、お願いです！
彼らを助けてあげてください",Nedo,,Nedo,,Nedo
"クインタスがこの先にある
城内地下へと通じる場所へ先行しています
よろしくお願いします",Nedo,,Nedo,,Nedo
"湿原での陽動が功を奏しているのか
敵の部隊のほとんどは城の城外に
集まっているようです",Nedo,,Nedo,,Nedo
"あたしらの常識じゃあ、目的を達した今
これ以上、ここで時間を使うのはご法度なんだがね",Bertha,,Bertha,,Bertha
"まあ万一、見張りの兵隊と出くわした際は必ず
仕留めるんだよ",Bertha,,Bertha,,Bertha
"城の地下には広大な地下牢があると
聞いたことがある
おそらく、この先がその入口なのだろう",Quintus,,Quintus,,Quintus
そしてほら――感じるだろう？,Quintus,,Quintus,,Quintus
"人が息を潜め、耳を澄ましている気配
大勢の同胞がこの先に監禁されている
ああ、間違いない
わたしの友人もいるに違いない！",Quintus,,Quintus,,Quintus
"急ごう、城が魔軍に襲われてから
既にかなりの時が過ぎている",Quintus,,Quintus,,Quintus
