old,speaker,english,speaker,english,speaker
"おお、貴殿は――
もしや、時間はあるか？
ならば、手を貸してほしい",Gerd,,Gerd,,Gerd
"実はこの渓谷には騎士団の所有物が
残されているのだ",Gerd,,Gerd,,Gerd
"どれも古いものだが
このまま捨て置くのは忍びない
よって、回収の手伝いをしてもらいたいのだ",Gerd,,Gerd,,Gerd
"北西に行くと、古い建物がある
貴殿はその中の物を頼む
それらしい物があれば持ち帰ってくれ",Gerd,,Gerd,,Gerd
"わたしは建物の外を探して回る
魔物が多いはずだからな
では、あとで落ち合おう",Gerd,,Gerd,,Gerd
"おお、貴殿は――
もしや、時間はあるか？
ならば、手を貸してほしい",Gerd,,Gerd,,Gerd
"実はこの渓谷には騎士団の所有物が
残されているのだ",Gerd,,Gerd,,Gerd
"どれも古いものだが
このまま捨て置くのは忍びない
よって、回収の手伝いをしてもらいたいのだ",Gerd,,Gerd,,Gerd
"北西に行くと古い建物がある
貴殿はその中の物を頼む
それらしい物があれば持ち帰ってくれ",Gerd,,Gerd,,Gerd
"わたしは建物の外を探して回る
魔物が多いはずだからな",Gerd,,Gerd,,Gerd
"建物内の魔物はそうでもないだろうが――
いや、なんとも言えんな
そこそこ強いと考えた方がいい",Gerd,,Gerd,,Gerd
"しかしまあ、貴殿なら問題はないだろう
では、あとで落ち合おう",Gerd,,Gerd,,Gerd
"おお、貴殿は――
もしや、時間はあるか？
ならば、手を貸してほしい",Gerd,,Gerd,,Gerd
"実はこの渓谷には騎士団の所有物が
残されているのだ",Gerd,,Gerd,,Gerd
"どれも古いものだが
このまま捨て置くのは忍びない
よって、回収の手伝いをしてもらいたいのだ",Gerd,,Gerd,,Gerd
"北西に行くと古い建物がある
貴殿はその中の物を頼む
それらしい物があれば持ち帰ってくれ",Gerd,,Gerd,,Gerd
"わたしは建物の外を探して回る
魔物が多いはずだからな",Gerd,,Gerd,,Gerd
"建物内の魔物はそうでもないだろうが――
いや、なんとも言えんな
かなり強いと考えた方がいいかもしれない",Gerd,,Gerd,,Gerd
"用心怠りなく、頼むぞ
では、あとで落ち合おう",Gerd,,Gerd,,Gerd
おお――その旗を持ち帰ってくれたのか！？,Gerd,,Gerd,,Gerd
"あの建物は古い時代からの騎士団詰め所でな
ある夜、オークどもの襲撃を受けて
壊滅状態に陥り、多くの命が失われた
そんな逸話を持つ場所なのだ",Gerd,,Gerd,,Gerd
"わたしが団長を目指したのはその夜からだ
あの時わたしは若く、力も無かった",Gerd,,Gerd,,Gerd
"上の無茶な判断がいかに仲間を死に追いやるか
そして怠慢がどれほどの後悔を生むか
嫌というほど思い知らされたよ――
そう、あの時の騎士団は覚者を頼り
研鑽を怠っていたのだ",Gerd,,Gerd,,Gerd
"それを何とか正したくてな
日頃から訓練と統制に重きを置いていれば
あのような急襲ごときで惨敗を喫することもなく
仲間も死なずにすんだだろう",Gerd,,Gerd,,Gerd
"騎士団は変わった――
その報告をしたくてここに来たというわけだ
貴殿が取り返してくれた旗を持ち帰って
弔ってもらうとしよう",Gerd,,Gerd,,Gerd
では、世話になったな,Gerd,,Gerd,,Gerd
おお――その旗を持ち帰ってくれたのか！？,Gerd,,Gerd,,Gerd
"あの建物はかつて騎士団の詰め所でな
ある夜、オークどもの襲撃を受けて
壊滅状態に陥り、多くの命が失われた
そんな逸話を持つ場所なのだ",Gerd,,Gerd,,Gerd
"わたしが団長を目指したのはその夜からだ
あの時わたしは若く、力も無かった",Gerd,,Gerd,,Gerd
"上の無茶な判断がいかに仲間を死に追いやるか
そして怠慢がどれほどの後悔を生むか
嫌というほど思い知らされたよ――
そう、あの時の騎士団は覚者を頼り
研鑽を怠っていたのだ",Gerd,,Gerd,,Gerd
"騎士団は変わった――
その報告をしたくてここに来たというわけだ
貴殿が取り返してくれた旗を持ち帰って
弔ってもらうとしよう",Gerd,,Gerd,,Gerd
"では、世話になったな
ああ、建物から漏れてきた音が聞こえた",Gerd,,Gerd,,Gerd
"かなり激しい戦闘だったようだな
もちろん、礼はちゃんとさせてもらうよ
その奮闘ぶりに報いるようにな",Gerd,,Gerd,,Gerd
おお――その旗を持ち帰ってくれたのか！？,Gerd,,Gerd,,Gerd
"あの建物はかつて騎士団の詰め所でな
ある夜、オークどもの襲撃を受けて
壊滅状態に陥り、多くの命が失われた
そんな逸話を持つ場所なのだ",Gerd,,Gerd,,Gerd
"わたしが団長を目指したのはその夜からだ
あの時わたしは若く、力も無かった",Gerd,,Gerd,,Gerd
"上の無茶な判断がいかに仲間を死に追いやるか
そして怠慢がどれほどの後悔を生むか
嫌というほど思い知らされたよ――
そう、あの時の騎士団は覚者を頼り
研鑽を怠っていたのだ",Gerd,,Gerd,,Gerd
"騎士団は変わった――
その報告をしたくてここに来たというわけだ
貴殿が取り返してくれた旗を持ち帰って
弔ってもらうとしよう",Gerd,,Gerd,,Gerd
"では、世話になったな
ああ、建物から漏れてきた音が聞こえた",Gerd,,Gerd,,Gerd
"敵は相当手強かったようだな
もちろん、礼はちゃんとさせてもらうよ
その奮闘ぶりに報いるようにな",Gerd,,Gerd,,Gerd
"何も見つからないようであれば
無理は禁物だ",Gerd,,Gerd,,Gerd
