old,speaker,english,speaker,english,speaker
ヒッ――ヒヒッ！,Dalia,,Dalia,,Dalia
"この洞窟の中にはとっても珍しい
花が咲いているのさ",Dalia,,Dalia,,Dalia
"それをさ、採ってきてくれないかい？
ヒヒッ！",Dalia,,Dalia,,Dalia
ヒッ――ヒヒッ！,Dalia,,Dalia,,Dalia
"この洞窟の中にはとっても珍しい
花が咲いているのさ",Dalia,,Dalia,,Dalia
それをさ、採ってきてくれないかい？,Dalia,,Dalia,,Dalia
"数はそこそこあるとうれしいね
ヒヒッ！",Dalia,,Dalia,,Dalia
ヒッ――ヒヒッ！,Dalia,,Dalia,,Dalia
"この洞窟の中にはとっても珍しい
花が咲いているのさ",Dalia,,Dalia,,Dalia
"それをさ、採ってきてくれないかい？
かなりいっぱい欲しいところだね
ヒヒッ！",Dalia,,Dalia,,Dalia
"ヒッ――ヒヒッ！
よく見つけたね",Dalia,,Dalia,,Dalia
"ん？　どうしたんだ――
ほら、用は済んだからさっさとお行き",Dalia,,Dalia,,Dalia
"ヒッ――ヒヒッ！
よく見つけたね",Dalia,,Dalia,,Dalia
ん？　どうしたんだ――,Dalia,,Dalia,,Dalia
"花をどうするつもりかって？
そんなのあたしの勝手だろうよ
ヒヒッ！",Dalia,,Dalia,,Dalia
"ヒッ――ヒヒッ！
そうそう、これこれ――
よく見つけたね",Dalia,,Dalia,,Dalia
ん？　どうしたんだ――,Dalia,,Dalia,,Dalia
"花をどうするつもりかって？
これはね――孫にあげるのさ
あの子のお墓に手向けようと思ってね",Dalia,,Dalia,,Dalia
"こんなバァの頼みを聞いてくれて
本当に感謝しているよ",Dalia,,Dalia,,Dalia
"あんたに頼みごとをしていなかったかね？
洞窟だよ、洞窟――ヒヒッ！",Dalia,,Dalia,,Dalia
