old,new,speaker,english,speaker,english,speaker
"よぉ相棒――
早速会いに来てくれたのか
元気だったか？",,Mephis,,Mephis,,Mephis
こっちの方は――まぁ、ぼちぼちだな,,Mephis,,Mephis,,Mephis
"クルト家の運営を取り纏めてた家令と
さらには当主までいなくなっちまったんだ――
なかなかに渾沌とした状態だぜ",,Mephis,,Mephis,,Mephis
"とりあえず、今は<NPC 681>の悪事について
他にも証拠がないか家探ししろって任務が来てる
元レジスタンスってことで
暇そうな<NPC 691>と<NPC 697>も駆り出してな",,Mephis,,Mephis,,Mephis
"――覚者、よかったらあいつらにも
会いに行ってやってくれよ",,Mephis,,Mephis,,Mephis
"それじゃあ――
<STG 473>へ向かうか？",,Mephis,,Mephis,,Mephis
はい,Yes,Mephis,,Mephis,,Mephis
いいえ,No,Mephis,,Mephis,,Mephis
それじゃ、出発するか,,Mephis,,Mephis,,Mephis
"そうか？
まぁ、急ぐようなことじゃないからな
準備が出来たら声をかけてくれ",,Mephis,,Mephis,,Mephis
"おお、そうか！
それじゃあ準備ができたら、声をかけてくれ",,Mephis,,Mephis,,Mephis
"クルト家の運営を取り纏めてた家令と
さらには当主までいなくなっちまったんだ――
なかなかに渾沌とした状態だぜ",,Mephis,,Mephis,,Mephis
"とりあえず、今は<NPC 681>の悪事について
他にも証拠がないか家探ししろって任務が来てる
元レジスタンスってことで
暇そうな<NPC 691>と<NPC 697>も駆り出してな",,Mephis,,Mephis,,Mephis
"――覚者、よかったらあいつらにも
会いに行ってやってくれよ",,Mephis,,Mephis,,Mephis
"今は――
屋敷にはガクシャしかいないみたいだな
バジットの奴、またサボりに行ったのか？",,Mephis,,Mephis,,Mephis
"ガクシャなら２階にいるはずだぜ
お前が会いに来たって知ったら、きっと
喜ぶだろうよ",,Mephis,,Mephis,,Mephis
"おや、覚者クン――
元気そうでよかったよ
遊びに来てくれたのかい？",,Raksha,,Raksha,,Raksha
"そうだ、実はね――
隠し書棚から<NPC 681>の前の当主――
エミル様の日記が見つかったんだ",,Raksha,,Raksha,,Raksha
"それによると生前、自分が運営していた救済施設で
特に可愛がっていた子供を一人、後継者として
養子にとる手配を進めていたらしい",,Raksha,,Raksha,,Raksha
"しかし、残念ながらその子供の名前はわからなかった
その子さえ見つかれば
当主不在の混乱も収まるんだが――",,Raksha,,Raksha,,Raksha
"あっ！　でもこれはメフィスには言わないでくれ
詳しくは分からんが、どうやら彼――
エミル様にずいぶんとご執心だったそうじゃないか
その話を聞いたら、落ち込むかもしれないだろう",,Raksha,,Raksha,,Raksha
"ところで――君は、他の仲間たちにも
会いに行くのかい？",,Raksha,,Raksha,,Raksha
"もしカレンに会ったら、伝えてくれ
大急ぎで、とびきりの酒を見繕っておいてくれ
――とね！
頭を使うと喉が渇くんだ、頼んだよ！",,Raksha,,Raksha,,Raksha
"ところで――君は、他の仲間たちにも
会いに行くのかい？",,Raksha,,Raksha,,Raksha
