old,speaker,english,speaker,english,speaker
"――あの、少しいいでしょうか？
本日３番目に話しかけてきた人に
頼もうと決めていたことがあるんです",Johann,,Johann,,Johann
"その、ですね――
私の代わりに魔物を倒して
もらえないでしょうか？",Johann,,Johann,,Johann
"このあたりを徘徊している
かなり大きな魔物なので、遭遇すれば
おそらく分かると思います",Johann,,Johann,,Johann
"実は親友の仇でして
自分で倒すべきだと解っているのですが
その勇気も気力もなく――",Johann,,Johann,,Johann
"――あの、少しいいでしょうか？
本日４番目に話しかけてきた人に
頼もうと決めていたことがあるんです",Johann,,Johann,,Johann
"その、ですね――
私の代わりに魔物を倒して
もらえないでしょうか？",Johann,,Johann,,Johann
"このあたりを徘徊している
かなり大きな魔物なので、遭遇すれば
おそらく分かると思います",Johann,,Johann,,Johann
"実は親友の仇でして
自分で倒すべきだと解っているのですが
その勇気も自信もなく――",Johann,,Johann,,Johann
"しかし、相当に強力な魔物です
あなたも自信がないようであれば
遠慮なく断っていただいて結構ですので――",Johann,,Johann,,Johann
"――あの、少しいいでしょうか？
本日５番目に話しかけてきた人に
頼もうと決めていたことがあるんです",Johann,,Johann,,Johann
"その、ですね――
私の代わりに魔物を倒して
もらえないでしょうか？",Johann,,Johann,,Johann
"このあたりを徘徊している
かなり大きな魔物なので、遭遇すれば
おそらく分かると思います",Johann,,Johann,,Johann
"実は親友の仇でして
自分で倒すべきだと解っているのですが
とてもその勇気も自信も勝算もなく――",Johann,,Johann,,Johann
"そう、その魔物は大変に凶暴なのです
きっと３０人は既に殺されているでしょう
――あの身も凍るような光景――！",Johann,,Johann,,Johann
"恥ずかしい話ですが
私はあの魔物と遭遇してから
完全に戦士としての気力を喪失してしまいました",Johann,,Johann,,Johann
"もちろん、断ってくださって結構です
無理をして、あなたまでそうなることは
ありませんから――",Johann,,Johann,,Johann
え？　倒してくれたのですか？,Johann,,Johann,,Johann
"――実はですね
今となってはあの魔物が本当に
親友の仇かどうか、わからないのです
しかし、私の気はおさまりました",Johann,,Johann,,Johann
本当にありがとうございます,Johann,,Johann,,Johann
え？　倒してくれたのですか？,Regina,,Regina,,Regina
"――実はですね
今となってはあの魔物が本当に
親友の仇かどうか、疑わしいのです",Regina,,Regina,,Regina
"もしかすると、同じ種類の別の魔物
だったのかもしれなくて――",Regina,,Regina,,Regina
"しかし、私の気はおさまりました
大変だったでしょう
本当にありがとうございます",Regina,,Regina,,Regina
"え！？
本当にあの魔物を倒してくれたのですか？",Johann,,Johann,,Johann
"――実はですね
今となってはあの魔物が本当に
親友の仇かどうか、疑わしいのです",Johann,,Johann,,Johann
"いやしかし、そんなことを言ってはいけませんね
あなたが大変な思いをして討伐して
くださったというのに――！",Johann,,Johann,,Johann
"ありがとう――本当にありがとうございます
これで私は少し、希望を思い出すことが
できました",Johann,,Johann,,Johann
"いずれ、もう少ししたら――
顔を上げて生きて行こうと思います",Johann,,Johann,,Johann
"私には無理なのです
とてもとても、あの魔物に立ち向かえるような
勇気も気力もありませんから――",Johann,,Johann,,Johann
