old,new,speaker,english,speaker,english,speaker
"ねぇ！
ピレモスへ運ぶ食料
準備できたから行きたいな！",,Carrie,,Carrie,,Carrie
"よーし！
そうこなくっちゃね！",,Carrie,,Carrie,,Carrie
"アタシはいつでも大丈夫だから
準備できたら声かけてね！",,Carrie,,Carrie,,Carrie
"今回は無事に運べてよかったね！
食料！",,Carrie,,Carrie,,Carrie
"ピレモスの人たち
まだ困ってるから
また手伝ってね！",,Carrie,,Carrie,,Carrie
"こんな辺境の村まで
食料運んでくれてありがとう",,Andrea,,Andrea,,Andrea
"今は少しでも助けが欲しい時だから
遠慮せず頼らせてもらうよ",,Andrea,,Andrea,,Andrea
"キャリーにも
お礼言っておいて",,Andrea,,Andrea,,Andrea
"あ！
もう準備できた？",,Carrie,,Carrie,,Carrie
"それじゃあさっそく出発！
とりあえず――どっち行く？",,Carrie,,Carrie,,Carrie
穏やかな野原（かんたん）,"""Calm Field"" (Easy)",Carrie,,Carrie,,Carrie
険しい山道（難しい）,"""Steep Mountain Path"" (Hard)",Carrie,,Carrie,,Carrie
"砦の近くだし
ここはまだ安心だね！",,Carrie,,Carrie,,Carrie
散歩気分でフラっと出発！,,Carrie,,Carrie,,Carrie
"あまり行かない場所だから
ちょっと心配だな…",,Carrie,,Carrie,,Carrie
"あなたの後ろ
ピタっと貼り付いてくからヨロシクね！",,Carrie,,Carrie,,Carrie
"ここはもう何もなさそうね
じゃあ～次行こっか",,Carrie,,Carrie,,Carrie
"ふぅー
なんとかピレモスまでたどり着いたねー",,Carrie,,Carrie,,Carrie
"運んできた食料は村の人に渡しておくから
アンドレアに一声かけてきてね！",,Carrie,,Carrie,,Carrie
"さてと！
無事にピレモスに食料運べたし
アタシたちは砦に帰ろっか！",,Carrie,,Carrie,,Carrie
丘に向かいます（仮）,,Carrie,,Carrie,,Carrie
川辺に向かいます（仮）,,Carrie,,Carrie,,Carrie
ピレモスに向かいます（仮）,,Carrie,,Carrie,,Carrie
山道から丘に向かいます（仮）,,Carrie,,Carrie,,Carrie
"なんかさ
水辺に来るとゾワっっとするんだよね",,Carrie,,Carrie,,Carrie
"たぶん"アイツ"がいそうだからかな
苦手なんだよねー
あのなんかシメっぽい感じが！",,Carrie,,Carrie,,Carrie
"ああ　想像しただけで
なんだかムズムズしてきた…",,Carrie,,Carrie,,Carrie
水辺にいる"アイツ"？,,Carrie,,Carrie,,Carrie
警戒は必要だ,,Carrie,,Carrie,,Carrie
えっと…大丈夫？,,Carrie,,Carrie,,Carrie
"ダメ！アイツが今出てきたらやばい！
もうがまんできない！",,Carrie,,Carrie,,Carrie
"ここに埋める！埋めるわ食料！
緊急事態に備えないとっ！",,Carrie,,Carrie,,Carrie
"このあたり…
い…いないよね
いたらすでに大惨事だもんね",,Carrie,,Carrie,,Carrie
"落ち着けアタシ！
スーハー！スーハー！
深呼吸！",,Carrie,,Carrie,,Carrie
"あ…アイツが来る前に
隠れるための穴掘らないと！",,Carrie,,Carrie,,Carrie
（ザクザクザクザク！！）,,Carrie,,Carrie,,Carrie
…って、あっ！,,Carrie,,Carrie,,Carrie
"これってアタシの大好物！
ラッキー！
もらっとこう♪",,Carrie,,Carrie,,Carrie
"ねぇ
このあたりあやしそうだから
ちょっと掘ってみようかと思うんだけど…",,Carrie,,Carrie,,Carrie
どのへん掘るのがいいかなー？,,Carrie,,Carrie,,Carrie
足元まっすぐ！,,Carrie,,Carrie,,Carrie
もう少し右…かな,,Carrie,,Carrie,,Carrie
う～ん　じゃあ気持ち左で！,,Carrie,,Carrie,,Carrie
"やっぱりこういう時は
まっすぐ真下がセオリーよね！",,Carrie,,Carrie,,Carrie
（ザクザクザクザク！！）,,Carrie,,Carrie,,Carrie
おおおおおおおおっ！,,Carrie,,Carrie,,Carrie
"見て！
こんなにたくさん食べれそうなものが！
まさに宝の山だね！",,Carrie,,Carrie,,Carrie
"よし！
少し右だね！
任せて！",,Carrie,,Carrie,,Carrie
（ザクザクザクザク…………）,,Carrie,,Carrie,,Carrie
おっ！,,Carrie,,Carrie,,Carrie
"少しだけだけど
食べられそうなものあったよ！",,Carrie,,Carrie,,Carrie
"よし！
少し左掘ってみるね！",,Carrie,,Carrie,,Carrie
（ザクザク……ザク……ザク……）,,Carrie,,Carrie,,Carrie
"うーん
何もないかぁ
残念！",,Carrie,,Carrie,,Carrie
"みてみて！
かわいいでしょ？この子たち",,Carrie,,Carrie,,Carrie
"アタシがいっつも
おいしいごはんあげてるの！",,Carrie,,Carrie,,Carrie
"あ――でも
恥ずかしがり屋の次男坊
"ミディ"がいないんだよねー",,Carrie,,Carrie,,Carrie
"近くにいるはずだから
代わりにごはん
あげてきてくれないかな？",,Carrie,,Carrie,,Carrie
"あ　ミディ見つかった？
ブタさんの一心不乱にユルい感じ
なんだか癒されるよねー",,Carrie,,Carrie,,Carrie
う～ん　食べられそうなものは…,,Carrie,,Carrie,,Carrie
何かないかなぁ？,,Carrie,,Carrie,,Carrie
ねぇ！,,Carrie,,Carrie,,Carrie
えぇ！？,,Carrie,,Carrie,,Carrie
こっち来ないでってば！,,Carrie,,Carrie,,Carrie
これは食べられそうだね！,,Carrie,,Carrie,,Carrie
"あ！見て見て！
ウサギがこんなにたくさん！",,Carrie,,Carrie,,Carrie
"これだけいれば
それなりの食料になるね！",,Carrie,,Carrie,,Carrie
"よーし！
この調子で
"秘密のスポット"に行っちゃうんだからっ！",,Carrie,,Carrie,,Carrie
"なんか――やたらデカいネズミ
いるね――",,Carrie,,Carrie,,Carrie
"さすがにこれは
ちょっと食べられないかなぁ",,Carrie,,Carrie,,Carrie
"うーん――
あまり食料とれなかったけど
もうこの辺で切上げよっか",,Carrie,,Carrie,,Carrie
"この辺の魔物くらいだったら
軽～くひとひねりね！
あなたなら！",,Carrie,,Carrie,,Carrie
"ふぅ――
ちょっとシャレにならないね！
この辺の魔物――",,Carrie,,Carrie,,Carrie
""秘密のスポット"に到着！
これはたくさん食料が見つかる予感！",,Carrie,,Carrie,,Carrie
