old,new,speaker,english,speaker,english,speaker
"<NPC 682>を完全に落とすためには
まだまだ《証拠》が足りない――",,Mephis,,Mephis,,Mephis
"メガドの中で得られる証拠はまだまだ
あるはずだ
さぁ、《諜報活動》にでかけよう",,Mephis,,Mephis,,Mephis
"<COL ff2600>調査できそうな場所が無くなったり
《諜報活動》を終えたいときは
俺に声をかけてくれ</COL>",,Mephis,,Mephis,,Mephis
"よし、それじゃあ出発の準備ができたら
もう一度俺に声をかけてくれ",,Mephis,,Mephis,,Mephis
それじゃあ、メガドでの《諜報活動》を始めるか？,,Mephis,,Mephis,,Mephis
はい,Yes,Mephis,,Mephis,,Mephis
いいえ,No,Mephis,,Mephis,,Mephis
今日はもう終わりにするか？,,Mephis,,Mephis,,Mephis
まだ続ける,Continue on,Mephis,,Mephis,,Mephis
もう終わりにする,,Mephis,,Mephis,,Mephis
"夜のメガドは危険だ
しっかり準備していけよ",,Mephis,,Mephis,,Mephis
"もうすぐ夜が明けるな
帰るぞ――",,Mephis,,Mephis,,Mephis
さぁ、今日もやるか,,Mephis,,Mephis,,Mephis
新しい《証拠》を手に入れたぞ！,,Mephis,,Mephis,,Mephis
"はぁ、疲れた――ようお二人さん
よくもまぁ、そこまで勤勉に任務に
勤しめるよなぁ",,Basit,,Basit,,Basit
たまには息抜きにワイワイ遊んでみたらどうだ？,,Basit,,Basit,,Basit
"――っていうのも、さっき子供に捕まって
めちゃくちゃ遊ばされてたのさ
ほら――俺たちが最初に会った時の
目撃者になった子供たちだよ",,Basit,,Basit,,Basit
"で、お礼にこんなガラクタもらっちまったんだが
あの子ら、どうやらいろんなモンを
溜め込んでるみたいだぜ
ゴミみたいなガラクタから、掘り出し物まで――",,Basit,,Basit,,Basit
"もしかしたら、意外なお宝を持ってるかもな
忙しいなら無理にとはいわないけどよ
子供たちなら、そこの庭園の先にいるぜ",,Basit,,Basit,,Basit
"シッ――！
今、怪しい奴を見かけたから
張り込み中なんだ",,Jan,,Jan,,Jan
"ところで、覚者さん――変な話なんだが
いつも、この辺りをパトロールしている
王国兵がいるんだよ",,Jan,,Jan,,Jan
"そこの路地を往復して、
見回っていくのが日課なんだ
俺は顔見知りだから、よくここから
挨拶する――",,Jan,,Jan,,Jan
"だけど、今日はやけに戻ってくるのが
遅い気がするんだよな
何か危険な目に遭ってないといいが",,Jan,,Jan,,Jan
"あら、覚者さん！
今夜も諜報任務中なの？",,Karen,,Karen,,Karen
"そうねぇ、私も
特に目新しい情報は得られてないけど――
――そうだわ！",,Karen,,Karen,,Karen
"最近ね、大階段横の路地に
王国兵が集まってサボっているみたいよ
もしかしたら、一般市民じゃ知り得ない情報を
持ってるかもしれないと思ったんだけど――",,Karen,,Karen,,Karen
――――私、役に立てたかしら？,,Karen,,Karen,,Karen
"あ、覚者さん、メフィスさん――
こんばんは",,Esen,,Esen,,Esen
"な、何も変わったことなんて――
ないです――",,Esen,,Esen,,Esen
――――本当です,,Esen,,Esen,,Esen
――――,,Esen,,Esen,,Esen
"ごめんなさい、嘘ついちゃって
誰にも言うなって口止めされて――",,Esen,,Esen,,Esen
"実は、さっき女の人が大慌てで
走ってきて、わたしとぶつかったの
「私に会ったことは誰にも言うな」って――
何かを大事そうに抱えて、大門の方へ行ったみたい",,Esen,,Esen,,Esen
"その――覚者さんなら、言っても
あの人を痛めつけたりしないかなって",,Esen,,Esen,,Esen
"あら、どうしたんです覚者さん
きょろきょろして――
どなたかお探しですか？",,Muget,,Muget,,Muget
"ガクシャさん――あぁ、あの人なら
バザールの方でいつも飲んだくれてますよ
最近物騒だってのに、よくやりますよね～",,Muget,,Muget,,Muget
"あの人、酔うと通行人に絡んで
ものすごく面倒なんです――
覚者さんも、会いに行くなら
気を付けてくださいね",,Muget,,Muget,,Muget
"おう、お二人さん
あれか、えーと――
諜報任務ってやつ？",,Basit,,Basit,,Basit
"俺はブラブラ――あ、いや
情報収集してたんだよ！
昔のツテは頼れないからさ――
地道に足を使って、な！",,Basit,,Basit,,Basit
"何か分かったら連絡するぜ～
またな",,Basit,,Basit,,Basit
"あら、覚者さんとメフィスさん
諜報中なの？
ご苦労さま！",,Karen,,Karen,,Karen
"私は今、集会所に備蓄しておく
食料を買ってきたところなのよ
この先、何があるかわからないでしょ？",,Karen,,Karen,,Karen
"私も、何か情報を手に入れたら
一番に知らせるわね！",,Karen,,Karen,,Karen
"おう、覚者さんにメフィスさん
諜報活動中かい？",,Jan,,Jan,,Jan
"俺も周りの奴らに
探りを入れたりしてるんだが――
今の所、有力な情報は無いな",,Jan,,Jan,,Jan
"引き続き、聞き込みしてみるぜ
何かあったら伝えるよ",,Jan,,Jan,,Jan
"あ、こんばんは
もしかして今、諜報中ですか？
憲兵には気を付けてくださいね",,Shem,,Shem,,Shem
"僕も、一応周りの知り合いに
探りを入れたりして調べてるんです",,Shem,,Shem,,Shem
"何か、有用そうなことを聞いたら
覚者さんにお知らせしますね！",,Shem,,Shem,,Shem
"あ――覚者さんとメフィスさん
こんばんは",,Esen,,Esen,,Esen
"あの、わたし――1人で出歩いたら
ダメって言われてるんだけど
どうしても、皆さんみたいに
情報収集をして、役に立ちたくて――",,Esen,,Esen,,Esen
"大丈夫、友達に話を聞いたらすぐ戻るから
――何か分かったら、すぐ伝えますね",,Esen,,Esen,,Esen
"覚者さん、メフィスさん、こんばんは
諜報任務ご苦労様です",,Muget,,Muget,,Muget
"わたしも今、メガドでいろいろ
聞いて回ろうかな～と思っていたところだったんです
本当ですよ",,Muget,,Muget,,Muget
何か分かったらお伝えしますね,,Muget,,Muget,,Muget
"やぁやぁお二人さん、任務中かい？
わざわざ訪ねてくれるとは感激だね",,Raksha,,Raksha,,Raksha
"僕はずっと集会所にいるよ
なにせ頭脳派だから、足を使うのは
得意じゃないんだ",,Raksha,,Raksha,,Raksha
"今は、どうしたら<NPC 681>侯爵を
縛り上げられるか、戦略を練っていたのさ
ずる賢い彼のことだ、ただ告発するだけじゃ
上手く逃げられてしまうだろうからね",,Raksha,,Raksha,,Raksha
"ま、考えがまとまったらメフィスくんから
伝えてもらうことにするよ",,Raksha,,Raksha,,Raksha
油断するな、迅速に片付けよう,,Mephis,,Mephis,,Mephis
仲間を呼ばれる前に、確実に息の根を止めよう,,Mephis,,Mephis,,Mephis
さすがは覚者サマ、といったところだな,,Mephis,,Mephis,,Mephis
"おい、そろそろ＜オーク軍の密通文書＞の
　　　　　翻訳が終わった頃じゃないか？",,Mephis,,Mephis,,Mephis
まずはエニスとオークの密談現場へ行ってみよう――,,Mephis,,Mephis,,Mephis
"はいはい、何を知りたいのかい？
アンタはお得意様だし
たまには誰かに肩入れするのもいいかと思ってね――
今回は特別に無償で聞いてやろう",,Johoya,,Johoya,,Johoya
オーク軍の暗号文書に関して,,Johoya,,Johoya,,Johoya
なんでもない,Nothing,Johoya,,Johoya,,Johoya
"へぇ、珍しい物を持っているじゃないかい
アンタたち、また面白いことをしてるようだね――
売ってくれるのかい？",,Johoya,,Johoya,,Johoya
"このオークの暗号文書を、翻訳したいって？
オークの暗号に詳しい人間ねぇ――
あぁ、心当たりが無い訳じゃないよ",,Johoya,,Johoya,,Johoya
"ここいらじゃ《<NPC 697>》って呼ばれてんだが
なんでも、オークやゴブリンどもの生態やら言語やらの
研究をやってたとかで、一時は情報兵として
働いたこともあるって噂だけど――",,Johoya,,Johoya,,Johoya
"ま、アタシに言わせりゃただの飲んだくれさ
それでも良いってんなら場所を教えてやるよ",,Johoya,,Johoya,,Johoya
