old,speaker,english,speaker,english,speaker
"な、なんだよ！
タラスクに敗れた俺を笑いに来たのか？
――冗談だよ、あんたの実力は村の誰もが認めてるぜ
タラスクを倒すなんて、素直に憧れるよ",Fionn,,Fionn,,Fionn
"実は俺もさ、もう一度タラスクに挑んでみたんだ
でもダメだったよ、手も足も出なかった――
なぁ、あんたに頼みたい事があるんだ",Fionn,,Fionn,,Fionn
"もう一度、あいつと戦ってくれないか？
あんたの戦う姿から学びたいんだ――
ま、そうしろってワイニから言われたんだけどさ！
とにかく、もう一度タラスクを倒してみてくれよ",Fionn,,Fionn,,Fionn
"あぁもちろん、俺が真似できないようなこと――
竜の力で復活するとか、そういうのは無しで頼む
やってくれるよな？　期待してるぞ！",Fionn,,Fionn,,Fionn
"あんたがタラスクをもう一度倒す姿を見て
強いヤツの戦い、ってものを学びたいんだ――
もちろん、俺が真似できないような
竜の力で復活するとかのズルは無しで頼むぜ",Fionn,,Fionn,,Fionn
"俺も本当の実力を発揮できれば結構良い感じだと
思うんだけど――あんたには敵わないからな
勉強させてくれよ！",Fionn,,Fionn,,Fionn
"やっぱりあんた、すごいな
すごすぎて、何を学んだらいいか分からなかった
上には上がいるもんだな――",Fionn,,Fionn,,Fionn
"俺、本気の実力ではマーホンやワイニにも
負けないって思ってたけど――
目が覚めたよ！　ありがとうな",Fionn,,Fionn,,Fionn
"おい、ズルは無しって言っただろ？
――でもまぁ、学ぶところはあった
引き受けてくれて感謝するよ",Fionn,,Fionn,,Fionn
"ま、数多の強者と戦ったあんたですら
そんなザマなんだもんな！
俺が勝てないのも無理ないと思わないか？
おっと――今の、皆には内緒だぜ",Fionn,,Fionn,,Fionn
パーティメンバーが死亡状態になりました,The White Dragon,,The White Dragon,,The White Dragon
依頼者からの報酬が下がります,The White Dragon,,The White Dragon,,The White Dragon
