old,speaker,english,speaker,english,speaker
"お前、暇そうだな
なあ、良かったら砦の資材集めを
手伝ってくれないか",Cyrus,,Cyrus,,Cyrus
"そんな顔するなよ
こっちも討伐任務で忙しいんだ
人助けだと思ってやってくれよ、な？",Cyrus,,Cyrus,,Cyrus
"小間使いのように頼んじまって悪いな
集めてきたら俺に一声かけてくれ",Cyrus,,Cyrus,,Cyrus
"お、ありがてえ
これがないと副隊長がうるさいからな――",Cyrus,,Cyrus,,Cyrus
"さて、それはいいんだが
ちょっと討伐任務の方も手一杯になってきてな",Cyrus,,Cyrus,,Cyrus
"ついでと言っちゃなんだが――
魔物の片付けも手伝ってくれやしないか？",Cyrus,,Cyrus,,Cyrus
お前は本当に便利なやつ――,Cyrus,,Cyrus,,Cyrus
"いや、なんでもないぞ
忘れてくれ",Cyrus,,Cyrus,,Cyrus
"もう倒してきたのか
やっぱり腕は一流だな",Cyrus,,Cyrus,,Cyrus
"ここ最近ずっと手を焼いている魔物だったんだ
お前にかかれば一捻りだったか",Cyrus,,Cyrus,,Cyrus
