old,speaker,english,speaker,english,speaker
"ちょっとあんた聞いてくれ！
すぐそこに魔物どもが迫っているんだ！",Lightly-Equipped Soldier,,Lightly-Equipped Soldier,,Lightly-Equipped Soldier
"追い払わないとこっちの方に
向かってくるかもしれん
何とかできないか！？",Lightly-Equipped Soldier,,Lightly-Equipped Soldier,,Lightly-Equipped Soldier
"ちょっとあんた聞いてくれ！
すぐそこに魔物どもが迫っているんだ！",Lightly-Equipped Soldier,,Lightly-Equipped Soldier,,Lightly-Equipped Soldier
"それも、かなり手強そうな感じのヤツらだ
俺ではどうにもできそうにない",Lightly-Equipped Soldier,,Lightly-Equipped Soldier,,Lightly-Equipped Soldier
"放っておけばどんな事態になるか――
なぁ、何とかできないか！？",Lightly-Equipped Soldier,,Lightly-Equipped Soldier,,Lightly-Equipped Soldier
"ちょっとあんた聞いてくれ！！
大変だ、すぐそこに見るからに危険な
魔物どもが迫っているんだ！",Lightly-Equipped Soldier,,Lightly-Equipped Soldier,,Lightly-Equipped Soldier
"あんな魔物、とてもではないが
俺にどうこうできる相手じゃない
ポーン郷の戦徒だって敵うかどうか――",Lightly-Equipped Soldier,,Lightly-Equipped Soldier,,Lightly-Equipped Soldier
"あんた、覚者なんだろ！？
何とかしてくれよ！",Lightly-Equipped Soldier,,Lightly-Equipped Soldier,,Lightly-Equipped Soldier
"さあ、急いで現場へ向かってくれ
だけど強敵だ、くれぐれも油断するなよ",Lightly-Equipped Soldier,,Lightly-Equipped Soldier,,Lightly-Equipped Soldier
"ああ、魔物どもを追い払って
くれたのか、助かった！",Lightly-Equipped Soldier,,Lightly-Equipped Soldier,,Lightly-Equipped Soldier
"あれくらいのなら俺でもなんとか
なったが、ちょっと数がいたからな",Lightly-Equipped Soldier,,Lightly-Equipped Soldier,,Lightly-Equipped Soldier
また何かあったらよろしく頼む,Lightly-Equipped Soldier,,Lightly-Equipped Soldier,,Lightly-Equipped Soldier
"ああ、魔物どもを追い払って
くれたのか、ありがとう！",Lightly-Equipped Soldier,,Lightly-Equipped Soldier,,Lightly-Equipped Soldier
"言ったとおり、手強かっただろ？
また来るかもしれない――",Lightly-Equipped Soldier,,Lightly-Equipped Soldier,,Lightly-Equipped Soldier
その時は、よろしく頼む,Lightly-Equipped Soldier,,Lightly-Equipped Soldier,,Lightly-Equipped Soldier
"おお、魔物どもを追い払って
くれたのか、ありがとう！！",Lightly-Equipped Soldier,,Lightly-Equipped Soldier,,Lightly-Equipped Soldier
"相当危険そうな奴らだったが
さすが覚者だな！",Lightly-Equipped Soldier,,Lightly-Equipped Soldier,,Lightly-Equipped Soldier
"感心したよ！
もしまた奴らが襲ってくるような
ことがあれば、また助けてくれないか",Lightly-Equipped Soldier,,Lightly-Equipped Soldier,,Lightly-Equipped Soldier
"準備に時間がかかっているようだな
できれば急いで欲しいのだが――",Lightly-Equipped Soldier,,Lightly-Equipped Soldier,,Lightly-Equipped Soldier
ともあれ、油断はするなよ,Lightly-Equipped Soldier,,Lightly-Equipped Soldier,,Lightly-Equipped Soldier
