old,new,speaker,english,speaker,english,speaker
"《ベルタ盗賊団のアジト》への食料支援も順調だね！
さて、荷物の準備もできたから
今日もまた行きたいな！",,Carrie,,Carrie,,Carrie
"よーし！
そうこなくっちゃね！",,Carrie,,Carrie,,Carrie
"アタシはいつでも大丈夫だから
準備できたら声かけてね！",,Carrie,,Carrie,,Carrie
"あ、もう準備できた？
それじゃあさっそく出発しよう
盗賊さんのアジトまでの道だけど――",,Carrie,,Carrie,,Carrie
"《大きな街道》は、
野営地との間にある一番大きい道で、安全安心！
食料はあんまりたくさんは見つからないけどね",,Carrie,,Carrie,,Carrie
"《外れにある関所》は、めったに人も通らないし
手強い魔物がいてもおかしくなさそう――
でも、手付かずの食料はたくさん見つかるかも！",,Carrie,,Carrie,,Carrie
今回はどっちの道で行く？,,Carrie,,Carrie,,Carrie
《大きな街道》（ふつう）,"""Great Highway"" (Normal)",Carrie,,Carrie,,Carrie
《外れにある関所》（危険）,"""Outskirts Checkpoint"" (Danger)",Carrie,,Carrie,,Carrie
"わかった！
街道は砦からそんなに離れてないし
食料を運ぶのにも慣れてきたから大丈夫",,Carrie,,Carrie,,Carrie
"それじゃあ
早速出発しよう！",,Carrie,,Carrie,,Carrie
"やっぱり、苦労しないと
いいものは得られないよね！",,Carrie,,Carrie,,Carrie
"魔物が出たら――その時はその時！
討伐の方はよろしくね",,Carrie,,Carrie,,Carrie
"食料を探すなら、この辺が良さそうかな
よし！　あっちに行ってみよう",,Carrie,,Carrie,,Carrie
"ここはもう何もなさそうだね
次にここから近い場所は――と",,Carrie,,Carrie,,Carrie
"《見通しのいい森》は、魔物が出たとしても
あなたならきっと軽く倒せるんじゃないかな
食料はそんなに無い場所だけど",,Carrie,,Carrie,,Carrie
"《嫌な思い出の湖畔》は――
前に"アイツ"がいたよね？
食料があるとか、そういう問題じゃなく――！",,Carrie,,Carrie,,Carrie
"今、手持ちの食料はこれだけあるけど――
アタシの気持ちも考えたうえで決めてね
進路はあなたに託すよ！",,Carrie,,Carrie,,Carrie
《見通しのいい森》（ふつう）,,Carrie,,Carrie,,Carrie
《嫌な思い出の湖畔》（難しい）,,Carrie,,Carrie,,Carrie
"うんうん、実に"賢明な判断"！
気軽にお散歩しながら食料確保できるからね
最高のルートだと思うな",,Carrie,,Carrie,,Carrie
ほら、あなたの気が変わらないうちに行くよ！,,Carrie,,Carrie,,Carrie
"うっ――
食料の量に目がくらんで
この案を出したアタシの負けだわ――",,Carrie,,Carrie,,Carrie
"いや、この案を出したってことは
アタシも食料確保に行きたかったの、かも――
そ、それじゃ、行こうか",,Carrie,,Carrie,,Carrie
"アタシの"ダッシュ食料探し"も
もはや職人の域だね！",,Carrie,,Carrie,,Carrie
"あ、そうそう！
ローナが罠を仕掛けてくれてるからさ
盗賊のアジトに行く前に
様子、見に行こうよ！",,Carrie,,Carrie,,Carrie
"今の所、魔物なしっと――
さて、ちょっと食料探して来るね！",,Carrie,,Carrie,,Carrie
"もし、魔物が現れたら――
そのときはいつもみたいにお願い",,Carrie,,Carrie,,Carrie
"うーん、こんなもんかな？
今回は魔物出なくて良かったね！",,Carrie,,Carrie,,Carrie
"おんなじ場所でも
いたりいなかったりするよね
どの場所から来たかで、変わったりするのかな？",,Carrie,,Carrie,,Carrie
"そう言えば――檻に入ってる動物も
大変な思いした時の方が
いい結果な気がするのは気のせいかなぁ",,Carrie,,Carrie,,Carrie
"そう思うと、ちょっと気になるよね？
よし！　さっそく檻の様子見に行こっか！",,Carrie,,Carrie,,Carrie
"よーし！
今回は食料十分！",,Carrie,,Carrie,,Carrie
"そうだ！
盗賊のスニーカーさんが教えてくれた
"秘密のスポット"行っちゃわない？",,Carrie,,Carrie,,Carrie
行く,Go,Carrie,,Carrie,,Carrie
