old,speaker,english,speaker,english,speaker
"ジンゲンまで届け物があるんだけど
道中が物騒で困ってるのよ",Woman,,Woman,,Woman
"悪いんだけど、厄介そうなのを
退治してくれないかしら？",Woman,,Woman,,Woman
"ジンゲンまで届け物があるんだけど
あまりに道中が不安で足止めをくってたの",Woman,,Woman,,Woman
"なんだか、かなり危なそうなのがいてね
このままじゃさすがに通れそうにないの
お願い、退治してくれないかしら",Woman,,Woman,,Woman
でも、怪我だけはしないようにね,Woman,,Woman,,Woman
"ジンゲンまで届け物があるんだけど――
どうしよう――！",Woman,,Woman,,Woman
"ここにあんな化け物が出るなんて聞いてない
っていうか、このままじゃ誰もこの道を
通れないんじゃないかしら",Woman,,Woman,,Woman
"ねぇ、なんとか退治してもらえないかしら
この通り困ってるの",Woman,,Woman,,Woman
"でも、無理ならあきらめて戻ってくるのよ？
命かけろなんて言ってないからね",Woman,,Woman,,Woman
"あ、無事だった？　良かったわ
これで何とかジンゲンまで行けそう",Woman,,Woman,,Woman
"この辺りは、特に物取りや魔物が
集まりやすいの
また何かあったらヨロシクね",Woman,,Woman,,Woman
"あ、無事だった？　良かったわ
いかにも危なそうだったから心配だったの
これで何とかジンゲンまで行けそう",Woman,,Woman,,Woman
"この辺りは、特に物取りや魔物が
集まりやすいの
また何かあったらヨロシクね",Woman,,Woman,,Woman
"あ、無事だった？　良かったわ
あんな魔物を倒せるなんてスゴいじゃない
これで何とかジンゲンまで行けそう",Woman,,Woman,,Woman
"この辺り、たまにああいう危ないのが出るみたい
もしまた何かあったらヨロシクね",Woman,,Woman,,Woman
"どう？　何とかなりそう？
無理ならミスリウの方から行くしかないけど
ずいぶん遠回りなのよね",Woman,,Woman,,Woman
