old,speaker,english,speaker,english,speaker
"覚者殿――
フェルヤナを奪い返す戦いも
ようやくひと段落というところですかな",Mustafa,,Mustafa,,Mustafa
"ですが――アッカ―シェランには、古くから
こういう諺がありましてな
“オオカミは、霧深い森で狩りをする”",Mustafa,,Mustafa,,Mustafa
"危機は人知れず忍び寄るもの――
一難去ったと油断すれば
再び影が落ちることもありましょう",Mustafa,,Mustafa,,Mustafa
"このムスタファ、戦うことはできずとも
蒙を啓く手助けならばできるはず
覚者殿、どうか深き霧の奥にまなこを向け
大いなる危機を退けられますよう――",Mustafa,,Mustafa,,Mustafa
"“最後まで残る者は、凍え死ぬ”
アッカ―シェランの古い諺です",Mustafa,,Mustafa,,Mustafa
"覚者殿――大いなる危機とは
油断した時、隣に忍び寄るものです
我々か弱き民が凍え死ぬ前に
どうか危機を退けてくだされ――",Mustafa,,Mustafa,,Mustafa
"覚者殿――
此度も危機を退けられたようですな
何者よりも強き者、この地にありとなれば
かの強者もうかつには近寄らぬでしょう",Mustafa,,Mustafa,,Mustafa
"覚者殿――
どうやら手痛い仕打ちを受けたようですな
いずれ危機はまた訪れるでしょう――
その際には覚者殿、必ず始末をつけていただきたい",Mustafa,,Mustafa,,Mustafa
パーティメンバーが死亡状態になりました,The White Dragon,,The White Dragon,,The White Dragon
依頼者からの報酬が下がります,The White Dragon,,The White Dragon,,The White Dragon
