old,speaker,english,speaker,english,speaker
"何か騒がしいと思ったら
こんな近くに魔物が集まっていたのか",Man,,Man,,Man
"このままだと、ゾマが襲われるのも
時間の問題かもしれない",Man,,Man,,Man
"あんたが居てくれたのは運がいい
頼む！　奴らを退治してくれ",Man,,Man,,Man
"何か騒がしいと思ったら
こんな近くにこれほどの
凶悪な魔物が集まっていたのか",Man,,Man,,Man
"このままだと、ゾマが襲われるのも
時間の問題かもしれない",Man,,Man,,Man
"あんたが居てくれたのは運がいい
頼む！　奴らを退治してくれ",Man,,Man,,Man
"胸騒ぎがどうにも止まらないと思ったら
こんな近くにこれほどの
おぞましい化け物が集まっていたのか",Man,,Man,,Man
"このままだと、ゾマは襲われ
村人が一人残らず喰い殺されるのも
時間の問題かもしれない",Man,,Man,,Man
"あんたが居てくれたのは運がいい
頼む！　奴らを退治してくれ",Man,,Man,,Man
ふぅ、助かったよ,Man,,Man,,Man
"こんな所に居つく奴らはロクデナシばかりだが
それでも皆必死に生きている",Man,,Man,,Man
"あんな魔物なんかに
やられてたまるかってんだ",Man,,Man,,Man
ふぅ、助かったよ,Man,,Man,,Man
"あんな村でも居場所の無くなった俺たちにとっては
何にも代えがたい心のよりどころなんだ",Man,,Man,,Man
"あんな魔物なんかに
やられてたまるかってんだ",Man,,Man,,Man
"ふぅ、助かったよ
さすがに今回は危なかった",Man,,Man,,Man
"こんな場所でも俺たちにとっては
最後の希望、安住の地さ
どんな事が起こっても
どこにも行くあてなんてありゃしない",Man,,Man,,Man
"あんな魔物なんかに
やられてたまるかってんだ",Man,,Man,,Man
"あまりゆっくりしている時間はないぞ――
できるだけ急いでくれ",Man,,Man,,Man
