old,speaker,english,speaker,english,speaker
"お帰りなさい
結果はどうだった？",Andrea,,Andrea,,Andrea
"あら、助けてくれたのね
安心したわ――忙しいところごめんなさいね
報酬には色を付けておくから",Andrea,,Andrea,,Andrea
"――なに、伝言ですって？
ハァ、聞くまでもないわそんなもの
私、アイツとは同郷なんだけど――昔から馬鹿なのよ
いい加減、現実と向き合ってほしいんだけど――",Andrea,,Andrea,,Andrea
"お帰りなさい
結果はどうだった？",Andrea,,Andrea,,Andrea
"まぁ――そんなことになってたの
本当に馬鹿ね――昔からそうだったの
飽きっぽくて衝動的で、無茶ばかり――
戦争が始まったっていうのに、変わらないの",Andrea,,Andrea,,Andrea
"あら、ごめんなさい――興味のない話よね
アイツは私が手当てしておくから
頼みを聞いてくれて、感謝するわ",Andrea,,Andrea,,Andrea
"何か欲しいの？　――ああ、あなた
最近軍に加わったとかいう、よそから来た人ね
なかなか腕が立つらしいじゃないの、頼もしいわ",Andrea,,Andrea,,Andrea
"――ねえ、ここだけの話なんだけど
もし時間があるなら、頼みを聞いてほしいの
腕の立つ人にしか頼めないのよ",Andrea,,Andrea,,Andrea
"実は、＜<STG 1002>＞に行った
知り合いの帰りが遅くて、心配なの
オーク軍に鉢合わせしたんじゃないかって――
まさかとは思うけどね",Andrea,,Andrea,,Andrea
"あなたなら、多少のオークなんて
どうってことないでしょ？
探しに行って、急いで助け出してきてくれないかしら",Andrea,,Andrea,,Andrea
"実は＜<STG 1002>＞に行った
知り合いの帰りが遅くて、心配なの
探しに行って、急いで助け出してあげて
くれないかしら",Andrea,,Andrea,,Andrea
"あいつ、最近解放軍に入ったんだけど
ろくに鍛錬もしてないからこんなことになるのよ
飽きっぽくて迷惑なやつなのよね――",Andrea,,Andrea,,Andrea
"はぁ、はぁ、終わったのか――？
負けたよ、君は随分腕が立つんだな！
助けてくれて助かったよ",Elton,,Elton,,Elton
"子供の頃に来ていた時は、こんなに危険な
洞窟じゃなかったんだけどなぁ――
人もオークも、魔物もおかしくなってるんだな",Elton,,Elton,,Elton
"――えっ、アンドレアちゃんに言われて
助けに来てくれたって？
そうかそうか、へへ――なんだい
本当は俺のこと気にしてるんじゃないか",Elton,,Elton,,Elton
"感謝してた、って伝えてくれよ
あとで直接お礼に行くから、ってこともな！",Elton,,Elton,,Elton
"うう――もうだめだ、立てない
こんな強い奴らがいるなんて、聞いてない",Elton,,Elton,,Elton
"解放軍になんて入るんじゃなかった
俺は――故郷でのんびり暮らすはずだったのに
なんで戦争なんて――なんでこんなことに――",Elton,,Elton,,Elton
"くそ――
くそぉ――",Elton,,Elton,,Elton
おい！　コイツまさか、強くないか？,Elton,,Elton,,Elton
助けてくれえ！,Elton,,Elton,,Elton
"これ以上やったら死んじまう！
あとは任せるぜ！",Elton,,Elton,,Elton
"ひぃ、殺さないで！
――あ、あんたは――人間か
驚かせないでくれよな",Elton,,Elton,,Elton
"あんたも鍛錬に来たのか？
かくいう俺も、そのために来たんだよ
いきなりオーク相手に実戦ってのも危ないからな
魔物相手に腕試しって訳だ",Elton,,Elton,,Elton
"とはいえ、魔物ってのもなかなか強くてな
剣を振るのも久しぶりだし――
万一ってこともあるから、一緒に戦ってくれよ
その立派な装備は飾りじゃないんだろ？",Elton,,Elton,,Elton
"ほら、ちょうどいい鍛錬相手がそこにいるぞ！
サクッと終わらしちまおうぜ！",Elton,,Elton,,Elton
