old,speaker,english,speaker,english,speaker
"第二防衛区画も無事奪還できたね！
ボクの想定よりかは
少々派手な奪還劇にはなったけど――",Sonel,,Sonel,,Sonel
"こうして隊長もピンピンしてるし
結果オーライさ！",Sonel,,Sonel,,Sonel
"――おいおい
そんな目でボクを見つめないでおくれよ！",Sonel,,Sonel,,Sonel
"あれは、あの大砲くんが
ちょっとやんちゃだっただけさ！",Sonel,,Sonel,,Sonel
"さて――
いよいよ最終防衛区画へ乗り込む
奪還作戦のクライマックス目前なわけだが",Sonel,,Sonel,,Sonel
その前に、隊長に話しておきたいことがあるんだ――,Sonel,,Sonel,,Sonel
"実に、大事な話さ
もちろん聞いてくれるよね？",Sonel,,Sonel,,Sonel
"ボクと隊長の仲だ
必ずそう言ってくれると信じてたよ！",Sonel,,Sonel,,Sonel
"実は、以前第一防衛区画で
隊長に見つけてもらった杖なんだけど――",Sonel,,Sonel,,Sonel
"あれ、やっぱりボクの“相棒”じゃない
気がするんだ！",Sonel,,Sonel,,Sonel
"よく見たら結構奇抜なデザインだし
色合いも一般ウケしないし――
「あれ、こんなだったかな？」って",Sonel,,Sonel,,Sonel
"確かにあの時は、あまりの嬉しさに
「あ、これボクの“相棒”だ！」
って思ったんだけどね",Sonel,,Sonel,,Sonel
"今朝、ようやく騙されていたことに気づいて
その何処にもぶつけようのない怒りが
“彼”を薪に変えてしまったというわけさ",Sonel,,Sonel,,Sonel
"つまり、今度こそ本当の“相棒”を
探しに行きたいから
準備ができたら遠慮なく声をかけてくれたまえ！",Sonel,,Sonel,,Sonel
"お！　準備ができたみたいだね！
さすがは隊長だ",Sonel,,Sonel,,Sonel
"本当の“相棒”を見かけたポイントは
ある程度覚えているのでね！
また一緒に探して欲しいんだ",Sonel,,Sonel,,Sonel
"さ、さ！
今回もボクの記憶が微かなうちに
奪還した第二防衛区画へ行くとしよう！",Sonel,,Sonel,,Sonel
"ううむ――
来てみたはいいが
実際見回すとどこもかしこも怪しく見えるな",Sonel,,Sonel,,Sonel
"ここへ来る途中の井戸の中でね
がんばって思い出そうとしたんだ",Sonel,,Sonel,,Sonel
"でもさ、人ってがんばり過ぎると
空回りする生き物だろ？",Sonel,,Sonel,,Sonel
"その結果、努力が実って
心当たりがいくつか増えてしまったと言うわけさ！",Sonel,,Sonel,,Sonel
"え？　前もまったく同じこと言ってたって？
それじゃあ話は早いね！",Sonel,,Sonel,,Sonel
"「狭い隙間」
「ちょっと高いところ」
「ガチャ！　ゴゴゴゴゴ――」",Sonel,,Sonel,,Sonel
"今のボクをかろうじて支えているのは
この３つのイメージだけだね！",Sonel,,Sonel,,Sonel
"この《大演習場》は広くてボクだけで
探すのは無理みたいだ
もう行けるとこ全部探しもらうしかないね！",Sonel,,Sonel,,Sonel
扉を使えば、自由に隣へ移動できるはずだ,Sonel,,Sonel,,Sonel
"どれも見た目では分からない所にあったからね
とにかく怪しい場所には
“<COL ff2600>できる限り近づいて探す</COL>”といい",Sonel,,Sonel,,Sonel
"ボクの記憶に頼りたくなったら
また話しかけてくれるといい",Sonel,,Sonel,,Sonel
