old,speaker,english,speaker,english,speaker
"侵食魔はまだ各地で暴れているが
ゲルト団長指揮の元、騎士団が対処している",Joseph,,Joseph,,Joseph
"こちらのことは気にせず
フィンダムの連中に手を貸してやるんだ",Joseph,,Joseph,,Joseph
"かの大陸は我らにとって、未だ謎に満ちた場所だ
そこで暮らす人々の考えも、安易に計る事はできん",Joseph,,Joseph,,Joseph
"今後の両大陸の関係のためにも
彼らを助け、恩を売っておいてほしい",Joseph,,Joseph,,Joseph
"ジョゼフ様はすでに、フィンダムの問題が
解決したあとのことを考えているらしい",Klaus,,Klaus,,Klaus
"向こうとの、あらゆる交渉を有利に進めようとね
立派というか、なんというか――すごい人だよ",Klaus,,Klaus,,Klaus
よし、では出発しようか,Loeg,,Loeg,,Loeg
"この森を北に抜けると、ふたたび平原を望む
丘上に出る、そこに村が――",Loeg,,Loeg,,Loeg
いや、かつて村だった場所があるんだ,Loeg,,Loeg,,Loeg
"拠点としても使えるかもしれない
案内するよ",Loeg,,Loeg,,Loeg
"道中、魔物はいるだろうけど
特に危険な場所は、わたしの知る限り、ない",Loeg,,Loeg,,Loeg
ちょっときつめの散歩という感じかな,Loeg,,Loeg,,Loeg
早く人と話したいですね,Cecily,,Cecily,,Cecily
"人というのは、このフィンダムの住民という
意味ですけど",Cecily,,Cecily,,Cecily
"森はもう飽きたぜ
早く賑やかなところへ行こうぜ",Gurdolin,,Gurdolin,,Gurdolin
"もっとあちこち見て回らないと――
森の話を聞いて喜ぶのは
メイリーフくらいだよ？",Lise,,Lise,,Lise
隊長――,Elliot,,Elliot,,Elliot
"していることはレスタニアと変わらないのに
こんなに緊張するのはナゼでしょうね――
おれ、ビビってるってことでしょうかね――",Elliot,,Elliot,,Elliot
"隊長――無事で良かった！
みんな散り散りになっちゃって――",Lise,,Lise,,Lise
"ガルドリンとロイグはまだ戻らないんだけれど
隊長は一度、神殿に帰還してくる？",Lise,,Lise,,Lise
"竜に襲われたことは大事件だから
報告しておいた方がいいと思う",Lise,,Lise,,Lise
ガルドリン、無事ですよねえ？,Elliot,,Elliot,,Elliot
混乱しています――,Cecily,,Cecily,,Cecily
"わたしたちを襲ったのは確かに精霊竜――
ウィルミアがわたしを襲うなんて――",Cecily,,Cecily,,Cecily
"しかも、一瞬たりとも心がつながらないんです――
そう――まるで侵食魔と対峙しているようでした",Cecily,,Cecily,,Cecily
おう、貴殿か――,Gerd,,Gerd,,Gerd
"こちらの侵食魔のことは
我ら白衛騎士団に任せてくれていい",Gerd,,Gerd,,Gerd
"それより、一刻も早く、ガルドリンとロイグを
見つけだしてやってくれ",Gerd,,Gerd,,Gerd
"奴がいなくなると、それはそれで
張り合いを無くす輩もいるみたいでな",Gerd,,Gerd,,Gerd
"我らは団長と共に、侵食魔を根絶させるまで
戦う覚悟だ",White Knight,,White Knight,,White Knight
ふん、白衛騎士団に油断は無い――,White Knight,,White Knight,,White Knight
フィンダムの精霊竜に襲われた？,Klaus,,Klaus,,Klaus
"うーん――
こっちの黄金竜の例があるから
まるっきりない話じゃないけど――",Klaus,,Klaus,,Klaus
"フィンダム全体が侵食されているという
ことなのかな
精霊竜の乱心は、その象徴というか――",Klaus,,Klaus,,Klaus
"なんとまあ――
セシリーを覚者にした竜が、侵食魔の如く
襲いかかったとな――",Joseph,,Joseph,,Joseph
"いったいどういうことだ？
ふむ――
セシリーはさぞ不安に思っていることだろう",Joseph,,Joseph,,Joseph
"こっちのことは我々に任せて
おまえは早く戻ってやるといい",Joseph,,Joseph,,Joseph
