old,speaker,english,speaker,english,speaker
"いいところにきたわね
ふふ、じゃぁあなたにお願いしようかしら",Emerada,,Emerada,,Emerada
"薬の調合に必要な品を
ついうっかり切らしてしまったの
手に入れてきてくれると嬉しいわ",Emerada,,Emerada,,Emerada
"もちろんタダじゃないわよ
ご褒美の内容はあなたの働きシ、ダ、イ、ね",Emerada,,Emerada,,Emerada
"いいところにきたわね
ふふ、じゃぁあなたにお願いしようかしら",Emerada,,Emerada,,Emerada
"薬の調合に必要な品を
ついうっかり切らしてしまったの
手に入れてきてくれると嬉しいわ",Emerada,,Emerada,,Emerada
"ちょっと手にいれづらい品だけれど
あなたならきっとできるわよね",Emerada,,Emerada,,Emerada
"もちろんタダじゃないわよ
ご褒美の内容はあなたの働きシ、ダ、イ、ね",Emerada,,Emerada,,Emerada
"いいところにきたわね
ふふ、じゃぁあなたにお願いしようかしら",Emerada,,Emerada,,Emerada
"魔術の研究に必要な品を
ついうっかり切らしてしまったの
手に入れてきてくれると助かるわ",Emerada,,Emerada,,Emerada
"珍しい貴重な品だからなかなか大変だと思うけれど
あなたならきっとできるわよね",Emerada,,Emerada,,Emerada
"もちろんタダじゃないわよ
ご褒美の内容はあなたの働きシ、ダ、イ、ね",Emerada,,Emerada,,Emerada
あらぁ、もう持ってきてくれたの？,Emerada,,Emerada,,Emerada
"思ったより頑張ってくれたわね
じゃぁご褒美よ――",Emerada,,Emerada,,Emerada
ふふ、またいらっしゃい,Emerada,,Emerada,,Emerada
あらぁすごいわね、もう持ってきてくれたの？,Emerada,,Emerada,,Emerada
"思ったより頑張ってくれたわね
じゃぁご褒美よ――",Emerada,,Emerada,,Emerada
"あなたって見かけによらず頼りがいあるじゃない
ふふ、またいらっしゃい",Emerada,,Emerada,,Emerada
あらぁすごいわね、もう持ってきてくれたの？,Emerada,,Emerada,,Emerada
思ったより頑張ってくれたわね,Emerada,,Emerada,,Emerada
"あっと、いけない
もうひとつ必要な物を忘れていたわ
――ついでだからお願いできる？",Emerada,,Emerada,,Emerada
"ありがとう、本当におつかれさま
ゆっくり休んでいってね",Emerada,,Emerada,,Emerada
"今度から困った時は
あなたにお願いさせてもらうわ、ふふふ",Emerada,,Emerada,,Emerada
"例のもの、まだ手に入らない？
他の人に頼んだ方がよかったかしら――",Emerada,,Emerada,,Emerada
