old,speaker
"あら、アンタ、戦えそうじゃない？
ちょっと力を貸してくれないかな",Lightly-Equipped Female Soldier
"アンタも知っての通り
ここらの森は川で分断されているから
橋がなければ行き来もままならないわ",Lightly-Equipped Female Soldier
"だから橋で暴れる魔物がやっかいなのよ
万が一、壊されでもしたら――",Lightly-Equipped Female Soldier
"もし橋に魔物の姿を見かけたら
倒してくれると助かるわ、お願いね",Lightly-Equipped Female Soldier
"あら、アンタ、なかなか腕が立ちそうね
ちょうど頼りになりそうな戦士を捜していたのよ
ちょっと力を貸してくれないかな",Lightly-Equipped Female Soldier
"アンタも知っての通り
ここらの森は川で分断されているから
橋がなければ行き来もままならないわ",Lightly-Equipped Female Soldier
"だから橋で暴れる魔物がやっかいなのよ
万が一、壊されでもしたら――",Lightly-Equipped Female Soldier
"もし橋に魔物の姿を見かけたら
倒してくれると助かるわ、お願いね",Lightly-Equipped Female Soldier
"あら、アンタ、相当デキそうな感じだけれど
当たってるかな？　
だったらぜひ、力を貸して欲しいんだけれど",Lightly-Equipped Female Soldier
"アンタも知っての通り
ここらの森は川で分断されているから
橋がなければ行き来もままならないわ",Lightly-Equipped Female Soldier
"だから橋で暴れる魔物がやっかいなのよ
万が一、壊されでもしたら――",Lightly-Equipped Female Soldier
"もし橋に魔物の姿を見かけたら
倒してくれると助かるわ、お願いね",Lightly-Equipped Female Soldier
"やってくれたのね
ありがとう
リンウッドの人に代わってお礼を言うわ",Lightly-Equipped Female Soldier
"この森の生活を守っていけるように
私も頑張っていくわね",Lightly-Equipped Female Soldier
"やってくれたのね
手強い魔物だったって聞いたけれどさすがね
ありがとう
リンウッドの人に代わってお礼を言うわ",Lightly-Equipped Female Soldier
"この森の生活を守っていけるように
私も頑張っていくわね",Lightly-Equipped Female Soldier
"やってくれたのね
かなり恐ろしい魔物だったって聞いたけれど
怪我はなかった？　大丈夫？",Lightly-Equipped Female Soldier
"本当にありがとう
リンウッドの人に代わってお礼を言うわ",Lightly-Equipped Female Soldier
"この森の生活を守っていけるように
また力を貸してね、待ってるわ",Lightly-Equipped Female Soldier
見回りはしてくれた？　,Lightly-Equipped Female Soldier
"いつ奴らが現れるか分からないから
油断はしないで",Lightly-Equipped Female Soldier
