old,new,speaker,english,speaker,english,speaker
"いやー、驚いたよ
君たち、よその国から来た覚者なんだって？",,Sonel,,Sonel,,Sonel
"しかもだ
ネド王子を救い、この展望城を奪還しただなんて
かなりいい腕を持ってるみたいじゃないか",,Sonel,,Sonel,,Sonel
"改めて自己紹介するよ、ボクの名前はソネル
こう見えてもこの展望城を取りしきる
参謀官という立場なんだ、意外かな？",,Sonel,,Sonel,,Sonel
"メイロワ将軍から話は聞いているよ
魔軍から城外を取り戻そうってね",,Sonel,,Sonel,,Sonel
"――さ、準備ができたら教えてくれ
協力してくれるよね？",,Sonel,,Sonel,,Sonel
"キミなら引き受けてくれると思っていたよ
それじゃあ、さっそくだけど
作戦の概要を説明させてもらうよ",,Sonel,,Sonel,,Sonel
"今、ボクらがいる場所は展望城の城内――
キミたちのおかげで、この城は奪還できた",,Sonel,,Sonel,,Sonel
"だが、この城を占拠していた魔軍の残党が
この城の城外へ立て籠もっているんだ",,Sonel,,Sonel,,Sonel
"そこは“３つの防衛区画”に分かれていてね
それぞれが城門で区切られて独立している",,Sonel,,Sonel,,Sonel
"皮肉なことに、元々はこの城の防衛設備さ
そこを魔軍の手から取り戻すのが
この作戦の目的というわけだ",,Sonel,,Sonel,,Sonel
"城外にはまだかなりの数の敵がいて
そいつらを束ねている奴もいるらしい
言ってみれば、魔軍残党のボスかな",,Sonel,,Sonel,,Sonel
"こちらの戦力も十分とは言えない今
正面から力で制圧するのは難しい",,Sonel,,Sonel,,Sonel
"肝心のこの城が手薄になって攻められたら
本末転倒だからね
みんなにはこの城の防衛に専念してもらう",,Sonel,,Sonel,,Sonel
"そこで――
少数で潜入し、攪乱し、奪還する作戦を立てたんだ",,Sonel,,Sonel,,Sonel
"もちろん、その少数はこちらで選ばせてもらった
この作戦の立案者であるボクと――",,Sonel,,Sonel,,Sonel
キミさ！,,Sonel,,Sonel,,Sonel
"主には潜入任務になるからね
大所帯だとかえって目立ってしまう",,Sonel,,Sonel,,Sonel
"詳しい作戦内容は現地で説明する
さぁ、準備ができたら
いつでも声をかけてくれ",,Sonel,,Sonel,,Sonel
"準備が整ったようだね！
まず手始めに《第一防衛区画》から
攻略していこうと思う",,Sonel,,Sonel,,Sonel
"この展望城からは一番遠い
最も外側の城壁のある区画さ",,Sonel,,Sonel,,Sonel
"もちろん、敵が城門を開けて
ボクたちを歓迎してくれるはずもないからね
ちょっとした“抜け道”を用意してある",,Sonel,,Sonel,,Sonel
"さて、じゃあさっそく――
城外奪還作戦を始めようか！",,Sonel,,Sonel,,Sonel
始めよう！,Start!,Sonel,,Sonel,,Sonel
ちょっと待って,Wait a little,Sonel,,Sonel,,Sonel
"城外へ続く“抜け道”は
ちょっと暗くて狭いけど
なぁに、すぐ慣れるさ",,Sonel,,Sonel,,Sonel
"この潜入任務では、頼れるのは己のみだ
しっかり準備してきてくれ",,Sonel,,Sonel,,Sonel
"“古井戸”の探検はどうだったかな？
存在は知っていたけど
実際に使うのはボクも初めてさ",,Sonel,,Sonel,,Sonel
"展望城周辺には、昔からいくつも井戸があってね
枯れて使えなくなったものが
迷路のように繋がっているのさ",,Sonel,,Sonel,,Sonel
