old,new,speaker,english,speaker,english,speaker
"フフフフ――
ついに――
ついにこの時が来たわ！",,Carrie,,Carrie,,Carrie
"今日はピレモスの人たちへの
素敵なサプライズを用意してるの！",,Carrie,,Carrie,,Carrie
"ローナとの共同作戦よ
もちろん、あなたも手伝ってくれるよね？",,Carrie,,Carrie,,Carrie
そうこなくっちゃね！,,Carrie,,Carrie,,Carrie
"何を用意してるかは
現地へ行ってからのお楽しみ！",,Carrie,,Carrie,,Carrie
準備できたら声かけて！,,Carrie,,Carrie,,Carrie
"フフフフ――
何を用意してるかは
ピレモスについてからのお楽しみ！",,Carrie,,Carrie,,Carrie
"気になってしかたないって顔ね！
それじゃ、出発といきますか",,Carrie,,Carrie,,Carrie
出発する,Depart,Carrie,,Carrie,,Carrie
――少し待ってほしい,...I want to wait awhile,Carrie,,Carrie,,Carrie
"よーし、はりきって行くよ
ピレモスに向かって出発！",,Carrie,,Carrie,,Carrie
"アタシは準備できてるから
いつでも声かけてね！",,Carrie,,Carrie,,Carrie
"ピレモスのみんなの驚く顔
早く見たいなぁ",,Carrie,,Carrie,,Carrie
"い――
いない！",,Carrie,,Carrie,,Carrie
"あの子たちが！
どこにもいない！
――そ、そんな――",,Carrie,,Carrie,,Carrie
ローナについて聞く,,Carrie,,Carrie,,Carrie
"あの子たち"について聞く,,Carrie,,Carrie,,Carrie
"そ――そうだ
ローナもいない――",,Carrie,,Carrie,,Carrie
"もしかしたら――
何かあって、追いかけてったのかも",,Carrie,,Carrie,,Carrie
"そ、そうね
まだあきらめるのは早いよね――
とりあえず、ローナを探そう！",,Carrie,,Carrie,,Carrie
"ううう――あの子たち――
今までずっと大事に育ててきたのに",,Carrie,,Carrie,,Carrie
"あの子たちにもしものことがあったら
アタシ――",,Carrie,,Carrie,,Carrie
ああ、どうしよう――,,Carrie,,Carrie,,Carrie
"でかくて黒い鳥ばっかり！
ローナの姿もあの子たちの姿もないし
なんかものすごく不吉な予感がする――",,Carrie,,Carrie,,Carrie
"まだ――まだよ！
お願い、みんな無事でいて！",,Carrie,,Carrie,,Carrie
"とにかく
ピレモスの方まで行ってみましょう！",,Carrie,,Carrie,,Carrie
レーア！　ミディ！　ウェルダ！,,Carrie,,Carrie,,Carrie
"いやぁ、さっすが
名ハンター、ローナ！
ちゃんと３匹とも見つけてくれてたのね！",,Carrie,,Carrie,,Carrie
"アタシの豚さん、みんな無事だった！
ああ、安心した――！",,Carrie,,Carrie,,Carrie
豚について聞く,,Carrie,,Carrie,,Carrie
ローナについて聞く,,Carrie,,Carrie,,Carrie
"丘で見つけた
かわいい豚さんたち！",,Carrie,,Carrie,,Carrie
"この日のために
ローナと二人で
命がけで育てたんだから！",,Carrie,,Carrie,,Carrie
"ピレモスの人たちに
新鮮なお肉を食べてもらいたくってね",,Carrie,,Carrie,,Carrie
"いやーこの完成度――
見てるだけでほっぺが落ちそうだね！",,Carrie,,Carrie,,Carrie
"さて、この子たちのことはローナに任せて
アタシたちはピレモスへ向かおうか！",,Carrie,,Carrie,,Carrie
"この子たちを丘で見つけてから
ローナと一緒にずっとごはんあげてたんだ！",,Carrie,,Carrie,,Carrie
"ピレモスの人たちへの贈り物にするって
言ったら、ローナも大賛成してくれてね
いわば、二人で仕上げたお肉だよ",,Carrie,,Carrie,,Carrie
"さて、この子たちのことはローナに任せて
アタシたちはピレモスへ向かおうか！",,Carrie,,Carrie,,Carrie
"さすがに活きのいいの
３匹も追い回すのは骨が折れたよ",,Lorna,,Lorna,,Lorna
"キャリーと一緒にエサをあげてきたんだけど
こんなにも元気に育つとはね",,Lorna,,Lorna,,Lorna
"さ――
ここは私に任せて
先にピレモスへ行きなよ",,Lorna,,Lorna,,Lorna
"今回でピレモスへの食料も
十分な量を届けられたかな！",,Carrie,,Carrie,,Carrie
"サプライズもよろこんでくれてるし
なんだかんだで大成功だね！",,Carrie,,Carrie,,Carrie
"そうそう
アンドレアがね
あなたにもお礼言いたいって！",,Carrie,,Carrie,,Carrie
"――本当に、今までありがとう！
おかげでピレモスも飢えずにいられたわ
みんな感謝してるのよ",,Andrea,,Andrea,,Andrea
"しかもあんなに立派な豚まで――
ワクワクするっていうのかしら
こんなに心が躍るなんて、久しぶりだわ",,Andrea,,Andrea,,Andrea
"この状況だから、ピレモスから
大したお礼はできないんだけど――",,Andrea,,Andrea,,Andrea
