old,new,speaker,english,speaker,english,speaker
"オークのヤツめ――
そう簡単には口を割らないな",,Mephis,,Mephis,,Mephis
"だが、ヤツは侯爵側への接触も多く
核心となる情報を握っている可能性もある
――やってみる価値はあるだろう",,Mephis,,Mephis,,Mephis
協力、感謝する,,Mephis,,Mephis,,Mephis
それでは、準備ができたら声をかけてくれ,,Mephis,,Mephis,,Mephis
"さぁ、尋問を始めよう
準備はいいな？",,Mephis,,Mephis,,Mephis
はい,Yes,Mephis,,Mephis,,Mephis
いいえ,No,Mephis,,Mephis,,Mephis
今日こそ、真実を掴んでやる――,,Mephis,,Mephis,,Mephis
"心の準備は大切だからな――
だが、あまりのんびりはしていられないぞ",,Mephis,,Mephis,,Mephis
"よくやった――
他の任務も、引き続きよろしくな",,Mephis,,Mephis,,Mephis
