old,speaker,english,speaker,english,speaker
"いやぁ、キミのおかげでなんとか
第一防衛区画を取り返すことができたよ",Sonel,,Sonel,,Sonel
"この勢いで、次の第二防衛区画も
攻略したいところなんだが――",Sonel,,Sonel,,Sonel
"しけった杖の、しけった魔法だけじゃあ
心許なくてね",Sonel,,Sonel,,Sonel
"いっそのこと
「この木の塊で叩いたほうが早いんじゃないか？」
とさえ思い始めているところさ",Sonel,,Sonel,,Sonel
"奥へ進むほど、敵の防備も固くなるだろうし
この先はやっぱり“相棒”が必要だなぁと",Sonel,,Sonel,,Sonel
"実は――
少し心当たりがあってね
キミにも是非協力して欲しいんだ",Sonel,,Sonel,,Sonel
"やっぱりね！
キミなら絶対そう言ってくれると思ってたよ！",Sonel,,Sonel,,Sonel
"いつもの独り言じゃないことからも
ボクの本気が伺えるだろうと踏んでいたしね",Sonel,,Sonel,,Sonel
"それで心当たりなんだけど――
第一防衛区画をウロウロしてるときに
ちょっと気になるものを見かけてさ",Sonel,,Sonel,,Sonel
"今思えば
「あれ、もしかしたら“相棒”だったかな？」
という気がしないでもないんだ",Sonel,,Sonel,,Sonel
"３日前に食べた朝ごはんくらいの
薄っぺらい記憶なんだが
探しに行く価値はあると思わないかい？",Sonel,,Sonel,,Sonel
"オークくんたちもいなくなったし
今なら砂漠の中の針も探し放題さ！",Sonel,,Sonel,,Sonel
"ボクの準備はバッチリだから
いつでも声をかけてくれたまえ！",Sonel,,Sonel,,Sonel
お！　準備ができたみたいだね！,Sonel,,Sonel,,Sonel
"“相棒”を見かけたポイントは
ある程度覚えているのでね！
一緒に探して欲しいんだ",Sonel,,Sonel,,Sonel
"さ、さ！
ボクの記憶が微かなうちに
奪還した第一防衛区画へ行くとしよう！",Sonel,,Sonel,,Sonel
"ううむ――
来てみたはいいが
実際見回すとどこもかしこも怪しく見えるな",Sonel,,Sonel,,Sonel
"ここへ来る途中の井戸の中でね
がんばって思い出そうとしたんだ",Sonel,,Sonel,,Sonel
"でもさ、人ってがんばり過ぎると
空回りする生き物だろ？",Sonel,,Sonel,,Sonel
"その結果、努力が実って
心当たりがいくつか増えてしまったと言うわけさ！",Sonel,,Sonel,,Sonel
"「メラメラしたモノの中」
「四角い箱の中」
「フカフカしたモノの中」",Sonel,,Sonel,,Sonel
"今のボクをかろうじて支えているのは
この３つのイメージだけだね！",Sonel,,Sonel,,Sonel
"ボクはこの《兵士詰所》を探してみるから
キミには別の場所をお願いしたい",Sonel,,Sonel,,Sonel
扉を使えば、自由に隣へ移動できるはずだ,Sonel,,Sonel,,Sonel
"どれも見た目では分からない所にあったからね
とにかく怪しい場所には
“<COL ff2600>できる限り近づいて探す</COL>”といい",Sonel,,Sonel,,Sonel
"ボクの記憶に頼りたくなったら
いつでも話しかけてくれ！",Sonel,,Sonel,,Sonel
"お、なんだキミか
何か見つかったかな？",Sonel,,Sonel,,Sonel
"その顔を見ると、行き詰ってるようだね
どの記憶について聞きたいかな？",Sonel,,Sonel,,Sonel
「メラメラしたモノの中」,Sonel,,Sonel,,Sonel
「四角い箱の中」,Sonel,,Sonel,,Sonel
「フカフカしたモノの中」,Sonel,,Sonel,,Sonel
探し方のコツ,Sonel,,Sonel,,Sonel
"「メラメラしたモノの中」か――
あれは確か、囚われた同志を救出へ
向かった時だったかな",Sonel,,Sonel,,Sonel
"ほら、巡回の兵が来たじゃないか
杖を構えて詠唱してる最中に
チラっと見えた気がしてね",Sonel,,Sonel,,Sonel
"それどころじゃなかったから
ハッキリとは覚えてないんだけど",Sonel,,Sonel,,Sonel
"なんか「メラメラしたモノの中」に
それっぽいモノが見えたような
気がしたんだ",Sonel,,Sonel,,Sonel
"参考になったかな？
また、分からなくなったら
ボクに話しかけてくれるといい",Sonel,,Sonel,,Sonel
"「四角い箱の中」か――
あれは確か、敵陣に潜入して
色々調べている時だったかな",Sonel,,Sonel,,Sonel
"とにかく見張りの数が多かったからね
隠れられそうな場所には
だいたい頭を突っ込んだよ",Sonel,,Sonel,,Sonel
"あの時どこかで見た気がするんだけど
最後の爆発の爽快さと共に
キレイさっぱり忘れてしまったのさ！",Sonel,,Sonel,,Sonel
"かろうじて覚えているのが
「四角い箱」なんだけど
もしかしたらその中かなぁと思ってね",Sonel,,Sonel,,Sonel
"参考になったかな？
また、分からなくなったら
ボクに話しかけてくれるといい",Sonel,,Sonel,,Sonel
"「フカフカしたモノの中」か――
あれは確か、“わら”に出たり入ったり
していた時だったかな",Sonel,,Sonel,,Sonel
"“わら”をかき分けてた時に
それらしいモノを見た気がするんだ",Sonel,,Sonel,,Sonel
"これはもしやと思ったんだけどね
そこに《オオワラカミツキ》を
入れたもんだから取り出せなくなってしまってね",Sonel,,Sonel,,Sonel
"後でもう一度調べようと思ってたけど
別のことを考えてるうちに
すっかり忘れてしまってさ",Sonel,,Sonel,,Sonel
"《オオワラカミツキ》は
巣の材料になりそうなものを
自分の巣へ持ち帰る性質があるんだ",Sonel,,Sonel,,Sonel
"なんせ強力なアゴを持っているからね
杖くらいなら簡単に運べるだろう
ボクが見た場所にはもういないかもしれない",Sonel,,Sonel,,Sonel
"参考になったかな？
また、分からなくなったら
ボクに話しかけてくれるといい",Sonel,,Sonel,,Sonel
"ボクが見た記憶のあるものは
どれも見た目には分からない場所にあった",Sonel,,Sonel,,Sonel
"パッと見で何もなさそうな場所でも
“<COL ff2600>できる限り近づいて探す</COL>”方がいいだろう",Sonel,,Sonel,,Sonel
"参考になったかな？
また、分からなくなったら
ボクに話しかけてくれるといい",Sonel,,Sonel,,Sonel
うおおおおおおおおおおお！！！！！,Sonel,,Sonel,,Sonel
"何も、何も言わなくてもいい！
その手に持っているものを見れば
世界に言葉なんかいらない！",Sonel,,Sonel,,Sonel
"それだ！　ボクの“相棒”！
それこそがボクのお気に入りの大杖さ！",Sonel,,Sonel,,Sonel
"さ、さ！
渡してくれたまえ！",Sonel,,Sonel,,Sonel
"おお、おお
これこれ！　この感じだ！",Sonel,,Sonel,,Sonel
"この重量感、フォルムと色合い
主を選ぶこの存在感――まさに",Sonel,,Sonel,,Sonel
これがボクの“相棒”さ！,Sonel,,Sonel,,Sonel
"よし！　よし！
杖の奪還任務は完了だ！
さっそく城へ戻ろう！",Sonel,,Sonel,,Sonel
１３４――,Sonel,,Sonel,,Sonel
１３４――１３５――,Sonel,,Sonel,,Sonel
１３４――１３５――１３６――,Sonel,,Sonel,,Sonel
"おっといけない！
また、城壁の石の数を
数えてしまっていた！",Sonel,,Sonel,,Sonel
"人の忍耐力というものは
なんと脆いのだろうか",Sonel,,Sonel,,Sonel
"あ、キミか
どうだい“相棒”捜索のほうは",Sonel,,Sonel,,Sonel
"お！　その顔は何か見つけたやつの顔だね！
どれどれ、早く見せてくれたまえ！",Sonel,,Sonel,,Sonel
――――,Sonel,,Sonel,,Sonel
